time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,38.13,16,
5,0.00,0.00,0.00,0.00,50.36,16,
7,0.00,0.00,0.00,0.00,61.35,16,
9,0.00,0.00,0.00,0.00,60.13,16,4.00
11,0.00,0.00,0.00,0.00,56.62,16,
13,0.00,0.00,0.00,0.00,47.15,5,
15,0.00,0.00,0.00,0.00,49.13,5,
17,0.00,0.00,0.16,1.16,43.70,5,
19,0.00,0.00,0.00,0.00,32.13,5,2.99
21,0.00,0.00,0.01,0.16,38.18,5,
23,0.62,2.49,0.18,2.16,42.28,4,
25,1.24,4.94,0.35,4.16,56.79,4,
27,0.10,0.42,0.51,6.16,52.19,4,
29,0.00,0.00,0.00,0.00,44.77,4,2.94
31,0.00,0.00,0.13,1.61,45.45,4,
33,0.00,0.00,0.01,0.13,42.54,3,
35,1.34,5.36,0.18,2.13,48.71,3,
37,0.12,0.48,0.39,4.13,46.63,3,
39,0.99,3.95,0.23,2.57,46.34,3,3.08
41,1.43,5.71,0.41,4.57,47.33,3,
43,1.42,5.70,0.74,6.57,40.75,8,
45,1.40,5.60,0.78,8.57,37.38,8,
47,0.06,0.24,1.11,10.57,36.57,8,
49,0.91,1.84,0.53,3.84,33.94,8,2.74
51,2.76,5.57,1.01,5.53,32.77,8,
53,2.72,5.50,1.12,5.84,24.95,5,
55,2.79,5.50,1.71,7.84,25.86,5,
57,3.58,8.83,1.89,9.84,30.02,5,
59,4.27,11.60,1.61,10.70,32.33,5,2.73
61,4.27,11.57,1.74,12.70,33.00,5,
63,4.27,11.57,2.15,14.70,35.84,8,
65,4.27,11.57,2.65,16.70,40.02,8,
67,3.45,8.31,3.15,18.70,36.77,8,
69,1.37,5.50,3.02,20.70,28.95,8,1.93
71,2.36,5.50,2.11,22.70,25.52,8,
73,4.20,6.12,2.82,24.70,23.38,3,
75,4.93,8.07,3.45,26.70,26.85,3,
77,5.74,11.48,4.11,28.70,25.08,3,
79,2.81,11.25,3.70,30.70,22.90,3,2.23
81,2.81,11.25,3.73,32.70,18.52,3,
83,3.34,13.34,3.91,34.70,16.71,6,
85,5.70,21.07,4.35,36.70,25.90,6,
87,6.00,23.99,4.85,38.70,30.80,6,
89,5.90,23.61,1.66,14.60,34.21,6,4.00
91,0.00,0.00,1.45,10.07,41.92,6,
93,0.00,0.00,1.64,9.67,52.10,6,
95,0.00,0.00,1.00,11.35,59.86,6,
97,0.00,0.00,1.47,13.35,50.51,6,
99,0.00,0.00,1.28,15.35,37.70,6,3.22
101,0.00,0.00,1.51,17.35,29.52,6,
103,0.71,2.83,1.84,19.35,22.80,8,
105,2.53,10.13,2.17,21.35,29.58,8,
107,1.75,6.99,0.56,6.71,41.68,8,
109,0.00,0.00,0.41,4.96,48.64,8,3.56
111,0.00,0.00,0.00,0.00,45.78,8,
113,0.00,0.00,0.00,0.00,42.72,9,
115,0.00,0.00,0.13,1.51,45.65,9,
117,1.45,5.79,0.29,3.51,48.76,9,
119,1.39,5.55,0.54,5.51,44.51,9,2.53
121,1.39,5.55,0.67,7.51,40.93,9,
123,1.55,5.55,0.98,9.51,38.69,1,
125,2.85,5.86,1.46,11.51,35.40,1,
127,2.97,5.68,1.98,13.51,30.01,1,
129,4.26,5.81,2.65,15.51,25.50,1,2.16
131,4.21,5.68,3.30,17.51,19.18,1,
133,4.73,5.68,4.13,19.51,20.11,4,
135,7.45,10.42,4.96,21.51,29.19,4,
137,7.15,12.68,5.79,23.51,31.68,4,
139,4.59,12.68,5.67,25.51,35.58,4,2.31
141,4.59,12.68,5.27,27.51,36.93,4,
143,4.59,12.68,5.90,29.51,35.56,3,
145,5.44,12.68,6.30,31.51,36.80,3,
147,5.30,12.11,7.28,33.51,34.76,3,
149,1.75,4.64,4.83,23.59,35.22,3,2.63
151,2.52,5.44,3.56,25.59,35.10,3,
153,3.15,5.39,4.03,27.59,31.58,5,
155,4.35,5.98,4.82,29.59,29.50,5,
157,5.94,12.75,5.47,31.59,19.65,5,
159,5.85,12.49,5.34,33.59,20.96,5,1.99
161,5.85,12.49,6.11,35.59,21.36,5,
163,8.33,15.77,7.09,37.59,24.42,6,
165,9.00,18.00,8.03,39.59,29.02,6,
167,8.99,17.97,9.03,41.59,27.40,6,
169,6.44,12.10,7.94,43.59,22.32,6,1.47
171,4.50,12.10,8.17,45.59,16.40,6,
173,5.46,12.82,7.95,47.59,14.61,7,
175,8.94,18.65,8.71,49.59,15.04,7,
177,9.29,18.47,9.54,51.59,18.58,7,
179,8.87,18.47,4.81,25.53,21.20,7,2.04
181,8.90,18.47,4.53,27.53,20.26,7,
183,8.90,18.47,5.11,29.53,17.62,8,
185,9.07,19.14,5.58,31.53,19.07,8,
187,11.32,24.55,6.24,33.53,22.69,8,
189,11.41,22.83,4.03,27.96,23.22,8,1.95
191,5.70,17.12,3.59,18.68,23.63,8,
193,6.22,19.22,3.24,19.86,24.23,3,
195,9.44,23.60,3.54,21.86,27.83,3,
197,11.09,23.53,4.21,23.86,29.68,3,
199,9.11,25.82,4.10,24.32,32.56,3,2.75
201,7.01,17.41,4.10,24.09,31.73,3,
203,3.74,5.59,3.75,14.93,25.22,4,
205,5.17,10.11,3.99,16.93,33.76,4,
207,4.02,10.00,3.58,18.93,35.11,4,
209,1.67,5.61,1.78,10.81,34.87,4,3.12
211,1.71,5.61,1.64,12.81,29.40,4,
213,1.63,5.61,1.83,14.81,26.63,5,
215,2.76,5.52,2.37,16.81,31.50,5,
217,1.50,5.75,2.52,18.81,20.78,5,
219,2.09,5.61,1.29,7.95,22.01,5,2.48
221,2.80,5.61,1.79,9.95,23.84,5,
223,3.23,5.61,2.38,11.95,26.72,7,
225,3.89,5.56,3.12,13.95,36.88,7,
227,2.55,5.56,3.71,15.95,36.17,7,
229,2.49,5.56,1.67,13.01,33.88,7,2.36
231,2.49,5.56,2.11,15.01,32.07,7,
233,2.49,5.56,2.78,17.01,34.73,14,
235,3.34,7.81,2.67,19.01,39.38,14,
237,5.11,14.89,3.01,21.01,39.97,14,
239,3.45,8.25,2.45,23.01,37.75,14,2.76
241,2.17,5.56,2.85,25.01,34.64,14,
243,2.86,5.86,2.97,27.01,27.59,7,
245,2.96,5.77,3.50,29.01,25.55,7,
247,3.78,12.09,4.50,31.01,21.95,7,
249,7.69,18.17,4.18,33.01,20.51,7,1.84
251,8.56,18.21,4.60,35.01,22.15,7,
253,8.55,18.21,5.40,37.01,22.86,4,
255,9.37,21.49,6.27,39.01,29.33,4,
257,9.21,24.34,6.84,41.01,32.80,4,
259,7.40,24.31,5.99,43.01,35.88,4,2.72
261,7.40,24.31,5.08,45.01,33.95,4,
263,7.40,24.31,5.61,47.01,31.93,8,
265,7.40,24.31,5.80,49.01,25.99,8,
267,8.98,24.31,6.33,51.01,18.89,8,
269,13.00,27.88,4.73,26.49,15.32,8,1.80
271,14.49,21.91,5.28,25.95,11.21,8,
273,9.19,18.05,5.60,27.95,10.78,3,
275,11.35,21.88,4.90,29.95,12.46,3,
277,10.63,24.02,4.85,31.95,11.59,3,
279,7.91,24.01,3.38,14.60,17.22,3,2.86
281,7.13,24.01,3.14,16.60,19.23,3,
283,7.33,24.01,2.30,18.60,24.08,4,
285,7.33,24.01,2.63,20.60,29.28,4,
287,7.33,24.01,2.97,22.60,31.29,4,
289,6.94,22.45,3.20,23.37,30.53,4,2.96
291,1.32,5.29,3.45,23.35,31.01,4,
293,2.03,5.29,3.28,19.40,32.01,2,
295,2.76,5.81,2.20,20.98,37.50,2,
297,1.50,5.77,2.96,22.98,32.97,2,
299,1.82,5.77,1.58,6.92,29.28,2,2.79
301,2.81,5.77,1.85,8.92,28.33,2,
303,3.53,5.77,1.94,10.92,23.09,1,
305,4.16,5.77,2.54,12.92,27.03,1,
307,4.15,5.77,3.26,14.92,17.94,1,
309,4.15,5.77,3.60,16.92,19.83,1,2.16
311,4.15,5.77,4.00,18.92,28.81,1,
313,4.81,5.77,4.66,20.92,31.17,3,
315,5.46,5.68,5.33,22.92,36.95,3,
317,2.87,5.39,6.00,24.92,32.52,3,
319,2.69,5.39,2.97,24.70,28.59,3,2.12
321,2.69,5.39,3.29,26.70,29.33,3,
323,3.01,5.39,3.83,28.70,31.58,4,
325,2.89,5.29,4.66,30.70,39.55,4,
327,2.86,5.69,4.87,32.70,40.52,4,
329,2.76,5.57,1.08,6.70,37.46,4,2.25
331,2.76,5.57,1.46,8.70,33.72,4,
333,3.05,5.57,2.31,10.70,30.37,1,
335,3.94,5.57,3.07,12.70,32.66,1,
337,4.08,5.57,3.91,14.70,33.04,1,
339,5.66,11.62,3.63,16.70,30.85,1,1.67
341,5.62,11.42,4.15,18.70,28.09,1,
343,5.62,11.42,4.81,20.70,25.59,4,
345,6.82,11.92,5.76,22.70,24.57,4,
347,7.18,11.83,6.76,24.70,20.17,4,
349,8.50,17.12,6.74,26.70,17.45,4,2.18
351,9.58,18.12,6.76,28.70,16.45,4,
353,10.04,18.12,7.37,30.70,15.40,7,
355,10.04,18.12,8.20,32.70,17.58,7,
357,10.71,18.03,8.64,34.70,23.01,7,
359,6.18,12.45,7.87,36.70,30.32,7,2.87
361,4.39,12.43,6.25,38.70,35.92,7,
363,4.39,12.43,5.50,40.70,35.62,2,
365,4.78,12.43,6.07,42.70,39.83,2,
367,5.21,10.14,6.90,44.70,35.33,2,
369,2.66,5.48,3.44,22.10,21.95,2,1.82
371,3.49,8.47,2.98,24.10,18.36,2,
373,5.40,14.45,3.80,26.10,12.90,5,
375,8.42,19.44,4.63,28.10,12.03,5,
377,9.02,19.35,5.46,30.10,11.56,5,
379,6.94,11.69,3.61,14.92,18.42,5,2.40
381,4.18,11.69,3.40,16.92,24.62,5,
383,4.18,11.69,3.17,18.92,30.19,4,
385,4.18,11.69,3.83,20.92,37.61,4,
387,3.38,8.48,3.36,22.92,41.07,4,
389,1.26,5.03,3.00,19.40,35.91,4,3.33
391,1.26,5.03,1.78,21.40,37.22,4,
393,1.26,5.03,2.05,23.40,35.97,4,
395,1.85,5.03,2.31,25.40,32.52,4,
397,2.62,5.44,2.91,27.40,33.52,4,
399,2.61,5.40,3.40,29.40,35.16,4,2.82
401,2.72,5.49,3.70,31.40,36.11,4,
403,2.72,5.49,4.23,33.40,35.87,11,
405,2.70,5.40,4.77,35.40,36.43,11,
407,2.61,5.40,5.26,37.40,31.65,11,
409,2.61,5.40,4.68,39.40,29.00,11,2.23
411,3.63,5.40,5.30,41.40,26.58,11,
413,4.87,7.61,5.78,43.40,22.96,4,
415,6.90,11.96,6.61,45.40,22.25,4,
417,6.04,8.59,7.44,47.40,20.53,4,
419,5.31,5.70,8.00,49.40,24.40,4,1.90
421,5.31,5.70,8.60,51.40,27.71,4,
423,6.94,11.53,8.78,53.40,32.23,2,
425,6.91,11.60,9.44,55.40,38.24,2,
427,4.48,11.60,10.11,57.40,32.92,2,
429,4.25,11.60,8.00,59.40,26.61,2,1.63
431,4.50,11.60,8.73,61.40,19.91,2,
433,6.37,11.60,9.73,63.40,15.97,7,
435,8.34,11.60,10.92,65.40,18.39,7,
437,7.35,10.81,11.52,67.40,20.36,7,
439,5.59,10.81,8.53,45.86,22.48,7,1.83
441,6.53,10.81,7.78,47.86,24.26,7,
443,7.35,14.25,8.11,49.86,22.44,5,
445,7.96,16.66,8.94,51.86,22.59,5,
447,7.72,16.65,9.92,53.86,20.10,5,
449,5.54,16.65,4.82,20.31,16.91,5,1.82
451,6.52,16.65,3.95,20.00,23.50,5,
453,7.62,21.17,3.87,22.00,23.08,4,
455,9.62,29.43,4.37,24.00,29.84,4,
457,8.79,30.26,4.87,26.00,32.42,4,
459,8.79,30.25,3.52,26.51,35.13,4,3.23
461,4.55,13.30,2.96,19.70,35.85,4,
463,1.23,4.92,2.51,17.79,33.45,7,
465,2.36,5.58,3.07,19.79,37.51,7,
467,1.54,5.66,3.74,21.79,36.48,7,
469,1.64,5.66,2.02,16.52,31.03,7,3.09
471,2.76,5.66,2.19,18.52,26.67,7,
473,2.73,5.66,2.61,20.52,24.56,4,
475,3.84,10.19,2.77,22.52,32.03,4,
477,3.55,9.54,3.44,24.52,34.93,4,
