time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0.00,0,
3,0.00,0.00,0.00,0.00,50.06,0.00,4,
5,0.00,0.00,0.00,0.00,52.90,0.00,4,
7,0.00,0.00,0.00,0.00,59.82,0.00,4,
9,0.00,0.00,0.00,0.00,64.00,0.00,4,4.00
11,0.00,0.00,0.00,0.00,61.73,0.00,4,
13,0.00,0.00,0.00,0.00,54.58,0.00,1,
15,0.00,0.00,0.00,0.00,48.71,0.00,1,
17,0.00,0.00,0.11,1.32,46.18,0.00,1,
19,1.05,4.19,0.28,3.32,45.31,0.00,1,0.86
21,1.32,5.28,0.51,5.32,47.59,1.00,1,
23,1.56,5.28,0.71,7.32,51.22,1.00,4,
25,1.32,5.28,1.02,9.32,48.97,1.00,4,
27,3.16,7.38,1.04,11.32,48.70,0.00,4,
29,3.86,10.16,1.51,13.32,44.23,2.00,4,2.72
31,4.22,10.16,1.70,15.32,36.01,0.00,4,
33,5.53,11.96,2.26,17.32,24.69,2.00,3,
35,6.30,11.83,2.74,19.32,23.97,0.00,3,
37,7.85,15.80,3.58,21.32,28.23,3.00,3,
39,5.98,11.00,2.73,13.10,32.90,2.00,3,2.94
41,5.49,17.22,2.24,9.21,34.90,3.00,3,
43,5.59,17.64,1.63,11.21,40.48,1.00,4,
45,5.57,17.64,1.91,13.21,45.63,1.00,4,
47,4.40,17.60,1.92,11.72,44.75,1.00,4,
49,1.66,6.65,1.26,13.38,43.13,2.00,4,3.33
51,0.00,0.00,1.25,11.69,41.09,1.00,4,
53,1.46,4.23,0.87,4.94,43.24,2.00,4,
55,1.42,5.67,1.10,6.94,37.96,0.00,4,
57,1.75,7.01,1.66,8.94,36.35,1.00,4,
59,4.38,11.92,2.26,10.94,36.00,2.00,4,2.30
61,5.64,11.83,2.61,12.94,33.27,0.00,4,
63,6.04,12.33,3.35,14.94,28.26,0.00,3,
65,7.42,16.66,4.21,16.94,28.86,2.00,3,
67,8.91,17.00,3.88,16.40,29.26,2.00,3,
69,4.67,9.14,4.48,18.40,29.99,2.00,3,2.47
71,2.97,5.66,3.51,20.40,29.67,2.00,3,
73,3.88,5.66,3.72,22.40,33.65,1.00,3,
75,4.45,5.66,4.40,24.40,32.81,0.00,3,
77,6.58,10.64,5.23,26.40,34.42,0.00,3,
79,6.64,10.92,6.06,28.40,33.95,0.00,3,1.46
81,6.64,10.92,6.90,30.40,33.28,0.00,3,
83,6.64,10.92,7.76,32.40,31.20,1.00,4,
85,6.38,10.92,8.63,34.40,33.78,1.00,4,
87,4.73,11.53,8.05,36.40,39.33,2.00,4,
89,5.31,11.50,7.96,38.40,41.06,4.00,4,2.64
91,5.42,11.50,6.62,40.40,40.11,1.00,4,
93,5.63,11.50,6.98,42.40,36.47,0.00,2,
95,5.88,11.50,7.81,44.40,32.68,0.00,2,
97,7.74,11.38,9.05,46.40,29.50,1.00,2,
99,7.22,16.36,8.68,48.40,26.52,2.00,2,1.39
101,8.31,17.19,8.43,50.40,26.52,1.00,2,
103,11.06,23.20,9.77,52.40,23.16,0.00,1,
105,13.60,27.09,11.10,54.40,19.77,0.00,1,
107,15.16,30.10,12.43,56.40,18.49,2.00,1,
109,16.44,31.19,8.43,22.72,16.21,2.00,1,0.73
111,18.13,36.51,9.10,24.72,12.59,2.00,1,
113,18.99,36.28,8.55,26.72,11.33,1.00,3,
115,19.80,38.00,9.66,28.72,15.10,1.00,3,
117,23.27,48.05,10.44,30.72,17.95,1.00,3,
119,24.83,48.53,11.17,25.53,22.51,3.00,3,1.77
121,24.67,48.52,12.10,27.53,25.12,2.00,3,
123,17.31,48.52,12.68,29.53,25.71,1.00,4,
125,16.04,48.52,13.65,31.53,26.87,2.00,4,
127,16.41,48.52,11.98,33.53,24.78,2.00,4,
129,19.47,53.39,11.34,30.73,24.41,4.00,4,2.61
131,22.49,60.21,10.42,28.98,23.11,2.00,4,
