time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.28,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.88,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.94,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.52,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.72,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.57,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.91,0.00
17,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.23,0.14,0.70,42.77,1.00
19,0.00,0.00,0.00,0.00,0.00,1.40,0.00,0.47,0.28,1.40,34.22,2.00
21,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.25,0.45,0.74,22.87,0.00
23,0.00,4.91,2.45,4.91,1.53,0.00,2.74,1.42,1.95,2.74,4.96,1.00
25,1.79,4.83,3.31,4.83,0.00,1.48,4.74,2.07,3.14,4.74,0.24,0.00
27,5.54,0.00,2.77,5.54,0.00,3.48,6.74,3.41,4.74,6.74,25.76,1.00
29,5.49,0.00,2.75,5.49,0.00,5.48,0.00,1.83,1.10,5.48,29.93,0.00
31,5.49,0.00,2.75,5.49,0.00,7.48,0.00,2.49,1.50,7.48,40.44,0.00
33,5.49,0.00,2.75,5.49,0.00,9.48,0.00,3.16,1.90,9.48,42.54,0.00
35,5.49,0.00,2.75,5.49,0.00,11.48,0.00,3.83,2.30,11.48,41.80,0.00
37,5.49,0.00,2.75,5.49,0.00,13.48,0.00,4.49,2.70,13.48,44.39,0.00
39,5.49,0.00,2.75,5.49,0.00,15.48,0.00,5.16,3.10,15.48,43.51,0.00
41,5.49,0.00,2.75,5.49,0.00,17.48,0.00,5.83,3.50,17.48,39.73,0.00
43,8.85,0.00,4.42,8.85,0.00,19.48,0.00,6.49,3.90,19.48,36.41,0.00
45,11.14,0.00,5.57,11.14,0.00,21.48,0.24,7.24,4.44,21.48,37.46,1.00
47,11.13,0.00,5.56,11.13,0.00,23.48,0.00,7.83,4.70,23.48,33.25,0.00
49,11.13,0.00,5.56,11.13,0.00,25.48,0.00,8.49,5.10,25.48,28.17,0.00
