time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.74
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.21
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.67
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.06
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.02
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.25
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.06
15,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.17,0.22,0.51,38.28
17,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.19,0.24,0.57,23.71
19,4.89,0.00,2.45,4.89,0.00,2.57,0.00,0.86,1.10,2.57,13.84
21,10.52,0.00,5.26,10.52,0.00,4.57,0.00,1.52,1.96,4.57,8.67
23,17.94,0.00,8.97,17.94,1.81,6.57,0.00,2.79,3.59,6.57,6.29
25,17.74,0.00,8.87,17.74,3.81,8.57,0.00,4.13,5.31,8.57,4.26
27,17.74,0.00,8.87,17.74,5.81,10.57,0.00,5.46,7.02,10.57,12.64
29,17.74,0.00,8.87,17.74,7.81,12.57,0.00,6.79,8.74,12.57,20.99
31,29.34,0.00,14.67,29.34,9.81,14.57,0.00,8.13,10.45,14.57,21.67
33,30.04,0.00,15.02,30.04,11.81,16.57,0.00,9.46,12.16,16.57,19.19
35,30.03,0.00,15.01,30.03,13.81,18.57,0.00,10.79,13.88,18.57,13.24
37,30.03,0.00,15.01,30.03,15.81,20.57,0.00,12.13,15.59,20.57,6.60
39,30.03,0.00,15.01,30.03,17.81,22.57,0.00,13.46,17.31,22.57,1.77
41,38.51,0.00,19.26,38.51,19.81,24.57,0.00,14.79,19.02,24.57,0.12
43,42.91,0.00,21.46,42.91,21.81,26.57,0.00,16.13,20.74,26.57,0.00
45,42.80,0.00,21.40,42.80,23.81,28.57,0.00,17.46,22.45,28.57,1.02
47,42.80,0.00,21.40,42.80,25.81,30.57,0.00,18.79,24.16,30.57,3.53
49,42.80,0.00,21.40,42.80,27.81,30.92,0.00,19.58,25.17,30.92,19.06
51,42.70,0.00,21.35,42.70,29.81,26.51,0.00,18.77,24.14,29.81,27.79
53,8.34,0.00,4.17,8.34,10.22,28.51,0.00,12.91,16.60,28.51,37.12
55,0.00,0.00,0.00,0.00,12.22,16.20,0.00,9.47,12.18,16.20,35.43
57,3.48,0.00,1.74,3.48,14.22,18.20,0.00,10.81,13.89,18.20,30.55
59,10.09,0.00,5.05,10.09,16.22,20.20,0.00,12.14,15.61,20.20,31.23
61,11.31,0.00,5.65,11.31,18.22,22.20,0.00,13.47,17.32,22.20,26.07
63,11.31,0.00,5.65,11.31,20.22,24.20,0.00,14.81,19.04,24.20,25.49
65,14.98,0.00,7.49,14.98,22.22,26.20,0.00,16.14,20.75,26.20,21.82
67,19.16,0.00,9.58,19.16,24.22,28.20,0.00,17.47,22.47,28.20,24.86
69,24.87,0.00,12.43,24.87,26.22,30.20,0.00,18.81,24.18,30.20,21.05
71,24.74,0.00,12.37,24.74,28.22,32.20,0.00,20.14,25.89,32.20,20.49
73,25.40,0.00,12.70,25.40,30.22,34.20,0.00,21.47,27.61,34.20,19.85
75,31.40,0.00,15.70,31.40,32.22,36.20,0.00,22.81,29.32,36.20,22.94
77,37.09,0.00,18.54,37.09,34.22,38.20,0.00,24.14,31.04,38.20,20.06
79,37.98,0.00,18.99,37.98,36.22,40.20,0.00,25.47,32.75,40.20,17.95
81,43.29,0.00,21.65,43.29,38.22,42.20,0.00,26.81,34.47,42.20,13.41
83,43.15,0.00,21.58,43.15,40.22,44.20,0.00,28.14,36.18,44.20,6.93
85,49.37,0.00,24.69,49.37,42.22,46.20,0.00,29.47,37.89,46.20,10.52
87,49.77,0.00,24.89,49.77,44.22,48.20,0.00,30.81,39.61,48.20,11.55
89,50.80,0.00,25.40,50.80,46.22,50.20,0.94,32.45,41.46,50.20,12.81
91,56.04,0.00,28.02,56.04,48.22,16.94,2.94,22.70,28.35,48.22,15.96
93,55.93,2.48,29.20,55.93,30.18,18.94,4.94,18.02,21.76,30.18,19.14
95,55.93,11.14,33.53,55.93,28.06,20.94,6.94,18.65,21.99,28.06,20.47
97,52.84,11.53,32.18,52.84,23.35,22.94,8.94,18.41,21.12,23.35,23.07
99,0.00,11.53,5.76,11.53,16.43,24.94,10.94,17.44,19.30,24.94,24.28
101,0.00,11.53,5.76,11.53,18.43,21.95,12.94,17.78,19.16,21.95,22.76
103,0.28,11.53,5.90,11.53,20.43,13.85,14.94,16.41,16.83,20.43,15.78
105,10.29,7.82,9.05,10.29,22.43,15.85,16.94,18.41,18.83,22.43,9.35
107,19.96,0.00,9.98,19.96,24.43,17.85,18.36,20.21,20.74,24.43,13.98
109,24.53,0.00,12.27,24.53,26.43,19.85,1.21,15.83,20.01,26.43,11.45
111,24.46,0.00,12.23,24.46,28.43,21.85,3.21,17.83,22.01,28.43,12.57
113,24.46,0.00,12.23,24.46,30.43,23.85,0.00,18.09,23.26,30.43,12.44
115,24.46,0.00,12.23,24.46,32.43,25.85,0.00,19.43,24.98,32.43,10.48
117,24.46,0.00,12.23,24.46,34.43,27.85,0.00,20.76,26.69,34.43,5.91
119,24.46,0.00,12.23,24.46,36.43,29.85,0.00,22.09,28.41,36.43,2.01
121,25.49,0.00,12.75,25.49,38.43,31.85,0.00,23.43,30.12,38.43,0.16
123,30.76,0.00,15.38,30.76,40.43,33.85,0.00,24.76,31.83,40.43,0.00
125,30.63,0.00,15.31,30.63,42.43,35.85,0.00,26.09,33.55,42.43,1.03
127,30.63,0.00,15.31,30.63,5.65,37.85,0.00,14.50,18.64,37.85,12.66
129,30.61,0.00,15.30,30.61,7.65,39.85,0.00,15.83,20.36,39.85,14.19
131,30.09,0.00,15.05,30.09,9.65,41.85,0.00,17.17,22.07,41.85,15.28
133,28.45,0.00,14.22,28.45,11.65,43.85,0.00,18.50,23.79,43.85,16.58
135,25.96,0.00,12.98,25.96,13.65,45.85,0.00,19.83,25.50,45.85,27.24
137,23.74,0.00,11.87,23.74,15.65,39.42,0.00,18.36,23.60,39.42,31.79
139,4.44,0.00,2.22,4.44,17.65,35.18,0.00,17.61,22.64,35.18,33.96
141,0.00,0.00,0.00,0.00,19.65,2.80,0.00,7.48,9.62,19.65,38.49
143,0.00,0.00,0.00,0.00,0.00,4.80,0.00,1.60,2.06,4.80,55.24
145,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.95
147,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.22
149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.60
151,0.00,0.00,0.00,0.00,1.68,0.00,0.00,0.56,0.72,1.68,38.61
153,3.12,0.00,1.56,3.12,3.68,0.00,0.00,1.23,1.58,3.68,31.31
155,4.81,0.00,2.40,4.81,5.68,0.00,0.00,1.89,2.43,5.68,34.93
157,4.79,0.00,2.40,4.79,7.68,0.00,0.00,2.56,3.29,7.68,31.34
159,11.27,0.00,5.64,11.27,9.68,0.00,0.00,3.23,4.15,9.68,32.49
161,11.68,0.00,5.84,11.68,11.68,0.00,0.00,3.89,5.00,11.68,32.30
163,11.68,0.00,5.84,11.68,13.68,0.00,0.00,4.56,5.86,13.68,27.74
165,15.77,0.00,7.89,15.77,15.68,0.00,0.00,5.23,6.72,15.68,27.27
167,18.70,0.00,9.35,18.70,17.68,0.20,0.00,5.96,7.66,17.68,22.90
169,25.45,0.00,12.73,25.45,19.68,2.20,0.00,7.29,9.37,19.68,21.44
171,25.19,0.00,12.59,25.19,21.68,4.20,0.00,8.62,11.09,21.68,25.20
173,31.30,0.00,15.65,31.30,23.68,6.20,0.00,9.96,12.80,23.68,27.12
175,35.24,0.00,17.62,35.24,17.73,8.20,0.00,8.64,11.11,17.73,26.93
177,37.43,0.00,18.72,37.43,19.73,10.20,0.00,9.98,12.83,19.73,27.32
179,41.32,0.00,20.66,41.32,14.98,12.20,0.00,9.06,11.65,14.98,23.96
181,40.71,0.00,20.36,40.71,7.67,14.20,0.00,7.29,9.37,14.20,18.12
183,15.39,0.00,7.69,15.39,9.67,16.20,0.00,8.62,11.09,16.20,17.96
185,0.00,0.00,0.00,0.00,11.67,10.66,0.00,7.44,9.57,11.67,23.14
187,0.00,0.00,0.00,0.00,8.36,12.66,0.00,7.01,9.01,12.66,28.32
189,0.00,0.00,0.00,0.00,4.49,5.30,0.00,3.26,4.20,5.30,34.50
191,0.00,0.00,0.00,0.00,6.49,7.30,0.00,4.60,5.91,7.30,41.28
193,0.00,0.00,0.00,0.00,0.00,9.30,0.00,3.10,3.99,9.30,49.66
195,0.00,0.00,0.00,0.00,0.00,9.84,0.00,3.28,4.22,9.84,54.36
197,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.01,0.02,0.04,53.94
199,0.00,0.00,0.00,0.00,2.04,1.23,0.00,1.09,1.40,2.04,49.81
201,0.00,0.00,0.00,0.00,4.04,3.23,0.00,2.42,3.11,4.04,53.42
203,0.00,0.00,0.00,0.00,0.00,5.23,0.00,1.74,2.24,5.23,50.22
205,0.00,0.00,0.00,0.00,0.00,2.26,0.00,0.75,0.97,2.26,36.90
207,0.00,0.00,0.00,0.00,0.45,1.60,0.00,0.68,0.88,1.60,32.35
209,9.65,0.00,4.83,9.65,2.45,3.60,0.00,2.02,2.59,3.60,27.71
211,20.69,0.00,10.35,20.69,4.45,5.60,1.79,3.95,4.56,5.60,24.23
213,22.92,0.00,11.46,22.92,6.45,7.60,0.00,4.68,6.02,7.60,28.28
215,22.90,0.00,11.45,22.90,8.45,9.60,0.00,6.02,7.73,9.60,28.18
217,22.90,0.00,11.45,22.90,10.45,11.60,0.00,7.35,9.45,11.60,23.06
219,30.07,0.00,15.04,30.07,12.45,13.60,0.00,8.68,11.16,13.60,17.16
221,36.40,0.00,18.20,36.40,14.45,15.60,0.00,10.02,12.88,15.60,10.57
223,42.09,0.00,21.05,42.09,16.45,17.60,0.00,11.35,14.59,17.60,8.38
225,45.56,0.00,22.78,45.56,18.45,19.60,0.00,12.68,16.31,19.60,7.20
227,57.26,0.00,28.63,57.26,20.45,21.60,0.00,14.02,18.02,21.60,7.05
229,60.85,0.00,30.43,60.85,18.18,23.60,0.00,13.92,17.90,23.60,5.68
231,60.79,0.00,30.40,60.79,20.18,25.60,0.00,15.26,19.62,25.60,3.99
233,60.79,0.00,30.40,60.79,22.18,27.60,0.00,16.59,21.33,27.60,2.68
235,62.83,0.00,31.42,62.83,24.18,29.60,0.00,17.92,23.05,29.60,4.16
237,66.83,0.00,33.41,66.83,26.18,29.81,0.00,18.66,23.99,29.81,9.12
239,66.52,0.00,33.26,66.52,28.18,20.94,0.00,16.37,21.05,28.18,16.49
241,64.58,0.00,32.29,64.58,23.17,22.94,0.00,15.37,19.76,23.17,19.69
243,63.27,0.00,31.64,63.27,20.57,24.94,0.00,15.17,19.51,24.94,22.83
245,34.17,0.00,17.09,34.17,22.57,18.21,0.00,13.60,17.48,22.57,27.72
247,0.00,0.00,0.00,0.00,21.29,20.21,0.00,13.84,17.79,21.29,28.93
249,0.00,0.00,0.00,0.00,22.04,22.21,0.00,14.75,18.97,22.21,30.73
251,0.00,0.00,0.00,0.00,13.18,24.21,0.00,12.46,16.02,24.21,27.71
253,0.00,0.00,0.00,0.00,15.18,0.00,0.00,5.06,6.50,15.18,37.85
255,0.00,0.00,0.00,0.00,4.96,0.00,0.00,1.65,2.13,4.96,33.29
257,0.28,0.00,0.14,0.28,6.96,0.00,0.00,2.32,2.98,6.96,30.13
259,4.96,0.00,2.48,4.96,8.96,0.00,0.00,2.99,3.84,8.96,30.49
261,4.80,0.00,2.40,4.80,10.96,0.00,0.00,3.65,4.70,10.96,30.51
263,4.80,0.00,2.40,4.80,12.96,0.00,0.00,4.32,5.56,12.96,24.34
265,4.80,0.00,2.40,4.80,14.96,0.00,0.00,4.99,6.41,14.96,24.79
267,4.80,0.00,2.40,4.80,16.96,0.00,0.00,5.65,7.27,16.96,22.78
269,4.80,1.28,3.04,4.80,18.96,0.00,1.88,6.95,8.40,18.96,20.19
271,4.80,4.56,4.68,4.80,20.96,0.00,3.88,8.28,9.54,20.96,19.97
273,4.80,4.47,4.63,4.80,22.96,0.00,5.88,9.62,10.68,22.96,19.97
275,4.80,4.47,4.63,4.80,24.96,0.00,7.88,10.95,11.83,24.96,24.11
277,4.80,4.47,4.63,4.80,26.96,0.00,9.88,12.28,12.97,26.96,20.39
279,4.80,4.47,4.63,4.80,28.96,0.00,11.88,13.62,14.11,28.96,16.12
281,7.90,4.47,6.18,7.90,30.96,1.57,13.88,15.47,15.93,30.96,14.73
283,11.26,4.47,7.86,11.26,32.96,3.57,15.88,17.47,17.93,32.96,26.38
285,10.43,4.47,7.45,10.43,0.00,5.57,17.88,7.82,4.94,17.88,27.42
287,6.64,4.47,5.56,6.64,0.00,7.57,19.88,9.15,6.08,19.88,27.41
289,5.22,4.47,4.85,5.22,0.00,9.57,21.88,10.48,7.23,21.88,29.97
291,10.48,4.47,7.47,10.48,0.00,11.57,23.88,11.82,8.37,23.88,36.98
293,9.68,4.47,7.08,9.68,0.00,13.57,25.88,13.15,9.51,25.88,38.60
295,0.00,4.47,2.24,4.47,0.00,6.91,27.88,11.60,6.94,27.88,43.42
297,0.00,4.47,2.24,4.47,0.00,2.09,29.88,10.66,5.16,29.88,45.82
299,0.00,4.47,2.24,4.47,0.00,0.00,31.88,10.63,4.55,31.88,45.09
301,0.00,4.47,2.24,4.47,0.00,1.45,33.88,11.78,5.46,33.88,41.15
303,0.00,4.47,2.24,4.47,0.00,0.00,35.88,11.96,5.13,35.88,36.87
305,0.00,8.76,4.38,8.76,0.00,0.00,37.88,12.63,5.41,37.88,31.73
307,0.00,10.72,5.36,10.72,1.25,0.58,39.88,13.90,6.48,39.88,21.48
309,4.19,11.43,7.81,11.43,0.00,2.58,41.88,14.82,7.09,41.88,18.68
311,5.01,17.04,11.03,17.04,0.00,4.58,43.88,16.15,8.23,43.88,17.61
313,5.01,8.00,6.50,8.00,0.00,6.58,10.06,5.55,4.26,10.06,20.08
315,5.01,0.00,2.51,5.01,0.00,8.58,7.39,5.32,4.73,8.58,13.09
317,5.01,0.84,2.92,5.01,0.00,10.58,3.35,4.64,5.01,10.58,2.70
319,5.01,7.42,6.22,7.42,0.00,12.58,5.35,5.98,6.15,12.58,11.26
321,5.01,11.37,8.19,11.37,0.00,14.58,7.35,7.31,7.30,14.58,13.72
323,5.01,11.33,8.17,11.33,0.00,16.58,9.35,8.64,8.44,16.58,28.40
325,5.01,11.33,8.17,11.33,0.00,18.58,11.35,9.98,9.58,18.58,30.25
327,5.01,11.33,8.17,11.33,0.00,20.58,13.35,11.31,10.73,20.58,29.84
329,5.01,11.33,8.17,11.33,0.00,22.58,15.35,12.64,11.87,22.58,26.32
331,5.01,11.33,8.17,11.33,0.00,24.58,17.35,13.98,13.01,24.58,21.77
333,5.01,11.33,8.17,11.33,0.00,26.58,19.35,15.31,14.15,26.58,17.89
335,9.77,11.33,10.55,11.33,0.00,28.58,21.35,16.64,15.30,28.58,13.08
337,12.30,11.33,11.81,12.30,0.00,30.58,23.35,17.98,16.44,30.58,19.65
339,22.41,11.33,16.87,22.41,0.78,32.58,25.35,19.57,17.92,32.58,20.09
341,23.95,11.33,17.64,23.95,2.78,34.58,27.35,21.57,19.92,34.58,22.16
343,23.94,11.33,17.63,23.94,4.78,36.58,29.35,23.57,21.92,36.58,20.03
345,23.94,11.33,17.63,23.94,6.78,38.58,31.35,25.57,23.92,38.58,17.41
347,24.92,11.33,18.13,24.92,8.78,40.58,33.35,27.57,25.92,40.58,13.91
349,29.85,11.33,20.59,29.85,10.78,42.58,35.35,29.57,27.92,42.58,13.42
351,29.68,15.62,22.65,29.68,12.78,19.28,37.35,23.13,19.07,37.35,19.36
353,10.15,21.70,15.93,21.70,14.78,16.95,39.35,23.69,19.22,39.35,24.60
355,0.00,24.25,12.13,24.25,16.78,8.12,41.35,22.08,16.58,41.35,28.12
357,0.00,24.24,12.12,24.24,1.82,10.12,43.35,18.43,11.31,43.35,30.97
359,0.00,24.24,12.12,24.24,3.82,0.00,45.35,16.39,8.11,45.35,28.09
361,0.00,24.24,12.12,24.24,0.00,0.00,47.35,15.78,6.76,47.35,26.57
363,0.00,24.24,12.12,24.24,0.00,0.00,49.35,16.45,7.05,49.35,27.62
365,0.00,33.08,16.54,33.08,1.56,0.00,47.93,16.49,7.51,47.93,25.66
367,0.00,36.58,18.29,36.58,3.56,0.00,16.97,6.84,3.95,16.97,15.48
369,0.53,33.71,17.12,33.71,5.56,1.32,16.33,7.74,5.28,16.33,6.95
371,10.34,11.71,11.02,11.71,7.56,3.32,18.33,9.74,7.28,18.33,2.48
373,15.50,12.79,14.15,15.50,9.56,5.32,20.33,11.74,9.28,20.33,7.52
375,17.37,17.86,17.62,17.86,11.56,7.32,22.33,13.74,11.28,22.33,19.32
377,17.37,17.72,17.55,17.72,13.56,9.32,24.33,15.74,13.28,24.33,22.80
379,17.37,17.72,17.55,17.72,15.56,11.32,26.33,17.74,15.28,26.33,22.61
