time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,51.60,1
5,0.00,0.00,0.00,0.00,54.75,1
7,0.00,0.00,0.00,0.00,59.20,1
9,0.00,0.00,0.00,0.00,59.97,2
11,0.00,0.00,0.00,0.00,53.55,2
13,0.00,0.00,0.00,0.00,53.58,2
15,0.00,0.00,0.00,0.00,52.60,2
17,0.00,0.00,0.11,0.70,53.28,7
19,0.00,0.00,0.02,0.43,52.44,7
21,0.00,0.00,0.16,1.09,53.42,7
23,0.00,0.00,0.00,0.00,48.19,7
25,0.00,0.00,0.00,0.00,51.06,7
27,0.00,0.00,0.27,1.79,54.90,7
29,0.00,0.00,0.00,0.00,51.77,5
31,0.00,0.00,0.37,1.89,41.91,5
33,0.47,1.62,0.97,3.89,32.54,5
35,0.58,1.46,1.58,5.89,27.20,5
37,0.55,2.19,2.28,7.89,16.52,4
39,1.43,5.74,3.21,9.89,7.68,4
41,1.42,5.68,3.83,11.89,0.00,4
43,1.42,5.68,2.67,13.89,32.24,4
45,1.42,5.68,2.90,15.89,39.45,7
47,1.42,5.68,3.30,17.89,42.37,7
49,1.40,5.59,3.70,19.89,58.77,7
51,0.12,0.48,0.81,16.25,55.66,7
53,0.00,0.00,0.00,0.00,52.15,7
55,0.00,0.00,0.07,0.48,50.43,2
57,0.00,0.00,0.68,2.48,44.69,2
59,0.78,2.01,0.88,3.94,45.35,2
61,1.10,4.40,1.58,5.94,46.54,2
63,0.00,0.00,1.51,7.94,40.81,1
65,1.63,6.52,1.86,9.94,32.30,1
67,3.55,14.21,2.39,11.94,29.47,1
69,4.52,16.82,3.11,13.94,23.97,1
71,4.49,16.77,2.06,8.18,23.97,3
73,1.42,4.81,2.51,10.18,25.34,3
75,2.52,5.24,2.79,11.17,30.43,3
77,4.06,11.15,3.79,13.17,39.73,3
79,2.01,8.04,3.27,15.17,47.94,1
81,0.00,0.00,3.63,17.17,45.93,1
83,0.89,3.55,3.02,19.17,42.33,1
85,2.41,9.62,3.42,21.17,44.10,1
87,2.04,6.85,0.48,6.94,45.52,4
89,1.16,4.65,0.75,8.94,42.00,4
91,1.14,4.56,0.70,4.90,39.19,4
93,1.06,4.26,0.80,6.90,42.46,4
95,1.09,4.38,0.70,8.90,39.62,6
97,2.30,4.87,0.70,4.93,39.38,6
99,2.49,5.10,1.23,6.93,38.93,6
101,2.86,5.10,1.71,8.93,46.91,6
103,1.33,5.10,2.22,10.93,48.93,8
105,1.28,5.10,2.06,10.64,43.66,8
107,1.28,5.10,2.54,12.64,37.76,8
109,1.46,5.10,3.24,14.64,37.73,8
111,1.28,5.10,1.14,16.64,32.50,3
113,1.55,5.10,1.64,18.64,36.86,3
115,3.79,10.07,2.24,20.64,38.53,3
117,4.42,10.98,2.94,22.64,50.32,3
119,2.15,8.38,3.20,24.64,52.30,4
121,0.68,2.73,2.96,8.49,45.32,4
123,1.81,5.04,2.68,10.49,34.17,4
125,1.06,4.24,3.61,12.49,23.56,4
127,1.18,2.99,1.45,6.57,16.91,3
129,4.78,10.95,2.43,8.57,18.16,3
131,8.75,22.41,2.19,10.57,17.58,3
133,9.79,23.95,2.79,12.57,34.62,3
135,8.57,23.94,1.21,10.58,40.09,3
137,5.86,23.44,1.08,11.45,41.30,8
139,5.52,22.07,0.67,13.45,38.43,8
141,4.89,19.55,0.77,15.45,40.72,8
143,4.54,18.16,0.95,17.45,36.35,8
145,1.73,6.93,0.87,17.40,34.97,8
147,1.03,4.11,1.20,18.28,35.23,1
149,2.69,5.80,1.16,6.71,35.48,1
151,5.20,10.36,1.42,5.57,34.10,1
153,5.31,10.23,2.07,7.57,34.38,1
155,4.84,8.33,2.77,9.57,35.50,1
157,4.29,5.51,3.08,11.57,35.37,1
159,5.42,5.51,2.07,13.57,34.61,1
161,5.38,5.51,2.43,15.57,29.73,4
163,6.73,8.93,3.02,17.57,29.22,4
165,9.76,11.71,3.72,19.57,33.53,4
167,8.10,11.63,4.25,21.57,34.36,4
169,5.79,11.63,2.89,21.53,32.38,3
171,6.33,11.63,3.13,23.53,29.38,3
173,8.51,11.63,3.73,25.53,30.20,3
175,8.42,16.97,3.98,27.53,31.02,3
177,4.83,12.16,3.63,18.25,28.50,3
179,3.29,13.14,2.31,10.56,26.56,3
181,5.50,21.99,2.84,12.56,23.15,1
183,6.84,24.32,3.95,14.56,22.42,1
185,6.54,24.30,5.11,16.56,32.23,1
187,7.29,24.30,4.75,18.56,31.15,1
189,7.58,23.98,5.13,14.98,38.51,1
191,2.83,10.19,4.98,15.28,39.74,1
193,2.54,10.18,5.21,17.28,39.58,1
195,2.54,10.18,4.30,19.28,36.11,1
197,2.54,10.18,4.74,21.28,34.19,1
199,4.57,10.18,4.65,23.28,28.27,1
201,6.59,15.18,5.57,25.28,27.05,4
203,7.03,16.98,6.25,27.28,26.85,4
205,7.62,16.98,6.85,29.28,34.68,4
207,7.21,16.98,7.93,31.28,40.73,4
209,5.32,16.98,6.38,33.28,40.71,2
211,5.32,16.98,6.46,35.28,38.44,2
213,6.31,16.98,7.16,37.28,40.47,2
215,8.02,21.09,6.38,28.84,39.70,2
217,8.41,22.65,7.22,30.84,38.41,2
219,3.81,5.65,3.59,21.30,35.62,2
221,4.56,11.87,3.63,17.06,30.03,1
223,7.17,17.08,4.01,19.06,22.49,1
225,8.01,18.74,5.33,21.06,21.44,1
227,12.61,23.66,6.69,23.06,20.97,1
229,12.98,24.34,6.34,25.06,21.54,1
231,4.28,10.28,6.93,27.06,15.52,3
233,4.47,10.27,7.53,29.06,8.06,3
235,8.84,11.35,6.23,31.06,11.99,3
237,9.01,11.20,7.23,33.06,24.58,3
239,6.47,11.06,4.19,35.06,35.24,4
241,2.77,11.06,3.20,18.37,39.33,4
243,2.77,11.06,1.77,20.37,41.03,4
245,3.23,11.06,2.27,22.37,48.15,4
247,2.00,8.02,2.77,24.37,51.61,4
249,1.35,5.41,1.65,17.36,46.08,2
251,1.35,5.41,0.97,19.36,40.37,2
253,2.13,8.52,1.43,21.36,38.35,2
255,5.65,21.03,2.23,23.36,32.16,2
257,8.05,24.45,1.39,5.75,29.46,3
259,3.63,5.79,1.99,5.75,29.16,3
261,4.04,10.49,2.76,7.37,34.12,3
263,2.84,10.88,2.88,9.37,32.89,3
265,3.26,13.03,2.21,11.37,29.47,1
267,5.08,20.33,2.74,13.37,29.40,1
269,6.49,23.28,3.54,15.37,31.67,1
271,7.20,23.24,2.10,17.37,32.25,1
273,6.54,20.61,2.71,15.18,32.45,2
275,4.68,15.87,3.20,10.19,29.55,2
277,7.35,24.14,2.27,11.50,33.42,2
279,8.93,30.47,3.10,13.50,34.05,2
281,8.82,30.02,2.99,15.06,30.27,2
283,1.38,5.25,3.49,17.06,29.76,1
285,2.83,7.40,4.26,19.06,30.96,1
287,7.40,18.15,3.62,21.06,33.72,1
289,8.18,22.27,4.72,23.06,39.95,1
291,7.32,22.23,4.77,25.06,42.64,1
293,8.66,18.60,4.62,20.30,39.67,1
295,3.95,10.54,3.79,22.30,35.69,1
297,4.56,10.54,4.42,24.30,34.08,3
299,8.34,11.94,3.91,26.30,28.12,3
301,11.69,16.91,4.32,28.30,26.43,3
303,9.52,16.62,5.98,30.30,26.72,3
305,5.97,12.45,6.17,14.41,24.43,6
307,7.08,12.45,4.44,12.16,24.09,6
309,8.88,12.45,5.47,14.16,22.69,6
311,10.12,11.60,7.07,16.16,26.15,6
313,7.08,16.96,7.43,16.81,30.11,2
315,7.27,17.70,7.01,16.83,28.64,2
317,8.31,18.46,6.73,18.83,32.85,2
319,10.32,24.66,6.84,20.83,31.93,2
321,9.59,21.75,6.67,20.34,31.11,1
323,5.60,17.15,6.48,22.34,27.62,1
325,7.18,22.51,6.63,24.34,28.62,1
327,8.63,23.70,4.52,20.39,28.71,1
329,7.94,21.07,5.51,22.39,29.22,1
331,2.67,5.44,5.66,16.19,31.49,1
333,3.74,5.44,5.97,18.19,35.52,3
335,5.31,10.57,5.10,20.19,33.44,3
337,6.00,13.65,5.88,22.19,38.34,3
339,5.45,16.35,3.63,24.19,40.11,3
341,5.66,10.47,3.12,16.63,36.06,4
343,5.96,12.30,3.56,18.63,32.68,4
345,6.06,12.30,2.71,20.63,36.16,4
347,7.28,18.85,2.27,22.63,36.13,4
349,2.46,9.84,2.02,11.19,33.87,4
351,0.36,1.44,1.22,6.63,28.47,2
353,4.68,9.75,2.23,6.21,24.19,2
355,6.72,11.80,3.16,8.21,26.64,2
357,6.85,11.78,4.42,10.21,28.84,2
359,6.00,11.78,4.89,12.21,28.97,1
361,4.89,14.49,5.61,14.21,28.68,1
363,7.39,24.52,4.60,16.21,27.99,1
365,7.33,24.26,5.50,18.21,30.28,1
367,7.33,24.26,4.94,20.21,30.13,5
369,6.94,22.72,4.56,20.68,27.71,5
371,2.51,5.05,4.08,21.95,22.81,5
373,4.67,8.72,5.02,23.95,23.83,5
375,3.33,8.26,3.59,25.95,28.38,4
377,2.60,5.35,3.76,27.95,31.37,4
379,2.60,5.33,3.69,29.95,36.12,4
381,2.57,5.24,4.56,31.95,45.55,4
383,3.31,13.23,2.64,33.95,45.34,3
385,4.26,17.04,1.97,35.95,43.99,3
387,4.49,17.00,2.37,37.95,44.15,3
389,4.25,17.00,2.11,39.95,42.81,3
391,4.45,13.23,2.50,41.95,41.01,1
393,1.85,7.41,1.80,15.10,31.78,1
395,3.31,11.15,1.56,7.80,23.35,1
397,4.64,11.09,2.61,9.80,19.81,1
399,5.77,11.58,2.74,11.80,17.37,6
401,4.13,11.45,3.13,9.03,18.47,6
403,4.39,11.45,2.85,10.41,20.19,6
405,6.96,11.45,3.11,12.41,22.09,6
407,7.79,16.72,3.91,14.41,28.77,1
409,5.43,16.67,4.04,13.98,32.97,1
411,6.82,22.20,3.77,14.88,36.94,1
413,7.08,23.27,4.37,16.88,36.64,1
415,7.08,23.27,5.21,18.88,37.07,1
417,6.43,20.66,4.97,20.88,34.47,6
419,2.35,5.06,5.40,22.88,36.26,6
421,3.62,9.42,4.22,24.88,30.05,6
423,4.91,14.58,3.04,26.88,32.85,6
425,3.29,8.11,4.29,28.88,32.67,7
427,2.78,11.12,4.01,30.88,28.54,7
429,2.78,10.92,3.69,32.88,37.16,7
431,2.48,8.94,2.82,34.88,43.78,7
433,1.29,5.16,1.88,9.95,44.69,7
435,1.30,5.19,2.43,7.45,44.04,5
437,1.61,6.43,3.05,9.45,39.97,5
439,2.69,10.76,3.49,11.45,33.05,5
441,3.17,10.63,4.66,13.45,36.83,5
443,1.92,7.68,3.76,14.62,40.97,6
445,2.29,9.15,4.02,9.54,40.92,6
447,2.62,9.36,3.66,11.54,43.84,6
449,2.34,9.36,4.50,13.54,39.46,6
451,2.51,6.26,2.55,9.96,39.16,7
453,1.67,6.67,3.59,11.96,36.84,7
455,2.91,11.66,3.91,11.48,39.11,7
457,5.09,11.64,4.54,13.48,38.51,7
459,6.48,16.53,3.46,15.48,38.92,8
461,4.85,9.99,4.58,17.48,37.81,8
463,3.26,9.40,5.12,19.48,34.95,8
465,3.41,9.40,5.46,21.48,34.05,8
467,3.62,8.19,4.24,11.73,34.00,1
469,3.84,10.42,5.22,13.73,33.15,1
471,6.33,17.57,4.09,13.33,34.85,1
473,7.03,17.63,5.19,15.33,34.04,1
475,8.43,17.62,4.37,10.72,34.11,7
477,5.93,10.56,5.77,12.72,28.60,7
479,4.09,10.56,6.53,13.21,23.21,7
481,5.86,10.56,7.43,15.21,32.61,7
483,6.46,11.73,7.91,15.94,35.67,4
485,5.74,11.67,7.88,16.39,38.86,4
487,7.00,11.67,9.61,18.39,39.79,4
489,6.92,11.67,10.80,20.39,41.62,4
491,6.11,11.09,12.30,22.39,38.78,2
493,4.00,11.09,11.81,21.93,28.80,2
495,4.91,11.09,,,20.97,2
497,9.55,15.14,,,19.83,2
499,12.55,21.55,,,23.12,7
501,10.36,23.95,,,23.69,7
