time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,60.00,4,
5,0.00,0.00,0.00,0.00,60.00,4,
7,0.00,0.00,0.00,0.00,60.00,4,
9,0.00,0.00,0.00,0.00,60.00,4,1.00
11,0.00,0.00,0.00,0.00,60.00,4,
13,0.00,0.00,0.00,0.00,60.00,4,
15,0.00,0.00,0.00,0.00,60.00,4,
17,0.00,0.00,0.00,0.00,60.00,4,
19,0.00,0.00,0.00,0.00,60.00,4,1.00
21,0.00,0.00,0.00,0.00,60.00,4,
23,0.00,0.00,0.00,0.00,60.10,4,
25,0.00,0.00,0.00,0.00,60.85,4,
27,0.00,0.00,0.00,0.00,56.63,4,
29,0.00,0.00,0.00,0.00,44.06,4,4.00
31,0.00,0.00,0.00,0.00,31.50,4,
33,0.00,0.00,0.00,0.00,60.00,4,
35,0.00,0.00,0.02,0.27,60.00,4,
37,0.00,0.00,0.00,0.00,60.00,4,
39,0.00,0.00,0.00,0.00,43.28,4,4.00
41,0.00,0.00,0.00,0.00,53.87,4,
43,0.00,0.00,0.00,0.00,57.46,4,
45,0.00,0.00,0.00,0.00,46.47,4,
47,0.00,0.00,0.00,0.00,47.28,4,
49,0.00,0.00,0.00,0.00,40.77,4,4.00
51,0.00,0.00,0.00,0.00,52.48,4,
53,0.00,0.00,0.05,0.65,56.45,2,
55,0.00,0.00,0.00,0.00,48.40,2,
57,0.00,0.00,0.00,0.00,42.29,2,
59,0.46,1.83,0.09,0.71,33.60,2,2.52
61,1.38,5.52,0.23,2.71,31.66,2,
63,1.83,5.44,0.42,4.71,32.22,3,
65,2.77,5.71,0.71,6.71,36.01,3,
67,1.47,5.64,1.05,8.71,37.13,3,
69,1.41,5.64,0.52,5.86,40.74,3,3.39
71,1.41,5.64,0.69,7.86,44.53,3,
73,1.41,5.64,1.01,9.86,42.14,2,
75,1.41,5.64,0.99,11.86,37.45,2,
77,1.41,5.64,1.25,13.86,31.73,2,
79,1.85,5.64,1.68,15.86,30.05,2,2.01
81,2.76,5.64,2.30,17.86,30.17,2,
83,3.02,6.76,2.91,19.86,29.66,3,
85,5.26,15.71,3.58,21.86,30.47,3,
87,6.08,19.00,4.39,23.86,27.54,3,
89,6.08,18.97,3.92,25.86,27.09,3,1.58
91,7.49,18.97,4.37,27.86,25.38,3,
93,7.77,18.97,5.20,29.86,21.78,1,
95,7.77,18.97,5.88,31.86,22.85,1,
97,7.76,18.96,6.88,33.86,21.10,1,
99,5.74,12.09,4.40,21.48,23.26,1,1.85
101,4.32,12.09,4.97,23.48,25.05,1,
103,6.42,20.72,3.96,25.48,25.58,3,
105,7.49,25.11,4.34,27.48,27.22,3,
107,6.27,25.08,4.90,29.48,24.76,3,
109,6.27,25.08,4.32,31.48,22.97,3,1.78
111,6.27,25.08,4.56,33.48,21.24,3,
113,6.27,25.08,5.02,35.48,18.87,4,
115,7.00,25.08,5.60,37.48,20.76,4,
117,7.49,25.08,6.57,39.48,20.02,4,
119,8.77,24.75,6.30,29.89,21.96,4,1.92
121,6.93,17.34,6.19,30.38,22.04,4,
123,7.89,17.34,6.90,32.38,20.58,2,
125,9.19,17.34,6.04,34.38,23.12,2,
127,10.36,17.23,7.03,36.38,20.88,2,
129,7.03,12.08,7.82,35.86,17.82,2,1.10
131,6.02,12.08,5.73,18.87,18.83,2,
133,7.50,15.78,5.12,20.87,20.08,3,
135,9.77,19.13,6.29,22.87,23.40,3,
137,10.39,19.06,7.46,24.87,26.80,3,
139,5.42,10.56,7.54,26.87,24.60,3,2.27
141,5.30,10.56,7.22,28.87,20.46,3,
143,6.32,14.65,6.11,30.87,19.60,1,
145,9.45,22.05,6.70,32.87,23.52,1,
147,9.54,27.47,7.37,34.87,26.22,1,
149,10.09,30.37,3.56,18.81,22.92,1,2.97
151,6.64,13.24,5.39,34.57,19.34,1,
153,3.59,9.97,3.98,20.88,17.28,4,
155,3.76,9.97,3.65,22.88,27.70,4,
157,3.02,6.62,3.03,24.88,33.43,4,
159,1.32,5.30,1.92,15.97,41.40,4,3.68
161,1.32,5.30,1.37,6.64,45.72,4,
163,1.32,5.30,0.72,8.64,44.49,3,
165,1.30,5.21,0.91,10.64,43.33,3,
167,0.19,0.45,1.37,12.64,37.79,3,
169,1.34,5.37,1.06,4.30,30.20,3,2.51
171,2.22,5.16,1.37,6.30,23.32,3,
173,2.78,5.80,1.65,8.30,20.39,4,
175,4.03,10.89,2.10,10.30,24.31,4,
177,3.26,11.84,2.74,12.30,28.33,4,
179,5.91,18.12,1.94,11.17,28.42,4,2.38
181,5.90,18.19,1.89,13.17,30.04,4,
183,5.90,18.19,2.39,15.17,28.74,2,
185,5.90,18.19,3.04,17.17,31.14,2,
187,5.95,18.11,3.93,19.17,32.83,2,
189,4.80,10.11,4.36,16.67,31.76,2,1.34
191,4.05,11.79,3.81,15.69,27.63,2,
193,4.95,11.78,3.42,17.69,23.83,1,
195,6.96,11.78,4.31,19.69,23.09,1,
197,8.66,21.28,5.25,21.69,22.72,1,
199,8.78,24.71,4.06,15.75,24.98,1,2.14
201,8.78,24.68,3.62,17.75,24.69,1,
203,8.78,24.68,4.24,19.75,22.46,4,
205,9.36,24.68,5.24,21.75,25.53,4,
207,12.32,31.73,5.90,23.75,24.28,4,
209,12.25,31.51,6.20,25.75,24.05,4,1.90
211,12.20,31.31,7.07,27.75,23.19,4,
213,10.44,20.70,7.75,29.75,21.00,3,
215,12.06,24.78,8.67,31.75,24.05,3,
217,12.11,24.72,9.84,33.75,25.89,3,
219,8.46,23.50,5.92,23.50,24.68,3,2.61
221,5.05,15.09,5.90,25.50,23.77,3,
223,4.44,12.65,6.53,27.50,21.86,4,
225,7.85,21.68,7.21,29.50,24.02,4,
227,7.99,25.99,8.39,31.50,23.23,4,
229,9.41,25.52,7.24,28.28,24.08,4,2.54
231,7.29,12.39,6.87,30.28,22.19,4,
233,7.28,12.39,7.63,32.28,21.03,2,
235,8.80,17.94,8.75,34.28,22.87,2,
237,9.22,18.22,10.03,36.28,23.63,2,
239,5.35,11.91,6.86,27.24,23.37,2,1.98
241,7.09,11.91,4.94,17.35,22.07,2,
243,7.12,11.91,5.32,19.35,22.19,4,
245,8.49,12.49,6.24,21.35,25.80,4,
247,7.89,18.05,7.24,23.35,24.84,4,
249,5.71,17.90,7.55,24.58,21.66,4,1.79
251,8.05,23.44,6.48,26.58,21.66,4,
253,10.20,30.34,7.40,28.58,22.72,1,
255,12.88,36.01,8.15,30.58,25.54,1,
257,13.20,36.37,9.11,32.58,24.82,1,
259,13.20,36.37,9.17,34.58,23.81,1,2.18
261,12.63,34.08,8.98,36.58,22.38,1,
263,6.94,12.93,8.38,38.58,17.99,3,
265,9.89,24.07,9.00,40.58,19.73,3,
267,12.04,24.45,10.03,42.58,20.32,3,
269,12.92,24.04,5.05,16.67,22.73,3,2.82
271,11.15,21.26,4.22,18.67,24.61,3,
273,7.51,17.97,4.85,20.67,25.53,2,
275,9.56,22.03,5.82,22.67,26.90,2,
277,9.70,23.83,7.03,24.67,24.36,2,
279,7.30,23.82,6.61,26.67,24.06,2,1.85
281,7.30,23.82,5.78,28.67,20.49,2,
283,8.98,30.18,6.62,30.67,16.67,4,
