time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,51.60,1
5,0.00,0.00,0.00,0.00,54.75,1
7,0.00,0.00,0.00,0.00,56.90,1
9,0.00,0.00,0.00,0.00,58.54,2
11,0.00,0.00,0.00,0.00,58.58,2
13,0.00,0.00,0.00,0.00,56.21,2
15,0.00,0.00,0.00,0.00,53.23,2
17,0.00,0.00,0.08,0.70,50.83,2
19,0.00,0.00,0.13,0.60,44.25,1
21,0.00,0.00,0.62,2.60,38.63,1
23,0.77,3.06,0.89,4.60,35.04,1
25,2.71,10.82,1.27,6.60,34.42,1
27,4.12,16.49,1.38,6.57,37.75,1
29,1.73,6.94,2.04,8.57,43.59,3
31,1.42,5.68,2.00,7.37,43.46,3
33,1.40,5.59,0.73,7.71,56.70,3
35,0.12,0.48,0.62,9.71,52.89,3
37,0.00,0.00,0.15,0.77,43.99,3
39,0.00,0.00,0.64,2.77,35.97,1
41,0.91,1.84,1.01,4.77,35.06,1
43,2.24,5.63,1.57,6.77,36.84,1
45,5.12,14.91,2.16,8.77,41.10,1
47,5.59,16.79,1.50,8.65,45.47,1
49,3.35,5.57,1.89,10.65,48.15,1
51,2.46,5.57,2.01,12.65,47.79,1
53,2.46,5.57,1.03,14.65,42.51,1
55,2.46,5.57,1.36,16.65,36.27,3
57,2.46,5.57,2.17,18.65,25.99,3
59,4.39,5.57,3.04,20.65,22.09,3
61,7.28,11.70,4.13,22.65,23.69,3
63,10.66,17.42,4.65,24.65,26.81,3
65,7.82,17.23,5.29,26.65,28.81,4
67,8.07,17.23,5.69,28.65,27.18,4
69,7.94,17.23,6.72,30.65,30.42,4
71,9.31,21.35,7.16,32.65,30.66,4
73,10.03,23.23,4.83,16.25,32.30,4
75,4.77,16.91,5.03,18.25,31.84,4
77,5.02,16.91,4.15,20.25,33.40,2
79,5.64,16.91,4.33,22.25,31.75,2
81,7.31,16.91,5.20,24.25,34.57,2
83,8.63,16.88,5.11,26.25,37.54,2
85,6.19,12.52,5.03,21.55,36.98,2
87,4.96,12.52,5.29,17.64,35.63,2
89,6.00,13.27,4.25,13.49,33.02,1
91,8.93,19.32,5.37,15.49,28.17,1
93,8.85,19.14,6.60,17.49,29.83,1
95,8.85,19.14,4.07,19.21,29.65,1
97,9.53,19.14,4.61,21.21,29.60,1
99,11.47,21.45,4.77,23.21,29.89,1
101,13.65,25.30,4.98,25.21,28.72,1
103,14.58,25.26,5.19,27.21,27.82,1
105,16.18,25.26,6.10,29.21,27.08,3
107,16.60,25.26,6.32,31.21,26.55,3
109,16.68,25.60,6.69,33.21,27.30,3
111,19.61,31.32,7.59,35.21,26.42,3
113,18.09,31.11,8.22,35.11,25.35,3
115,16.91,23.89,8.31,28.93,25.05,4
117,14.28,23.88,7.81,30.93,24.20,4
119,18.14,34.89,8.32,32.93,23.14,4
121,23.18,45.04,9.68,34.93,24.19,4
123,25.52,50.57,6.62,36.93,23.20,4
125,21.99,50.41,7.64,27.10,17.32,1
127,19.50,55.38,7.92,19.52,12.65,1
129,22.26,57.83,9.37,21.52,10.77,1
131,29.56,66.56,10.88,23.52,10.99,1
133,33.29,72.92,11.50,25.52,13.97,1
135,34.18,75.78,10.80,27.52,19.60,1
137,28.82,75.38,11.34,29.52,22.47,1
139,28.49,74.20,13.06,31.52,22.72,1
141,28.01,72.29,13.57,33.52,23.58,1
143,14.63,25.04,11.42,35.52,22.85,1
145,11.62,30.66,11.39,37.52,22.38,1
147,11.58,30.53,11.67,39.52,19.32,1
149,13.22,30.53,12.32,41.52,20.92,3
151,15.37,30.53,10.43,43.52,22.13,3
153,16.73,30.53,11.63,45.52,22.95,3
155,16.88,30.53,9.34,47.52,25.39,3
157,17.79,30.50,8.98,45.72,27.67,3
159,16.12,30.07,8.97,47.72,27.70,4
161,14.36,28.57,9.36,49.72,24.67,4
163,14.25,26.04,10.52,51.72,23.88,4
165,17.63,28.28,11.44,53.72,24.13,4
167,19.86,29.25,10.08,55.72,23.77,4
169,21.31,31.60,9.65,43.42,21.75,1
171,19.09,35.42,10.02,45.42,20.08,1
173,20.56,38.72,10.80,47.42,19.01,1
175,25.21,47.55,12.34,49.42,18.16,1
177,27.17,50.54,12.10,51.42,18.19,1
179,30.74,57.26,12.68,53.42,17.17,1
181,32.19,63.21,11.58,55.42,17.80,1
183,33.49,68.41,10.85,57.42,16.72,1
185,32.31,62.23,11.15,59.42,18.34,3
187,19.38,36.14,12.02,61.42,17.68,3
189,19.26,36.02,13.24,63.42,18.22,3
191,20.30,36.02,14.57,65.42,17.77,3
193,21.15,36.02,14.47,67.42,17.80,3
195,22.62,35.86,13.51,69.42,16.02,3
197,16.25,25.82,14.44,71.42,15.89,1
199,18.67,35.90,16.06,73.42,15.23,1
201,20.35,42.64,16.81,75.42,14.32,1
203,26.37,67.88,14.00,77.42,17.44,1
205,27.15,67.47,15.27,79.42,17.73,1
207,29.58,77.46,13.75,81.42,17.77,1
209,31.44,84.89,14.52,83.42,21.31,1
211,31.40,84.74,15.45,85.42,22.28,1
213,32.66,89.77,16.03,87.42,21.89,2
215,36.12,98.14,16.93,89.42,21.76,2
217,39.05,97.97,17.38,91.42,19.60,2
219,41.21,104.04,15.61,93.42,18.81,2
221,42.20,110.43,17.02,93.48,19.08,2
223,46.53,116.99,17.57,94.31,16.25,2
225,51.32,124.57,17.77,82.27,13.72,1
227,53.00,126.94,16.45,63.44,13.66,1
229,48.11,112.83,17.71,65.44,14.40,1
231,24.62,47.15,18.36,67.44,14.46,1
233,25.88,52.19,19.39,69.44,15.31,1
235,27.51,57.53,18.53,71.44,16.58,1
237,32.21,62.62,18.83,73.44,18.43,1
239,35.56,72.58,19.97,75.44,18.23,1
241,37.88,81.87,19.39,77.44,19.63,1
243,40.85,93.78,20.67,79.44,19.35,1
245,43.26,103.42,20.63,81.44,18.03,1
247,44.08,106.70,21.39,83.44,19.28,1
249,45.13,110.87,21.53,85.44,18.67,4
251,37.98,78.11,21.63,87.44,19.48,4
253,20.31,35.90,22.75,89.44,20.48,4
255,21.06,35.89,23.38,91.44,20.17,4
257,22.22,35.89,21.53,61.22,21.04,4
259,22.74,36.97,22.15,62.02,21.15,2
261,25.43,42.43,19.60,60.68,21.13,2
263,28.19,43.78,20.84,62.68,19.24,2
265,31.34,47.76,22.69,64.68,16.51,2
267,34.43,47.67,23.80,66.68,14.75,2
269,37.20,47.67,24.45,68.68,14.73,2
271,40.63,47.67,25.68,70.68,15.17,2
273,44.62,50.89,25.78,72.68,16.38,1
275,30.29,49.87,26.41,74.68,14.33,1
277,21.69,49.87,24.87,76.68,11.99,1
279,30.03,54.84,26.66,78.68,9.30,1
281,38.44,65.18,26.22,80.68,9.95,1
283,43.62,68.72,26.89,82.68,13.06,1
285,48.18,83.80,26.88,84.68,15.95,1
287,50.30,93.56,26.98,86.68,19.49,1
289,40.90,93.36,27.04,88.68,22.28,1
291,42.50,93.18,26.51,90.68,23.68,3
293,42.66,90.07,27.76,92.68,21.54,3
295,29.67,36.31,24.87,94.68,20.15,3
297,31.34,42.98,26.21,96.68,20.07,3
299,34.18,49.03,26.44,98.68,19.09,3
301,34.56,48.97,22.26,84.61,15.69,2
303,36.99,48.87,21.92,76.51,13.89,2
305,45.29,67.73,19.40,39.58,14.50,2
307,35.15,73.18,20.13,41.58,15.47,2
309,38.61,84.33,19.97,42.99,14.74,2
311,39.36,87.13,19.96,44.99,15.18,2
313,42.77,87.11,20.89,46.99,14.24,1
315,44.30,87.11,19.82,48.99,12.64,1
317,46.50,87.11,20.87,50.99,12.32,1
319,49.43,86.97,21.02,52.99,12.23,1
321,51.55,85.31,19.94,54.99,13.16,1
323,40.80,71.35,20.36,56.99,13.73,1
325,42.52,71.35,21.54,58.99,14.31,1
327,47.47,71.92,21.78,60.99,15.02,1
329,50.18,75.39,21.12,62.99,14.56,1
331,49.02,76.62,20.35,64.99,16.57,1
333,27.07,61.96,20.78,66.99,17.64,4
335,29.06,66.82,19.25,68.99,19.30,4
337,29.00,66.69,20.58,70.99,21.90,4
339,28.17,66.69,18.63,72.99,24.06,4
341,29.30,66.69,18.71,74.99,24.13,4
343,31.04,68.22,18.88,76.99,22.99,4
345,32.39,73.72,18.26,78.99,20.21,3
347,33.84,79.51,18.81,80.99,18.54,3
349,36.45,89.97,19.18,82.99,18.34,3
351,36.49,91.77,16.89,84.99,15.80,3
353,38.11,91.76,16.70,72.58,14.36,3
355,40.00,91.76,15.50,71.29,16.62,1
357,39.04,91.76,15.48,57.48,17.72,1
359,40.45,91.76,16.02,57.04,18.05,1
361,41.03,91.76,17.68,59.04,17.52,1
363,43.81,91.76,18.03,61.04,16.06,1
365,44.86,91.42,19.51,63.04,15.81,1
367,43.73,84.96,20.78,65.04,15.95,1
369,35.57,56.45,20.58,67.04,15.35,2
371,40.60,60.67,22.19,69.04,15.23,2
373,43.89,59.48,20.89,71.04,16.16,2
375,41.90,51.01,22.64,73.04,16.49,2
377,31.48,54.17,21.95,71.75,16.76,2
379,33.01,54.14,23.50,71.58,16.00,2
381,34.39,54.14,24.91,71.61,14.48,1
383,34.63,48.34,23.29,67.15,14.96,1
385,26.16,44.66,24.87,69.15,14.55,1
387,27.14,48.60,24.01,71.15,13.68,1
389,32.76,68.80,25.52,73.15,14.37,1
391,35.63,68.50,24.17,75.15,14.40,1
393,33.60,68.50,25.69,77.15,15.07,1
395,28.32,68.49,26.49,79.15,16.25,1
397,28.83,56.26,23.43,81.15,14.48,1
399,27.31,44.66,23.60,83.15,12.86,1
401,27.29,44.66,24.03,85.15,12.90,3
403,27.29,44.66,24.69,87.15,12.82,3
405,27.29,44.66,25.62,89.15,17.16,3
407,27.58,44.66,26.73,91.15,19.77,3
409,27.03,46.99,27.60,82.98,19.43,3
411,27.03,46.97,24.81,66.30,17.60,1
413,27.59,46.85,26.13,68.30,14.60,1
415,31.25,52.45,27.58,70.30,13.05,1
417,33.77,57.10,29.16,72.30,13.60,1
419,38.00,59.41,30.75,74.30,15.21,1
421,41.28,61.69,27.27,76.30,15.56,1
423,35.36,67.08,25.34,78.30,17.15,1
425,33.87,67.03,25.75,80.30,16.08,1
427,33.35,67.03,26.07,82.30,18.83,1
429,35.19,74.58,27.36,84.30,19.61,1
431,36.45,79.60,27.13,86.30,19.57,1
433,22.69,59.85,27.26,88.30,17.41,2
435,23.55,63.30,29.02,90.30,14.95,2
437,24.83,65.94,29.16,92.30,12.66,2
439,26.41,65.91,29.74,94.30,12.02,2
441,28.58,71.95,29.83,96.30,13.13,2
443,29.57,71.69,27.57,98.30,14.35,2
445,34.90,71.69,28.83,100.30,16.18,3
447,35.86,71.69,28.82,102.30,16.95,3
449,36.25,71.69,28.77,104.30,16.67,3
451,29.36,50.26,29.62,106.30,15.64,3
453,26.70,54.24,29.75,108.30,15.79,3
455,27.16,56.08,31.84,110.30,15.95,1
457,29.44,56.07,28.41,112.30,12.51,1
459,31.68,60.91,30.50,114.30,12.53,1
461,35.04,68.91,32.21,116.30,11.25,1
463,35.17,68.73,27.89,118.30,9.81,1
465,35.58,70.37,29.61,120.30,7.80,1
467,33.21,80.10,27.22,122.30,9.22,1
469,32.67,80.39,26.74,124.30,9.89,4
471,36.26,84.58,27.67,126.30,13.79,4
473,38.06,86.44,24.47,128.30,18.00,4
475,38.00,86.39,23.58,130.30,18.04,4
477,37.15,85.80,23.61,126.67,20.00,4
479,18.77,35.17,19.99,84.03,21.34,2
481,17.13,35.17,20.74,85.38,20.73,2
483,18.71,35.17,19.93,47.55,18.07,2
485,19.22,35.17,21.02,49.55,16.74,2
487,19.39,37.08,20.59,45.94,13.44,2
489,22.27,45.96,22.37,47.94,14.81,1
491,23.75,48.94,,,18.06,1
493,23.00,49.27,,,17.08,1
495,17.53,55.18,,,17.61,1
497,18.23,54.98,,,18.54,1
499,22.01,54.98,,,19.59,1
501,25.54,54.98,,,19.42,1
