time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,43.60,1
3,0.00,0.00,0.00,0.00,0.00,51.33,4
5,0.00,0.00,0.00,0.00,0.00,55.50,4
7,0.00,0.00,0.00,0.00,0.00,59.40,4
9,0.00,0.00,0.00,0.00,0.00,61.47,4
11,0.00,0.00,0.00,0.00,0.00,60.43,4
13,0.00,0.00,0.00,0.00,0.00,56.66,4
15,0.00,0.00,0.00,0.00,0.00,51.95,2
17,0.00,0.00,0.22,0.20,1.06,45.06,2
19,1.59,3.47,0.53,0.51,3.06,38.24,2
21,2.83,5.31,1.03,1.09,5.06,36.35,2
23,2.83,11.12,1.68,1.72,7.06,34.06,3
25,3.13,11.39,1.48,1.66,6.34,29.31,3
27,6.61,17.87,1.07,1.77,8.34,25.16,3
29,7.49,18.29,1.72,2.84,10.34,27.84,3
31,10.18,25.34,2.60,4.13,12.34,31.09,3
33,9.83,23.57,3.35,5.13,12.57,36.41,3
35,5.61,11.64,3.73,5.53,11.88,35.06,3
37,6.01,13.28,3.96,5.66,13.88,34.19,1
39,7.62,19.71,4.14,5.70,15.88,32.44,1
41,8.64,23.89,4.62,6.26,17.88,31.61,1
43,7.29,23.81,5.59,7.55,19.88,27.63,1
45,8.64,22.30,5.49,7.02,20.67,22.94,1
47,6.34,10.30,5.23,6.16,17.42,21.10,1
49,9.12,13.33,6.28,7.34,19.42,19.74,3
51,10.99,16.02,6.27,6.78,21.42,18.52,3
53,13.45,21.15,6.82,7.67,23.42,20.22,3
55,14.61,28.62,7.82,8.84,25.42,27.53,3
57,13.05,29.92,8.02,8.68,27.42,29.47,3
59,8.61,17.40,7.57,7.44,29.42,30.09,3
61,5.68,17.40,8.48,8.46,31.42,31.91,3
63,7.62,17.40,9.47,9.61,33.42,32.42,3
65,8.34,17.40,10.02,10.02,35.42,30.72,1
67,8.33,17.40,10.94,11.06,37.42,28.78,1
69,9.45,17.40,11.86,12.08,39.42,25.46,1
71,8.16,17.40,13.03,13.52,41.42,23.97,1
73,8.44,17.40,13.16,13.25,43.42,22.72,1
75,9.50,17.40,13.95,14.07,45.42,23.28,1
77,12.84,23.28,14.92,15.18,47.42,23.70,1
79,14.12,23.64,15.62,15.68,49.42,20.08,1
81,14.55,23.64,16.43,16.30,51.42,19.78,4
83,15.13,25.98,17.46,17.29,53.42,20.54,4
85,16.36,29.81,18.62,18.51,55.42,22.45,4
