time,queue_main,queue_right,queue_avg,queue_max,delay_direction_1,delay_direction_2,delay_direction_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.60
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.95
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.95
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.53
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.67
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.57
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.27
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.74
17,0.00,1.21,0.61,1.21,0.00,1.09,1.84,0.98,1.26,1.84,30.58
19,2.91,5.47,4.19,5.47,0.00,3.09,3.84,2.31,2.97,3.84,25.62
21,5.41,5.35,5.38,5.41,0.00,5.09,5.84,3.64,4.69,5.84,23.14
23,11.34,5.35,8.35,11.34,1.76,7.09,7.84,5.56,6.65,7.84,21.70
25,12.06,5.35,8.71,12.06,3.76,9.09,9.84,7.56,8.65,9.84,16.36
27,12.06,5.35,8.71,12.06,5.76,11.09,11.84,9.56,10.65,11.84,7.90
29,12.06,5.35,8.71,12.06,7.76,13.09,13.84,11.56,12.65,13.84,9.28
31,14.23,10.61,12.42,14.23,9.76,15.09,15.84,13.56,14.65,15.84,15.21
33,18.74,10.37,14.56,18.74,11.76,17.09,17.84,15.56,16.65,17.84,21.01
35,18.67,10.37,14.52,18.67,13.76,19.09,19.84,17.56,18.65,19.84,21.74
37,18.67,10.37,14.52,18.67,15.76,21.09,21.84,19.56,20.65,21.84,21.49
39,18.67,10.37,14.52,18.67,17.76,23.09,23.84,21.56,22.65,23.84,18.62
41,18.67,10.37,14.52,18.67,19.76,25.09,25.84,23.56,24.65,25.84,17.62
43,18.67,10.37,14.52,18.67,21.76,27.09,27.84,25.56,26.65,27.84,14.45
45,18.66,15.90,17.28,18.66,23.76,29.09,29.84,27.56,28.65,29.84,14.43
47,7.19,16.56,11.88,16.56,25.76,18.02,31.84,25.21,25.05,31.84,16.56
49,0.00,16.56,8.28,16.56,0.00,20.02,33.84,17.95,23.08,33.84,18.53
51,0.00,16.56,8.28,16.56,0.00,6.12,35.84,13.99,17.98,35.84,7.50
53,0.00,16.56,8.28,16.56,0.00,6.63,37.84,14.82,19.06,37.84,2.80
55,0.00,16.96,8.48,16.96,0.00,0.00,39.84,13.28,17.08,39.84,0.28
57,0.00,23.86,11.93,23.86,0.00,0.00,41.84,13.95,17.93,41.84,0.00
59,0.00,23.66,11.83,23.66,0.00,0.00,43.84,14.61,18.79,43.84,0.00
61,0.00,23.66,11.83,23.66,0.00,0.00,45.84,15.28,19.65,45.84,8.54
63,0.00,23.66,11.83,23.66,0.00,0.00,47.84,15.95,20.50,47.84,17.80
65,0.00,23.66,11.83,23.66,0.00,0.00,49.84,16.61,21.36,49.84,21.03
67,0.00,23.66,11.83,23.66,0.00,0.00,51.84,17.28,22.22,51.84,25.76
69,0.00,23.66,11.83,23.66,0.00,0.00,53.84,17.95,23.08,53.84,34.60
71,0.00,21.00,10.50,21.00,0.00,0.00,42.10,14.03,18.04,42.10,39.27
73,0.00,0.00,0.00,0.00,0.00,0.00,29.67,9.89,12.72,29.67,45.77
75,0.00,0.00,0.00,0.00,0.00,0.00,20.64,6.88,8.85,20.64,39.57
77,0.00,0.00,0.00,0.00,0.41,0.00,2.89,1.10,1.30,2.89,31.60
79,0.63,0.00,0.32,0.63,2.41,0.00,0.00,0.80,0.34,2.41,25.25
81,0.58,0.00,0.29,0.58,4.41,0.00,0.00,1.47,0.63,4.41,41.45
83,0.00,0.00,0.00,0.00,6.41,0.00,0.00,2.14,0.92,6.41,42.30
85,0.00,0.56,0.28,0.56,8.41,0.00,1.29,3.23,1.75,8.41,40.10
87,0.00,5.04,2.52,5.04,10.41,0.00,3.29,4.57,2.90,10.41,44.45
89,0.00,4.88,2.44,4.88,12.41,0.00,5.29,5.90,4.04,12.41,44.50
91,0.00,4.88,2.44,4.88,14.41,0.00,7.29,7.23,5.18,14.41,40.88
93,0.00,4.88,2.44,4.88,16.41,0.00,9.29,8.57,6.33,16.41,37.97
95,0.00,4.88,2.44,4.88,18.41,0.24,11.29,9.98,7.57,18.41,32.38
97,7.36,4.88,6.12,7.36,20.41,2.24,13.29,11.98,9.57,20.41,27.15
99,13.54,4.88,9.21,13.54,22.41,4.24,15.29,13.98,11.57,22.41,23.78
101,15.72,4.88,10.30,15.72,3.38,6.24,17.29,8.97,10.57,17.29,22.57
103,14.27,9.99,12.13,14.27,5.38,8.24,19.29,10.97,12.57,19.29,22.10
105,12.15,11.34,11.74,12.15,7.38,10.24,21.29,12.97,14.57,21.29,21.94
107,11.52,16.62,14.07,16.62,9.38,12.24,23.29,14.97,16.57,23.29,23.72
109,11.51,23.42,17.47,23.42,11.38,14.24,25.29,16.97,18.57,25.29,24.89
111,11.51,23.75,17.63,23.75,13.38,16.24,27.29,18.97,20.57,27.29,22.22
113,11.51,23.75,17.63,23.75,15.38,18.24,29.29,20.97,22.57,29.29,17.56
115,13.03,23.75,18.39,23.75,17.38,20.24,31.29,22.97,24.57,31.29,11.82
117,20.53,23.75,22.14,23.75,19.38,22.24,33.29,24.97,26.57,33.29,9.87
119,24.53,25.27,24.90,25.27,21.38,24.24,35.29,26.97,28.57,35.29,6.77
121,24.46,35.16,29.81,35.16,23.38,26.24,37.29,28.97,30.57,37.29,6.20
123,24.46,42.83,33.65,42.83,25.38,28.24,39.29,30.97,32.57,39.29,7.35
125,24.27,43.56,33.91,43.56,27.38,12.05,41.29,26.91,26.77,41.29,7.51
127,2.31,43.56,22.94,43.56,10.66,14.05,43.29,22.67,26.10,43.29,4.13
129,0.00,43.56,21.78,43.56,12.66,0.00,45.29,19.32,21.22,45.29,0.17
131,0.00,50.44,25.22,50.44,0.00,0.00,47.29,15.76,20.27,47.29,4.27
133,0.00,50.19,25.09,50.19,0.00,0.00,49.29,16.43,21.12,49.29,6.26
135,0.00,50.19,25.09,50.19,0.00,0.00,51.29,17.10,21.98,51.29,6.96
137,0.00,50.19,25.09,50.19,0.00,0.00,53.29,17.76,22.84,53.29,11.46
139,0.00,50.19,25.09,50.19,0.00,0.00,55.29,18.43,23.70,55.29,14.33
141,0.00,50.19,25.09,50.19,0.00,0.00,57.29,19.10,24.55,57.29,14.99
