time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,52.50
5,0.00,0.00,0.00,0.00,0.00,59.03
7,0.00,0.00,0.00,0.00,0.00,57.02
9,0.00,0.00,0.00,0.00,0.00,58.32
11,0.00,0.00,0.00,0.00,0.00,57.12
13,0.00,0.00,0.00,0.00,0.00,52.47
15,0.00,0.00,0.00,0.00,0.00,49.02
17,0.00,0.00,0.87,0.00,0.00,42.62
19,0.00,0.00,0.00,1.61,0.00,34.90
21,0.00,0.00,0.00,0.00,0.70,23.60
23,0.00,4.38,1.76,0.02,2.70,0.00
25,0.00,5.15,0.00,2.02,4.70,0.00
27,0.00,5.14,0.00,0.00,6.70,22.20
29,0.00,5.14,0.00,0.00,8.70,26.70
31,0.00,5.14,0.00,0.00,10.70,39.27
33,0.00,5.14,0.00,0.00,12.70,43.20
35,0.00,5.14,0.00,0.00,14.70,43.23
37,0.00,5.14,0.00,0.00,16.70,46.32
39,0.00,5.14,0.00,0.00,18.70,44.30
41,0.00,5.14,0.00,0.00,20.70,37.57
43,0.78,5.14,0.00,2.00,22.70,32.52
45,4.62,5.14,0.00,4.00,24.70,29.23
47,4.49,10.05,0.00,6.00,26.70,27.52
49,4.49,10.94,0.00,8.00,28.70,28.49
51,4.49,8.89,0.00,10.00,30.70,25.94
53,4.49,1.47,0.00,12.00,8.14,24.91
55,7.18,0.00,0.00,14.00,5.49,29.20
57,10.04,0.00,0.00,16.00,6.80,31.20
59,10.01,0.00,0.00,18.00,0.00,31.18
61,10.01,0.00,0.00,20.00,1.65,27.01
63,10.01,2.94,0.00,22.00,3.65,20.30
65,10.01,5.64,0.00,24.00,5.65,14.20
67,10.01,16.48,0.00,26.00,7.65,11.07
69,10.01,17.05,0.00,28.00,9.65,13.43
71,10.01,24.16,0.00,30.00,11.65,11.85
73,10.01,23.88,0.00,32.00,13.65,13.58
75,7.18,23.88,0.00,34.00,15.65,20.16
77,0.00,22.36,0.78,25.42,14.91,34.30
79,0.00,0.00,2.78,0.00,15.96,49.00
81,0.00,0.00,0.00,0.00,12.01,50.05
83,0.00,0.00,0.00,0.00,0.00,45.40
85,0.00,0.00,1.56,0.00,0.00,63.90
87,0.00,0.00,0.00,0.00,0.00,63.70
89,0.00,0.00,0.00,0.00,0.00,47.65
91,0.00,0.00,0.00,0.00,0.00,40.50
93,0.00,0.00,0.00,0.00,0.20,39.77
95,0.00,2.91,0.00,0.00,2.20,45.10
97,0.00,4.89,0.00,0.00,4.20,48.22
99,0.00,4.87,0.00,0.00,6.20,47.43
101,0.00,4.87,0.00,0.00,8.20,44.73
103,0.00,4.87,0.00,0.00,10.20,43.07
105,3.25,4.87,0.00,1.88,12.20,40.15
107,5.49,4.87,0.00,3.88,14.20,35.12
109,9.13,5.87,1.05,5.88,16.20,26.63
111,11.18,10.89,3.05,7.88,18.20,17.08
113,16.49,12.78,5.05,9.88,20.20,12.69
115,17.11,19.36,7.05,11.88,22.20,9.78
117,17.11,31.51,9.05,13.88,24.20,8.13
119,17.78,36.22,11.05,15.88,26.20,7.99
121,23.21,36.16,13.05,17.88,12.34,8.46
123,23.04,35.94,15.05,19.88,11.72,10.30
125,23.04,1.74,17.05,21.88,10.43,11.30
127,23.04,0.00,19.05,23.88,11.23,6.94
129,23.04,0.00,21.05,25.88,11.03,10.84
131,23.04,0.00,23.05,27.88,3.23,18.82
133,23.04,0.00,25.05,29.88,0.00,28.58
135,23.04,0.00,27.05,31.88,0.00,35.22
137,20.40,0.00,29.05,19.55,0.00,43.40
139,0.00,0.00,26.99,21.55,0.00,41.70
141,0.00,0.00,0.00,23.55,0.00,45.62
143,0.00,0.00,0.00,0.00,0.00,37.75
145,0.00,4.51,0.00,0.00,1.81,25.67
147,0.00,4.49,0.00,1.97,3.81,18.02
149,4.98,6.65,0.00,3.97,5.81,21.46
151,5.00,10.18,0.00,5.97,7.81,25.75
