time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,44.27,0.00,0,
3,0.00,0.00,0.00,0.00,53.01,0.00,7,
5,0.00,0.00,0.00,0.00,54.62,0.00,7,
7,0.00,0.00,0.00,0.00,56.97,0.00,7,
9,0.00,0.00,0.00,0.00,60.06,0.00,7,4.00
11,0.00,0.00,0.00,0.00,57.80,0.00,7,
13,0.00,0.00,0.00,0.00,52.17,0.00,5,
15,0.00,0.00,0.00,0.00,44.62,0.00,5,
17,0.38,1.53,0.26,1.98,39.43,1.00,5,
19,1.15,4.61,0.55,3.98,37.23,2.00,5,2.14
21,2.48,4.55,0.91,5.98,33.93,1.00,5,
23,5.18,11.01,1.52,7.98,30.87,1.00,2,
25,5.71,10.88,2.00,9.98,35.22,0.00,2,
27,5.48,6.82,2.71,11.98,37.31,2.00,2,
29,3.77,5.49,3.36,13.98,35.51,1.00,2,2.11
31,3.77,5.49,3.41,15.98,36.62,0.00,2,
33,6.34,8.50,4.36,17.98,35.76,1.00,4,
35,8.08,11.57,5.08,19.98,37.67,1.00,4,
37,4.59,8.34,5.18,21.98,38.75,2.00,4,
39,2.51,5.49,4.07,23.98,36.58,1.00,4,1.79
41,3.87,9.98,4.17,25.98,34.29,1.00,4,
43,5.83,14.69,4.82,27.98,36.53,0.00,1,
45,7.32,18.09,5.69,29.98,39.69,1.00,1,
47,6.72,18.03,6.37,31.98,38.21,2.00,1,
49,4.09,6.95,4.94,33.98,36.59,2.00,1,1.93
51,4.13,7.18,4.83,35.98,33.44,1.00,1,
53,7.61,16.86,4.88,37.98,28.66,0.00,3,
55,10.52,17.60,5.74,39.98,30.94,1.00,3,
57,11.81,17.58,6.33,41.98,29.56,2.00,3,
59,9.61,23.72,3.71,12.98,30.09,2.00,3,2.18
61,8.38,28.88,4.29,14.98,28.70,2.00,3,
63,8.37,28.82,3.92,16.98,25.51,2.00,6,
65,8.91,30.98,4.15,18.98,26.46,1.00,6,
67,11.13,35.49,4.81,20.98,24.14,2.00,6,
69,12.14,39.06,4.63,19.09,24.13,2.00,6,2.58
71,14.59,42.23,4.64,16.40,24.46,2.00,6,
73,14.38,29.17,4.94,18.40,22.52,1.00,4,
75,9.14,19.30,6.04,20.40,22.08,2.00,4,
77,8.85,19.05,6.33,22.40,19.73,3.00,4,
79,8.85,19.05,5.98,24.40,25.17,2.00,4,2.74
81,8.85,19.05,6.06,26.40,24.53,1.00,4,
83,8.85,19.05,6.55,28.40,24.79,1.00,3,
85,8.85,19.05,7.15,30.40,29.41,0.00,3,
87,8.32,19.03,8.08,32.40,33.83,2.00,3,
89,4.84,6.43,8.59,34.40,35.89,2.00,3,2.28
91,5.00,5.47,7.47,36.40,34.30,1.00,3,
93,5.18,5.45,6.60,38.40,31.92,0.00,2,
95,7.18,11.37,7.81,40.40,33.25,0.00,2,
97,7.39,10.94,9.15,42.40,36.80,1.00,2,
99,6.97,11.98,6.95,31.48,37.91,2.00,2,1.68
101,8.38,17.60,7.35,33.48,36.87,1.00,2,
