time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,44.86,0.00,0,
3,0.00,0.00,0.00,0.00,56.21,0.00,3,
5,0.00,0.00,0.00,0.00,57.37,0.00,3,
7,0.00,0.00,0.00,0.00,56.64,0.00,3,
9,0.00,0.00,0.00,0.00,59.04,0.00,3,4.00
11,0.00,0.00,0.00,0.00,56.90,0.00,3,
13,0.00,0.00,0.00,0.00,52.97,0.00,1,
15,0.00,0.00,0.00,0.02,47.04,0.00,1,
17,0.44,1.77,0.23,2.02,43.11,1.00,1,
19,1.15,4.59,0.56,4.02,39.37,2.00,1,1.71
21,2.21,4.55,0.93,6.02,35.10,0.00,1,
23,5.60,8.95,1.75,8.02,30.46,1.00,4,
25,6.39,10.89,2.34,10.02,30.44,0.00,4,
27,6.32,10.88,3.40,12.02,28.62,2.00,4,
29,6.31,10.88,3.46,14.02,26.07,1.00,4,1.17
31,6.40,10.88,4.22,16.02,22.52,0.00,4,
33,6.39,10.88,5.25,18.02,23.42,1.00,2,
35,9.42,13.00,6.47,20.02,26.50,0.00,2,
37,9.77,18.20,7.80,22.02,28.43,2.00,2,
39,5.88,18.04,7.79,24.02,31.97,2.00,2,1.78
41,5.88,18.04,6.94,26.02,32.73,1.00,2,
43,5.88,18.04,7.62,28.02,29.11,1.00,1,
45,5.86,18.04,8.35,30.02,31.12,0.00,1,
47,6.16,19.22,9.29,32.02,33.55,2.00,1,
49,7.96,22.03,6.99,34.02,33.32,2.00,1,1.91
51,7.90,22.00,7.34,36.02,30.07,1.00,1,
53,9.17,26.44,6.54,38.02,25.92,0.00,3,
55,12.52,29.22,7.37,40.02,25.20,0.00,3,
57,16.58,40.50,8.21,42.02,27.89,2.00,3,
59,14.58,42.15,4.22,18.45,27.78,2.00,3,2.04
61,14.58,42.14,4.57,18.77,29.50,2.00,3,
63,13.44,27.11,5.10,17.25,30.11,2.00,4,
65,9.81,16.77,5.36,19.25,29.92,0.00,4,
67,12.29,18.40,6.36,21.25,29.78,2.00,4,
69,7.77,16.99,6.09,16.30,29.40,2.00,4,2.22
71,7.19,19.06,6.27,18.30,30.19,2.00,4,
73,7.56,19.05,6.32,20.30,26.03,2.00,3,
75,7.19,19.05,7.34,22.30,23.85,1.00,3,
77,7.68,19.03,8.12,24.30,25.25,2.00,3,
79,9.57,17.44,9.14,26.30,27.39,2.00,3,2.13
81,9.98,18.08,10.23,28.30,24.65,2.00,3,
