time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.34,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.35,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.99,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.76,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.97,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.59,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.70,0.00
19,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.14,0.14,0.41,45.61,0.00
21,4.25,0.00,2.13,4.25,0.00,2.41,0.00,0.80,0.80,2.41,43.62,0.00
23,5.32,0.00,2.66,5.32,0.00,4.41,0.42,1.61,1.61,4.41,36.51,0.00
25,5.31,3.10,4.21,5.31,0.00,6.41,2.42,2.94,2.94,6.41,30.04,0.00
27,5.31,10.52,7.92,10.52,0.00,8.41,4.42,4.28,4.28,8.41,22.69,0.00
29,10.25,12.11,11.18,12.11,1.75,10.41,6.42,6.19,6.19,10.41,22.29,0.00
31,18.07,14.55,16.31,18.07,3.75,12.41,8.42,8.19,8.19,12.41,20.88,0.00
33,17.92,19.26,18.59,19.26,5.75,14.41,10.42,10.19,10.19,14.41,17.88,0.00
35,21.04,24.94,22.99,24.94,7.75,16.41,12.42,12.19,12.19,16.41,20.53,0.00
37,24.34,24.76,24.55,24.76,9.75,18.41,14.42,14.19,14.19,18.41,19.71,1.00
39,21.62,24.76,23.19,24.76,11.75,12.29,16.42,13.49,13.49,16.42,22.20,1.00
41,0.00,24.76,12.38,24.76,0.00,14.29,18.42,10.90,10.90,18.42,19.17,1.00
43,0.00,24.76,12.38,24.76,1.38,10.21,20.42,10.67,10.67,20.42,21.42,1.00
45,0.00,24.76,12.38,24.76,3.38,5.21,22.42,10.34,10.34,22.42,17.68,0.00
47,10.42,24.76,17.59,24.76,5.38,7.21,24.42,12.34,12.34,24.42,20.00,1.00
49,23.42,24.51,23.96,24.51,7.38,9.21,24.31,13.63,13.63,24.31,19.47,1.00
