time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,43.13,0.00,1
3,0.00,0.00,0.00,0.00,53.86,0.00,1
5,0.00,0.00,0.00,0.00,62.26,0.00,1
7,0.00,0.00,0.00,0.00,59.00,0.00,1
9,0.00,0.00,0.00,0.00,61.95,0.00,1
11,0.00,0.00,0.00,0.00,58.02,0.00,1
13,0.00,0.00,0.00,0.00,53.44,0.00,1
15,0.00,0.00,0.00,0.00,50.92,0.00,1
17,0.07,0.28,0.18,1.59,46.61,1.00,1
19,1.48,4.91,0.36,3.59,43.94,0.00,1
21,2.50,4.67,0.92,5.59,45.00,0.00,3
23,4.53,5.15,1.59,7.59,42.52,1.00,3
25,4.73,5.32,2.27,9.59,44.18,1.00,3
27,2.58,5.31,3.09,11.59,41.17,2.00,3
29,3.35,8.10,2.14,10.07,36.02,0.00,3
31,6.53,12.26,3.07,12.07,33.33,0.00,3
33,7.36,12.22,4.24,14.07,30.20,1.00,3
35,11.40,22.67,4.91,16.07,25.44,1.00,3
37,13.47,24.39,6.06,18.07,20.93,0.00,3
39,17.55,29.43,7.56,20.07,18.54,0.00,3
41,22.77,43.55,9.06,22.07,16.80,0.00,2
43,25.85,49.99,10.70,24.07,15.03,1.00,2
45,27.03,54.74,12.06,26.07,13.51,0.00,2
47,30.88,60.97,13.56,28.07,12.43,2.00,2
49,31.76,61.30,13.14,23.15,15.09,2.00,2
51,32.97,61.30,12.26,25.15,15.45,2.00,2
53,35.16,67.81,13.11,27.15,17.87,2.00,4
55,35.17,67.87,13.78,29.15,18.69,2.00,4
57,32.39,56.75,13.18,31.15,17.45,0.00,4
59,20.37,24.76,14.68,33.15,17.57,2.00,4
61,17.48,24.51,15.84,33.13,20.19,4.00,4
63,13.56,24.34,15.33,32.87,25.95,3.00,4
65,14.35,24.34,14.63,34.87,26.44,1.00,4
67,17.96,24.34,14.34,36.87,26.48,2.00,1
69,18.75,24.34,14.24,38.87,24.58,2.00,1
71,19.82,27.59,15.30,40.87,23.64,0.00,1
73,22.20,27.49,16.82,42.87,20.83,2.00,1
75,23.15,27.55,16.65,38.03,18.30,2.00,1
77,15.76,27.49,13.95,39.85,19.00,2.00,1
79,16.23,34.15,14.62,41.85,20.47,2.00,1
81,17.29,33.88,13.55,43.85,22.07,2.00,1
83,18.16,34.90,14.52,45.85,24.85,2.00,1
85,20.49,40.05,15.25,47.85,24.72,0.00,1
87,21.48,39.91,16.91,49.85,25.19,1.00,3
89,22.03,41.04,17.71,51.85,26.08,2.00,3
91,23.39,46.81,18.55,53.85,24.28,1.00,3
93,21.90,46.65,19.75,48.22,21.44,2.00,3
95,25.43,51.84,20.50,50.22,19.83,3.00,3
97,32.04,59.09,16.80,38.25,19.59,2.00,3
99,35.48,60.56,12.80,34.57,17.45,1.00,3
101,37.40,59.99,14.26,36.57,16.06,1.00,2
103,41.21,63.95,15.82,38.57,15.52,0.00,2
105,32.22,56.59,17.65,40.57,15.00,0.00,2
107,32.83,53.00,19.49,42.57,12.52,2.00,2
109,35.66,57.57,20.26,44.57,13.14,2.00,2
111,38.42,60.34,19.22,46.57,12.39,2.00,2
113,42.26,65.07,19.48,48.57,12.98,1.00,4
115,42.27,67.50,20.35,50.57,13.83,2.00,4
117,31.59,73.77,19.77,52.57,13.62,1.00,4
119,33.96,78.84,20.91,54.57,15.65,2.00,4
121,34.46,79.12,18.99,37.18,17.97,3.00,4
123,30.90,79.12,18.25,35.78,16.96,2.00,1
125,27.50,80.13,18.49,37.78,16.09,2.00,1
127,28.55,85.28,18.50,39.78,17.96,0.00,1
129,29.12,89.50,20.34,41.78,19.52,2.00,1
131,28.53,91.99,19.53,42.56,21.81,2.00,1
133,30.19,91.97,19.40,44.56,21.86,2.00,1
135,30.45,91.97,20.13,42.05,20.84,2.00,1
137,31.99,91.97,19.91,39.64,22.26,2.00,3
139,33.53,91.97,20.87,41.43,18.01,1.00,3
141,38.64,96.18,22.67,43.43,19.20,0.00,3
143,44.82,105.38,24.33,45.43,21.07,2.00,3
145,48.14,105.12,23.68,43.95,20.71,2.00,2
147,47.42,109.07,24.98,45.95,18.44,2.00,2
149,46.37,111.30,26.31,47.95,13.30,0.00,2
151,52.74,118.23,28.05,49.95,10.39,2.00,2
153,58.33,122.79,24.26,51.95,8.66,2.00,4
155,60.49,121.74,22.16,53.95,9.39,1.00,4
157,48.18,65.10,23.85,55.95,11.07,1.00,4
159,42.85,73.10,24.16,50.92,13.42,2.00,4
161,43.89,76.00,24.98,52.92,12.76,2.00,4
163,43.22,75.98,24.83,54.92,11.40,1.00,4
165,43.77,75.98,25.53,56.92,10.61,1.00,4
167,40.82,78.20,27.37,58.92,11.34,1.00,1
169,44.09,82.83,28.98,60.92,10.80,1.00,1
171,44.62,82.55,30.92,62.92,10.29,0.00,1
173,35.76,48.66,32.92,64.92,12.07,2.00,1
175,30.91,51.82,28.63,66.92,13.12,2.00,1
177,32.80,59.67,27.88,68.92,13.92,2.00,3
179,34.82,62.98,27.05,70.92,14.47,1.00,3
181,35.26,62.86,28.19,72.92,13.20,1.00,3
183,37.38,68.52,29.24,74.92,13.68,2.00,3
185,38.48,75.07,29.61,67.14,12.24,2.00,2
187,38.85,74.62,27.02,55.70,10.05,1.00,2
189,42.08,76.03,27.38,52.17,11.42,0.00,2
191,45.16,79.57,28.92,54.17,12.12,2.00,2
193,48.23,87.46,28.39,53.30,12.37,2.00,2
195,46.32,89.83,26.65,55.30,15.08,2.00,2
197,47.83,92.73,25.60,52.07,15.62,2.00,2
199,49.00,96.42,25.64,54.07,15.21,3.00,4
201,50.22,96.09,22.54,56.07,13.29,0.00,4
203,38.61,82.75,24.04,58.07,13.97,2.00,4
