time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,44.30
3,0.00,0.00,0.00,0.00,0.00,54.10
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,61.10
9,0.00,0.00,0.00,0.00,0.00,61.50
11,0.00,0.00,0.00,0.00,0.00,49.00
13,0.00,0.00,0.00,0.00,0.00,27.10
15,0.00,0.00,0.00,0.00,0.00,27.35
17,0.00,1.31,0.00,0.00,1.96,28.15
19,0.00,4.65,0.00,0.00,3.96,30.75
21,0.00,4.55,0.00,0.00,5.96,31.30
23,0.00,4.55,0.00,0.00,7.96,37.80
25,0.00,4.55,0.00,0.00,9.96,40.10
27,0.00,4.55,0.00,0.00,11.96,40.20
29,0.00,4.55,1.29,0.00,13.96,38.26
31,0.25,4.55,3.29,0.00,15.96,35.64
33,1.79,4.55,5.29,0.00,17.96,37.90
35,0.00,4.55,7.29,0.00,19.96,27.62
37,0.00,4.55,9.29,0.55,21.96,17.77
39,0.00,4.55,0.00,2.55,23.96,22.72
41,4.21,4.55,0.97,4.55,25.96,20.53
43,15.75,4.55,2.97,6.55,27.96,20.75
45,18.05,4.46,4.97,8.55,29.96,27.92
47,18.04,0.19,6.97,10.55,31.96,27.10
49,18.04,0.00,8.97,12.55,0.00,25.70
51,18.04,0.00,10.97,14.55,0.28,22.15
53,18.04,0.00,12.97,16.55,2.28,21.64
55,18.04,0.00,14.97,18.55,1.50,30.34
57,18.04,0.00,16.97,20.55,0.00,29.81
59,18.04,0.00,18.97,22.55,0.42,33.46
61,18.04,0.00,20.97,24.55,0.00,32.89
63,18.04,0.00,22.97,26.55,0.00,29.46
65,18.04,0.00,24.97,28.55,0.00,22.53
67,18.04,0.00,26.97,30.55,0.00,12.44
69,20.72,2.35,28.97,32.55,0.86,4.97
71,24.24,7.31,30.97,34.55,2.86,1.21
73,24.20,14.66,32.97,36.55,4.86,0.07
75,24.20,19.13,34.97,38.55,6.86,0.00
77,24.20,19.05,36.97,40.55,8.86,0.62
79,24.20,19.05,38.97,42.55,10.86,10.81
81,22.75,19.05,40.97,13.41,12.86,15.93
83,0.00,19.05,40.43,15.41,14.86,13.22
85,1.09,19.05,0.00,17.41,16.86,18.23
87,4.91,19.05,0.00,19.41,18.86,18.73
89,4.83,19.05,0.00,21.41,20.86,18.72
91,4.83,19.05,0.00,23.41,22.86,15.23
93,4.83,19.05,0.00,25.41,24.86,17.80
95,4.83,19.05,1.25,27.41,26.86,13.97
97,9.93,19.05,3.25,29.41,28.86,17.00
99,11.61,19.05,5.25,31.41,30.86,15.59
101,17.62,19.05,7.25,33.41,32.86,12.61
103,17.43,19.05,9.25,35.41,34.86,9.44
105,17.43,19.05,11.25,37.41,36.86,12.04
107,17.43,24.05,13.25,39.41,38.86,13.17
