time,calc_time
1.00,0.19
9.00,0.11
19.00,0.09
29.00,0.14
39.00,0.09
49.00,0.09
59.00,0.11
69.00,0.09
79.00,0.11
89.00,0.10
99.00,0.09
109.00,0.14
119.00,0.09
129.00,0.09
139.00,0.11
149.00,0.10
159.00,0.11
169.00,0.13
179.00,0.09
189.00,0.16
199.00,0.11
209.00,0.08
219.00,0.06
229.00,0.11
239.00,0.14
249.00,0.25
259.00,0.10
269.00,0.09
279.00,0.10
289.00,0.09
299.00,0.12
309.00,0.09
319.00,0.13
329.00,0.10
339.00,0.13
349.00,0.13
359.00,0.09
369.00,0.09
379.00,0.09
389.00,0.11
399.00,0.12
409.00,0.14
419.00,0.09
429.00,0.08
439.00,0.11
449.00,0.08
459.00,0.08
469.00,0.09
479.00,0.08
489.00,0.09
499.00,0.09
