time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,44.40,1
3,0.00,0.00,0.00,0.00,52.67,4
5,0.00,0.00,0.00,0.00,58.42,4
7,0.00,0.00,0.00,0.00,60.52,4
9,0.00,0.00,0.00,0.00,61.16,4
11,0.00,0.00,0.00,0.00,60.21,4
13,0.00,0.00,0.00,0.00,51.60,2
15,0.00,0.00,0.07,0.69,46.64,2
17,0.00,0.00,0.30,1.55,51.20,2
19,0.00,0.00,0.73,3.55,51.18,2
21,0.00,0.00,0.25,2.09,50.62,2
23,0.16,0.63,0.22,2.04,46.90,3
25,2.50,10.00,0.43,4.04,42.14,3
27,2.85,11.40,0.65,6.04,37.74,3
29,4.11,11.39,1.35,8.04,34.74,3
31,4.79,8.78,2.21,10.04,32.53,3
33,3.89,10.22,3.05,10.14,33.42,3
35,5.40,11.64,3.53,7.87,32.59,2
37,5.60,11.64,3.79,9.87,27.51,2
39,5.60,11.64,4.68,11.87,25.40,2
41,8.13,11.64,5.97,13.87,28.83,2
43,6.84,11.64,7.25,15.87,27.37,2
45,6.84,11.64,6.40,17.87,21.13,1
47,7.21,11.64,7.49,19.87,20.10,1
49,10.05,17.23,8.11,21.87,21.91,1
51,12.57,21.88,9.40,23.87,25.05,1
53,12.90,23.36,8.12,25.60,25.74,1
55,9.60,17.40,7.55,27.60,28.01,1
57,9.85,17.40,8.25,29.60,30.22,4
59,11.12,17.40,8.22,31.60,28.15,4
61,11.18,17.40,9.07,33.60,29.13,4
63,10.27,17.38,9.99,35.60,29.07,4
65,10.40,18.22,7.66,26.37,26.02,4
67,8.66,18.06,7.13,28.12,22.31,3
69,9.33,18.06,6.05,30.12,26.76,3
71,11.62,28.41,6.14,32.12,26.92,3
73,12.94,33.71,6.70,34.12,29.61,3
75,14.48,35.99,7.19,36.12,34.40,3
77,12.46,35.98,5.73,24.27,37.99,3
79,12.71,35.74,5.28,18.06,38.52,3
81,4.78,12.50,3.51,11.84,35.80,3
83,4.34,12.49,4.54,13.24,31.88,3
85,5.35,12.87,5.61,12.59,31.44,3
87,9.85,19.50,5.99,14.59,29.80,4
89,10.35,19.30,7.34,16.59,27.19,4
91,10.91,19.30,8.57,18.59,27.07,4
93,14.45,26.55,10.14,20.59,25.02,4
95,17.67,31.75,11.71,22.59,22.28,4
97,19.89,31.67,10.83,22.79,20.74,2
99,21.31,31.67,10.43,24.79,19.48,2
101,24.57,31.67,11.58,26.79,16.45,2
103,24.78,32.02,13.18,28.79,13.92,2
105,27.32,38.08,13.06,29.06,14.03,2
107,27.01,30.68,13.58,24.67,12.71,1
109,20.86,30.50,13.52,26.67,12.04,1
111,21.57,30.50,12.32,28.67,11.47,1
113,25.60,36.21,13.68,30.67,12.82,1
115,27.14,42.52,15.03,32.67,18.11,1
117,27.10,42.40,14.31,27.35,19.32,1
119,23.59,42.39,14.89,29.35,21.80,1
121,19.02,31.23,15.52,31.35,21.18,1
123,17.86,31.23,14.47,33.35,19.38,1
125,19.32,31.23,14.89,35.35,13.58,3
127,19.52,31.23,14.45,37.35,15.81,3
129,21.00,31.23,15.81,39.35,18.20,3
131,22.65,31.23,16.30,41.35,21.92,3
133,20.16,37.58,16.64,40.59,24.55,3
135,15.05,37.97,16.80,42.59,27.85,3
137,15.32,37.97,13.69,44.59,26.48,2
139,15.68,37.97,14.06,46.59,25.84,2
141,16.39,37.97,14.84,48.59,25.02,2
