time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,43.57,0,
3,0.00,0.00,0.00,0.00,54.54,4,
5,0.00,0.00,0.00,0.00,57.83,4,
7,0.00,0.00,0.00,0.00,59.50,4,
9,0.00,0.00,0.00,0.00,61.44,4,4.00
11,0.00,0.00,0.00,0.00,59.72,4,
13,0.00,0.00,0.00,0.00,55.36,2,
15,0.00,0.00,0.00,0.00,52.52,2,
17,0.37,1.49,0.46,1.90,49.85,2,
19,1.36,5.43,0.37,3.83,43.87,2,2.19
21,1.65,5.35,0.71,5.83,38.45,2,
23,4.12,11.12,1.01,7.83,34.06,3,
25,4.46,11.39,1.50,9.83,30.91,3,
27,7.90,17.66,2.13,11.83,28.79,3,
29,6.59,11.66,2.69,13.83,31.17,3,2.31
31,6.92,11.64,2.97,15.83,33.64,3,
33,6.85,11.64,3.62,17.83,37.46,1,
35,6.83,11.64,3.78,19.83,39.54,1,
37,4.84,10.37,4.48,21.83,38.62,1,
39,2.59,10.37,4.16,23.83,35.97,1,2.32
41,3.89,10.37,4.03,25.83,32.50,1,
43,4.80,10.37,4.74,27.83,27.40,8,
45,8.58,15.90,5.06,29.83,24.22,8,
47,9.67,16.52,6.02,31.83,23.15,8,
49,9.29,18.24,4.59,20.11,22.63,8,1.71
51,8.42,18.06,4.26,14.36,22.28,8,
53,11.01,20.89,4.05,16.36,22.32,3,
55,13.43,30.21,4.90,18.36,28.92,3,
57,13.32,29.93,5.90,20.36,31.92,3,
59,11.49,29.92,5.94,17.07,33.05,3,2.53
61,5.66,11.72,6.34,19.07,36.22,3,
63,5.85,11.04,6.32,21.07,36.99,5,
65,6.76,10.96,7.14,23.07,36.11,5,
67,6.11,7.93,6.18,25.07,35.60,5,
69,4.17,5.75,6.98,27.07,31.89,5,2.08
71,6.99,17.06,7.57,29.07,29.66,5,
73,8.88,24.61,8.00,31.07,27.98,1,
75,9.78,26.46,8.80,33.07,27.77,1,
77,13.04,30.57,9.46,35.07,28.44,1,
79,13.49,30.50,9.94,37.07,26.54,1,2.33
81,10.60,18.94,10.89,39.07,25.41,1,
83,10.60,18.93,11.70,41.07,26.65,7,
85,12.81,21.71,12.36,43.07,30.21,7,
87,14.15,25.37,12.52,45.07,31.15,7,
89,16.48,30.22,12.45,47.07,31.97,7,2.43
91,14.25,21.39,12.73,49.07,33.15,7,
93,9.27,19.15,13.04,51.07,32.80,4,
95,9.26,19.09,13.50,53.07,31.06,4,
97,10.56,19.09,14.63,55.07,28.12,4,
99,12.31,20.95,12.30,57.07,26.93,4,1.71
101,15.43,25.99,11.88,59.07,27.64,4,
103,17.69,25.90,10.93,61.07,26.50,7,
105,18.26,25.90,11.36,63.07,25.08,7,
107,21.70,30.58,12.69,65.07,23.94,7,
109,24.17,38.45,13.23,67.07,24.81,7,1.55
111,21.30,38.27,14.20,69.07,22.77,7,
113,19.21,38.27,15.05,71.07,19.04,2,
115,22.99,38.27,15.95,73.07,17.91,2,
117,27.88,42.60,15.70,75.07,17.47,2,
119,28.50,42.39,13.57,33.56,18.30,2,1.87
121,24.61,42.78,12.60,32.86,18.71,2,
