time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,60.00,8,
5,0.00,0.00,0.00,0.00,60.00,8,
7,0.00,0.00,0.00,0.00,60.00,8,
9,0.00,0.00,0.00,0.00,60.00,8,1.00
11,0.00,0.00,0.00,0.00,60.00,8,
13,0.00,0.00,0.00,0.00,60.00,1,
15,0.00,0.00,0.00,0.00,60.00,1,
17,0.00,0.00,0.00,0.00,60.00,1,
19,0.00,0.00,0.00,0.00,60.00,1,1.00
21,0.00,0.00,0.00,0.00,60.00,1,
23,0.00,0.00,0.00,0.00,39.29,8,
25,0.00,0.00,0.00,0.00,42.45,8,
27,0.00,0.00,0.00,0.00,53.60,8,
29,0.00,0.00,0.00,0.00,56.77,8,1.83
31,0.00,0.00,0.00,0.00,52.12,8,
33,0.00,0.00,0.00,0.00,45.32,7,
35,0.00,0.00,0.00,0.00,47.72,7,
37,0.00,0.00,0.21,1.35,47.87,7,
39,0.00,0.00,0.04,0.49,51.12,7,3.52
41,0.00,0.00,0.03,0.38,41.99,7,
43,0.00,0.00,0.00,0.00,36.87,2,
45,0.00,0.00,0.00,0.00,38.55,2,
47,0.08,0.33,0.13,1.30,44.50,2,
49,1.48,5.91,0.25,2.20,39.80,2,2.60
51,1.42,5.69,0.35,4.20,40.37,2,
53,1.63,5.69,0.60,6.20,37.11,6,
55,2.65,5.69,1.11,8.20,37.15,6,
57,1.42,5.69,1.57,10.20,38.09,6,
59,1.42,5.69,1.72,12.20,34.01,6,2.42
61,2.75,11.01,2.02,14.20,32.33,6,
63,2.69,10.75,2.53,16.20,31.14,7,
65,5.32,21.29,3.17,18.20,31.08,7,
67,5.66,22.65,2.76,20.20,31.08,7,
69,5.73,19.72,1.64,10.86,33.59,7,3.39
71,1.35,5.39,1.19,7.25,31.68,7,
73,1.34,5.37,1.49,9.05,30.45,2,
75,2.62,5.37,1.12,8.86,32.73,2,
77,1.85,5.37,1.62,10.86,37.18,2,
79,1.34,5.37,1.51,12.86,37.86,2,3.66
81,1.34,5.37,1.34,14.86,43.84,2,
83,1.34,5.37,1.46,16.86,41.19,7,
85,1.34,5.37,1.67,18.86,39.88,7,
87,1.72,5.37,2.00,20.86,42.75,7,
89,1.34,5.37,2.06,22.86,41.21,7,3.54
91,1.34,5.37,2.18,24.86,39.05,7,
93,1.34,5.37,2.56,26.86,38.45,1,
95,1.34,5.37,2.62,28.86,36.12,1,
97,1.34,5.37,2.81,30.86,36.05,1,
99,1.34,5.37,3.14,32.86,29.82,1,3.20
101,1.34,5.37,3.40,34.86,28.57,1,
103,1.34,5.37,3.55,36.86,31.69,6,
105,1.44,5.76,3.86,38.86,42.07,6,
107,0.52,1.34,4.36,40.86,45.27,6,
109,0.98,3.93,1.01,6.80,36.89,6,3.03
111,0.96,3.85,0.73,8.80,30.85,6,
113,0.96,3.85,1.05,10.80,27.48,1,
115,4.33,10.33,1.49,12.80,32.53,1,
117,5.12,11.20,0.91,5.34,38.60,1,
119,3.98,11.20,1.35,7.34,37.58,1,2.22
121,3.96,11.20,1.17,7.70,35.40,1,
123,3.96,11.20,1.73,9.70,32.70,2,
125,5.19,11.20,2.53,11.70,32.49,2,
127,6.19,8.54,2.89,13.70,31.56,2,
129,3.96,5.74,3.89,15.70,28.05,2,1.46
131,3.96,5.74,3.08,15.16,23.58,2,
133,5.37,10.25,4.01,17.16,21.89,5,
135,5.43,10.56,5.05,19.16,22.43,5,
137,6.16,10.56,5.99,21.16,22.00,5,
139,4.01,10.56,5.77,23.16,18.74,5,2.16
141,4.01,10.56,5.71,25.16,16.23,5,
143,4.01,10.56,5.78,27.16,16.71,6,
145,5.41,11.09,6.47,29.16,20.86,6,
147,7.97,16.48,6.96,31.16,28.31,6,
149,5.72,10.56,5.66,33.16,33.55,6,2.49
151,3.98,10.56,6.11,35.16,33.25,6,
153,3.98,10.56,6.34,37.16,30.45,7,
155,3.98,10.56,7.07,39.16,33.13,7,
157,3.95,6.57,5.05,41.16,29.26,7,
159,2.63,5.37,4.61,28.37,24.39,7,2.65
161,2.63,5.37,2.65,16.81,24.32,7,
163,4.32,11.18,3.46,18.81,27.11,1,
165,5.57,11.55,4.31,20.81,31.68,1,
167,4.77,11.55,4.29,22.81,34.32,1,
169,2.89,11.55,5.17,24.81,33.25,1,2.90
171,2.89,11.55,4.87,26.81,28.62,1,
173,4.16,16.64,5.66,28.81,24.39,8,
175,5.55,22.18,6.58,30.81,20.55,8,
177,7.97,27.53,7.69,32.81,20.64,8,
179,12.17,30.63,5.55,21.55,18.68,8,1.73
