time,queue_main,queue_right,queue_avg,queue_max,delay_direction_1,delay_direction_2,delay_direction_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.90
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.60
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.80
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.70
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.30
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.45
15,0.00,0.00,0.00,0.00,1.24,0.00,0.00,0.41,0.41,1.24,43.95
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.35
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.40
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.65
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.10
25,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.34,0.34,1.02,39.60
27,0.00,0.00,0.00,0.00,0.00,0.00,1.44,0.48,0.48,1.44,58.85
29,0.00,0.00,0.00,0.00,0.00,0.00,3.44,1.15,1.15,3.44,63.30
31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.27
33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.27
35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.60
37,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.50,0.50,1.50,22.87
39,4.56,0.00,2.28,4.56,0.84,3.50,0.00,1.45,1.45,3.50,10.50
41,8.38,0.00,4.19,8.38,2.84,5.50,0.00,2.78,2.78,5.50,13.58
43,11.64,0.00,5.82,11.64,4.84,7.50,0.00,4.12,4.12,7.50,14.35
45,17.10,0.00,8.55,17.10,6.84,9.50,0.00,5.45,5.45,9.50,15.75
47,16.97,0.00,8.48,16.97,8.84,11.50,0.00,6.78,6.78,11.50,22.48
49,16.97,0.00,8.48,16.97,10.84,13.50,0.00,8.12,8.12,13.50,19.66
51,16.97,0.00,8.48,16.97,12.84,15.50,0.00,9.45,9.45,15.50,21.95
53,16.97,0.00,8.48,16.97,14.84,17.50,1.56,11.30,11.30,17.50,24.66
55,16.97,4.08,10.53,16.97,16.84,19.50,3.56,13.30,13.30,19.50,25.95
57,16.97,4.81,10.89,16.97,18.84,21.50,5.56,15.30,15.30,21.50,22.59
59,16.97,4.81,10.89,16.97,20.84,23.50,7.56,17.30,17.30,23.50,17.85
61,16.97,11.40,14.19,16.97,22.84,25.50,9.56,19.30,19.30,25.50,17.14
63,16.97,11.48,14.22,16.97,24.84,27.50,11.56,21.30,21.30,27.50,16.23
65,17.66,17.07,17.37,17.66,26.84,29.50,13.56,23.30,23.30,29.50,19.48
67,26.05,17.73,21.89,26.05,28.84,31.50,15.56,25.30,25.30,31.50,16.09
69,29.67,17.73,23.70,29.67,30.84,33.50,17.56,27.30,27.30,33.50,11.47
71,32.27,17.73,25.00,32.27,32.84,35.50,19.56,29.30,29.30,35.50,9.48
73,37.36,17.73,27.54,37.36,34.84,37.50,21.56,31.30,31.30,37.50,9.50
75,46.25,17.73,31.99,46.25,36.84,39.50,23.56,33.30,33.30,39.50,8.61
77,49.48,17.73,33.61,49.48,38.84,41.50,25.56,35.30,35.30,41.50,8.79
79,49.45,17.73,33.59,49.45,40.84,43.50,27.56,37.30,37.30,43.50,8.29
81,49.45,17.73,33.59,49.45,42.84,45.50,29.56,39.30,39.30,45.50,5.31
83,49.45,26.13,37.79,49.45,44.84,47.50,31.56,41.30,41.30,47.50,7.35
85,49.45,37.66,43.55,49.45,46.84,49.50,33.56,43.30,43.30,49.50,7.16
87,49.45,37.74,43.59,49.45,48.84,51.50,35.56,45.30,45.30,51.50,5.60
89,49.45,37.74,43.59,49.45,50.84,47.96,37.56,45.46,45.46,50.84,6.16
91,49.45,42.86,46.15,49.45,26.02,49.96,39.56,38.52,38.52,49.96,4.59
93,49.32,44.26,46.79,49.32,28.02,29.17,41.56,32.92,32.92,41.56,7.66
95,14.42,44.25,29.34,44.25,30.02,25.34,43.56,32.98,32.98,43.56,8.13
97,0.00,44.25,22.13,44.25,0.00,27.34,45.56,24.30,24.30,45.56,8.93
99,0.00,44.25,22.13,44.25,0.00,26.29,47.56,24.61,24.61,47.56,3.86
101,1.94,44.25,23.10,44.25,0.00,25.85,49.56,25.14,25.14,49.56,4.56
103,7.29,44.25,25.77,44.25,0.00,27.85,51.56,26.47,26.47,51.56,10.79
105,11.68,44.25,27.97,44.25,0.00,29.85,47.26,25.70,25.70,47.26,11.56
107,11.62,44.25,27.94,44.25,0.00,31.85,44.80,25.55,25.55,44.80,13.98
109,11.62,43.63,27.62,43.63,0.00,33.85,33.82,22.56,22.56,33.85,15.64
111,11.62,12.52,12.07,12.52,0.00,35.85,28.73,21.53,21.53,35.85,25.40
113,11.62,0.00,5.81,11.62,0.00,37.85,30.73,22.86,22.86,37.85,31.97
115,11.62,0.00,5.81,11.62,0.00,39.85,30.24,23.36,23.36,39.85,32.38
117,11.62,0.00,5.81,11.62,1.27,41.85,26.12,23.08,23.08,41.85,32.62
119,11.62,0.92,6.27,11.62,3.27,43.85,6.45,17.86,17.86,43.85,28.89
121,17.39,5.66,11.53,17.39,5.27,45.85,8.45,19.86,19.86,45.85,24.61
123,17.43,5.57,11.50,17.43,7.27,47.85,10.45,21.86,21.86,47.85,18.79
125,24.31,5.57,14.94,24.31,9.27,49.85,12.45,23.86,23.86,49.85,11.80
