time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,44.45,0.00,1
3,0.00,0.00,0.00,0.00,53.17,0.00,1
5,0.00,0.00,0.00,0.00,59.55,0.00,1
7,0.00,0.00,0.00,0.00,60.43,0.00,1
9,0.00,0.00,0.00,0.00,61.04,0.00,1
11,0.00,0.00,0.00,0.00,56.31,0.00,1
13,0.00,0.00,0.00,0.00,50.81,0.00,1
15,0.00,0.00,0.00,0.02,44.58,0.00,1
17,0.45,1.80,0.42,2.02,40.62,0.00,1
19,2.52,5.43,0.92,4.02,37.46,0.00,1
21,4.83,10.29,1.64,6.02,36.37,0.00,3
23,7.05,12.09,2.47,8.02,34.06,0.00,3
25,8.63,12.06,3.35,10.02,30.23,1.00,3
27,8.75,15.26,4.14,12.02,29.12,1.00,3
29,7.42,18.70,4.88,14.02,30.31,1.00,3
31,8.28,18.67,5.57,16.02,27.87,3.00,3
33,9.96,18.67,6.34,18.02,23.05,1.00,3
35,10.10,18.67,7.26,20.02,22.90,1.00,3
37,11.71,18.67,8.24,22.02,21.84,0.00,3
39,13.97,27.65,9.24,24.02,19.54,0.00,3
41,14.39,29.32,10.24,26.02,17.04,0.00,3
43,14.39,29.31,11.40,28.02,17.00,1.00,2
45,15.93,29.31,12.55,30.02,17.63,0.00,2
47,17.49,29.31,13.71,32.02,19.70,0.00,2
49,17.43,29.31,14.96,34.02,22.30,2.00,2
51,16.18,29.30,15.34,36.02,23.45,2.00,2
53,14.65,23.66,12.76,38.02,23.03,2.00,2
55,15.63,23.66,11.36,40.02,20.39,1.00,4
57,16.06,23.66,12.58,42.02,15.53,1.00,4
59,18.31,27.98,12.15,44.02,18.18,0.00,4
61,18.49,29.91,13.48,46.02,20.83,2.00,4
63,16.29,29.90,12.68,37.83,23.67,2.00,1
65,18.26,33.59,12.46,36.64,26.79,1.00,1
67,17.79,29.95,13.10,38.64,27.95,0.00,1
69,13.85,29.93,14.60,40.64,27.78,2.00,1
71,16.61,29.93,13.45,29.18,25.89,2.00,1
73,17.99,29.93,12.80,29.73,26.01,1.00,1
75,17.98,29.93,12.09,31.73,22.62,2.00,1
77,20.75,32.82,11.55,33.73,21.16,1.00,1
79,25.86,41.03,12.32,35.73,20.95,0.00,1
81,29.03,45.02,13.48,37.73,18.21,0.00,3
83,35.80,57.80,14.80,39.73,15.10,2.00,3
85,38.55,65.92,16.13,41.73,13.99,1.00,3
87,41.34,67.45,16.32,43.73,11.69,2.00,3
89,41.52,69.29,16.82,45.73,9.04,2.00,3
91,45.93,74.23,16.12,47.73,9.25,2.00,3
93,48.41,74.14,16.88,49.73,9.23,2.00,3
95,51.38,78.20,17.65,51.73,10.89,1.00,3
97,55.42,90.38,18.24,53.73,12.20,2.00,3
99,55.73,91.67,19.44,55.73,16.34,1.00,2
101,55.59,91.12,20.84,57.73,15.84,1.00,2
103,54.60,87.16,21.99,59.73,14.07,0.00,2
105,42.93,76.19,23.49,61.73,11.45,2.00,2
107,39.02,82.92,23.83,63.73,9.32,2.00,2
109,42.03,84.36,23.82,65.73,11.09,1.00,4
111,39.62,88.92,25.13,67.73,12.37,1.00,4
113,41.11,94.80,24.19,69.73,12.74,0.00,4
115,40.86,95.56,25.85,71.73,15.32,2.00,4
117,41.57,95.56,25.75,59.40,17.08,2.00,4
119,47.20,95.56,25.44,55.12,15.88,2.00,4
121,49.83,98.24,23.60,44.84,15.55,1.00,4
123,53.75,101.83,24.81,43.40,12.49,1.00,1
125,57.12,105.58,26.21,44.15,12.23,1.00,1
127,61.00,107.71,27.12,45.80,14.03,0.00,1
129,63.61,107.69,28.76,47.80,15.12,2.00,1
131,68.32,107.69,29.60,46.23,16.20,2.00,1
133,77.21,107.69,29.77,48.23,16.06,2.00,1
135,79.20,115.01,30.63,50.23,16.03,2.00,1
137,83.25,128.27,31.79,52.23,12.33,3.00,1
139,90.85,133.22,30.55,54.23,10.15,1.00,3
141,96.97,132.68,31.37,56.23,8.75,0.00,3
143,83.74,97.25,33.25,58.23,9.83,1.00,3
145,77.53,98.50,33.31,60.23,9.95,2.00,3
147,73.51,100.06,32.01,61.43,10.58,2.00,2
149,57.79,99.85,32.40,63.43,10.99,2.00,2
151,57.49,99.85,32.33,65.43,12.62,0.00,2
153,58.54,99.85,34.16,67.43,14.65,2.00,2
155,54.14,99.85,33.18,67.14,13.94,2.00,2
157,61.88,105.67,28.57,69.08,11.72,2.00,2
159,63.07,105.70,29.96,71.08,10.26,2.00,2
161,68.33,113.97,29.61,73.08,10.35,0.00,4
163,77.83,124.00,31.61,75.08,9.32,0.00,4
165,85.06,124.96,33.61,77.08,8.20,0.00,4
167,87.35,124.89,35.61,79.08,7.58,2.00,4
169,87.39,118.94,37.50,78.96,7.24,2.00,4
171,71.06,97.92,39.12,79.50,8.16,2.00,4
173,75.53,107.39,38.20,75.35,9.09,1.00,4
175,79.79,112.97,38.77,60.23,8.91,1.00,4
177,82.95,115.04,39.72,53.74,8.08,1.00,1
179,84.94,115.03,40.98,55.74,6.77,1.00,1
181,89.05,120.97,42.82,57.74,7.17,0.00,1
183,92.02,121.04,44.82,59.74,8.86,2.00,1
185,84.41,121.04,46.08,61.74,10.75,2.00,1
187,76.98,121.04,47.53,63.74,10.55,2.00,1
189,80.35,121.04,48.56,65.74,8.05,2.00,3
191,82.56,121.04,46.19,67.74,4.90,2.00,3
193,91.99,126.58,44.76,69.74,4.39,1.00,3
195,99.54,133.36,46.38,71.74,5.04,1.00,3
197,101.56,133.22,48.25,73.69,8.06,3.00,3
199,101.78,133.22,43.53,75.69,9.26,1.00,3
201,87.30,133.22,44.23,77.69,9.95,2.00,2
203,81.79,133.22,44.84,79.69,9.18,2.00,2
205,84.82,141.06,46.34,81.69,7.31,0.00,2
207,88.63,145.66,48.34,83.69,6.39,2.00,2
209,92.62,145.61,48.52,70.81,6.46,2.00,2
211,95.88,145.57,48.20,72.81,9.68,2.00,2
213,91.46,136.72,49.68,74.81,11.38,2.00,2
215,76.29,136.52,50.36,76.81,11.82,2.00,2
217,77.84,136.52,50.58,78.81,14.19,1.00,2
219,65.39,136.45,50.30,80.81,13.67,2.00,4
221,69.24,142.26,48.55,82.81,14.98,0.00,4
223,71.74,142.09,50.55,84.81,13.78,1.00,4
225,73.87,142.56,51.74,86.81,12.91,2.00,4
227,80.58,153.60,50.26,72.46,13.36,3.00,1
229,84.49,159.30,43.07,71.00,13.11,2.00,1
231,87.00,159.28,41.49,73.00,11.42,0.00,1
233,81.27,145.58,43.26,75.00,10.58,2.00,1
235,50.46,135.02,44.21,74.39,9.75,2.00,3
237,55.22,148.38,44.89,72.50,7.35,2.00,3
239,61.31,164.91,45.98,74.50,8.66,1.00,3
241,65.40,167.90,45.08,76.50,8.52,2.00,3
243,71.19,174.67,46.19,77.45,10.00,2.00,3
245,73.43,180.51,45.31,74.82,9.87,2.00,3
247,73.26,180.39,46.39,76.82,7.85,2.00,3
249,75.02,180.39,46.98,78.82,6.22,2.00,3
251,76.51,180.39,46.41,80.82,7.37,1.00,2
253,78.35,180.39,45.44,82.82,8.23,0.00,2
255,81.33,184.44,47.24,84.82,8.94,0.00,2
257,85.25,190.84,49.24,86.82,10.35,2.00,2
259,88.20,195.70,48.13,88.82,10.42,2.00,2
261,89.07,199.33,43.46,90.82,10.22,2.00,2
263,89.69,199.31,42.56,92.82,8.35,2.00,4
265,95.32,199.31,43.97,94.82,7.84,2.00,4
267,93.32,199.31,42.62,96.82,6.88,1.00,4
269,84.85,199.31,43.44,98.82,7.48,2.00,4
271,85.68,199.31,43.71,100.82,7.04,2.00,1
273,86.85,198.92,41.90,102.82,6.62,1.00,1
275,82.45,171.04,43.61,104.82,6.52,0.00,1
277,74.85,134.00,45.44,106.82,7.24,2.00,1
279,78.09,139.89,43.97,107.74,7.96,2.00,1
281,80.93,147.18,44.69,107.76,9.41,2.00,1
283,84.62,154.36,43.82,100.44,10.16,2.00,1
285,89.06,166.99,39.81,88.39,9.80,2.00,1
287,77.25,179.14,40.12,80.14,9.90,2.00,3
289,63.84,187.62,39.45,78.38,9.79,1.00,3
291,68.91,200.76,38.99,78.27,8.38,0.00,3
293,74.63,202.85,40.82,80.27,6.63,2.00,3
295,76.05,201.84,40.98,82.27,6.55,2.00,3
297,77.30,201.82,41.38,84.27,7.13,1.00,3
299,81.25,201.82,42.01,86.27,9.60,1.00,3
301,81.59,201.82,43.16,88.27,10.11,0.00,2
303,81.59,201.82,44.99,90.27,11.79,2.00,2
305,82.84,201.82,46.27,92.27,11.50,0.00,2
307,83.18,201.82,47.93,94.27,10.52,2.00,2
309,83.75,201.82,48.50,96.27,9.42,2.00,4
311,88.62,201.82,44.98,98.27,8.48,2.00,4
313,92.36,201.82,44.33,100.27,9.02,2.00,4
315,93.80,201.82,42.88,102.27,9.69,2.00,4
