time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,35.59,0,
3,0.00,0.00,0.00,0.00,47.25,7,
5,0.00,0.00,0.00,0.00,48.56,7,
7,0.00,0.00,0.00,0.00,55.54,7,
9,0.00,0.00,0.00,0.00,54.29,7,4.00
11,0.00,0.00,0.00,0.00,51.30,7,
13,0.00,0.00,0.01,0.13,43.49,2,
15,0.07,0.30,0.18,2.13,43.33,2,
17,1.34,5.37,0.51,4.13,45.35,2,
19,1.30,5.21,0.51,6.13,46.00,2,2.21
21,1.30,5.21,0.68,8.13,46.61,2,
23,1.30,5.21,0.84,10.13,42.53,8,
25,1.85,4.89,1.22,12.13,47.79,8,
27,0.00,0.00,1.65,14.13,37.30,8,
29,0.15,0.60,0.23,2.47,33.85,8,3.28
31,2.62,10.46,0.37,4.47,39.24,8,
33,3.05,12.19,0.54,6.47,36.69,7,
35,3.05,12.19,0.71,8.47,45.41,7,
37,2.49,9.94,0.87,10.47,46.28,7,
39,0.00,0.00,1.04,12.45,47.63,7,3.41
41,0.00,0.00,0.29,2.73,45.10,7,
43,0.96,3.85,0.33,2.80,41.99,8,
45,1.11,4.45,0.26,3.13,43.80,8,
47,0.00,0.00,0.61,5.13,40.83,8,
49,0.14,0.57,0.41,3.36,40.14,8,3.58
51,1.27,5.07,0.54,5.36,40.13,8,
53,1.22,4.90,0.65,7.36,39.78,2,
55,1.22,4.90,0.85,9.36,39.29,2,
57,1.22,4.90,1.01,11.36,34.14,2,
59,2.13,8.54,1.36,13.36,36.79,2,2.63
61,2.64,10.57,1.46,15.36,36.64,2,
63,2.64,10.55,1.75,17.36,35.78,1,
65,3.66,12.38,1.93,19.36,36.77,1,
67,5.32,16.70,2.37,21.36,34.88,1,
69,4.59,13.80,2.09,14.05,26.21,1,2.45
71,2.06,5.30,1.84,9.81,23.76,1,
73,2.17,7.77,2.43,11.81,25.64,8,
75,5.74,11.83,2.71,13.81,25.81,8,
77,7.77,17.10,3.70,15.81,24.06,8,
79,6.52,17.75,2.78,9.70,24.90,8,1.75
81,8.55,22.15,2.78,11.70,25.38,8,
83,9.86,27.44,3.45,13.70,23.03,1,
85,12.76,39.01,4.13,15.70,23.10,1,
87,14.13,44.21,4.96,17.70,19.71,1,
89,16.00,44.17,5.64,17.84,17.77,1,1.04
91,20.28,52.69,6.55,19.84,17.83,1,
93,24.10,57.66,6.95,21.30,16.92,2,
95,24.75,57.56,7.82,23.30,18.29,2,
97,25.05,57.03,8.99,25.30,18.30,2,
99,24.76,43.50,9.47,23.93,16.96,2,2.21
101,17.09,39.32,8.94,25.93,15.58,2,
103,15.72,33.10,9.02,27.93,13.96,1,
105,16.22,36.90,9.71,29.93,16.75,1,
107,15.11,45.07,11.13,31.93,17.71,1,
109,16.49,44.46,9.50,33.93,19.43,1,2.54
111,16.77,44.46,10.05,35.93,20.80,1,
113,16.70,44.27,10.96,37.93,18.73,2,
115,16.27,42.64,12.29,39.93,20.75,2,
117,13.11,26.13,13.40,41.93,22.77,2,
119,15.20,31.51,13.06,43.93,24.98,2,2.05
121,17.17,30.03,14.15,45.93,24.35,2,
123,12.44,24.79,13.90,47.93,23.09,2,
125,11.61,24.76,14.10,49.93,20.70,2,
127,11.61,24.76,15.27,51.93,19.59,2,
129,13.97,29.06,16.26,53.93,18.45,2,1.59
131,17.34,30.57,17.34,55.93,19.61,2,
133,17.67,30.57,18.83,57.93,17.19,1,
135,19.45,30.57,20.03,59.93,13.01,1,
137,21.57,30.57,21.70,61.93,11.89,1,
139,25.82,40.99,20.79,63.93,13.14,1,1.64
141,28.15,47.44,21.16,65.93,13.27,1,
143,30.78,56.68,21.54,67.93,13.89,2,
145,32.37,63.04,19.75,69.93,14.76,2,
147,33.72,68.05,21.11,71.93,14.33,2,
149,36.08,66.33,21.94,73.93,17.01,2,1.51
151,26.83,56.12,22.10,75.93,15.54,2,
153,27.65,57.54,23.17,77.93,16.38,1,
155,33.95,64.83,24.24,79.93,17.25,1,
157,38.44,68.29,25.74,81.93,16.19,1,
159,35.81,69.97,25.87,83.93,12.64,1,1.82
161,38.66,76.49,26.56,85.93,10.58,1,
163,42.04,88.08,27.42,87.93,10.31,8,
165,43.31,89.63,28.14,89.93,9.95,8,
167,45.85,88.35,29.67,91.93,12.88,8,
