time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.92,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.75,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.10,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.39,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.39,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.64,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.01,0.00
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.38,0.00
21,0.00,0.87,0.43,0.87,0.00,0.00,1.70,0.57,1.02,1.70,41.11,0.00
23,0.00,5.18,2.59,5.18,0.00,0.00,3.70,1.23,2.22,3.70,38.11,0.00
25,0.00,5.05,2.52,5.05,0.00,0.00,5.70,1.90,3.42,5.70,37.83,0.00
27,0.00,5.05,2.52,5.05,0.00,0.54,7.70,2.75,4.73,7.70,34.76,1.00
29,0.00,5.05,2.52,5.05,0.00,0.00,9.70,3.23,5.82,9.70,30.17,0.00
31,0.00,5.05,2.52,5.05,0.00,0.00,11.70,3.90,7.02,11.70,24.74,0.00
33,0.00,6.81,3.41,6.81,0.00,0.00,13.70,4.57,8.22,13.70,22.16,0.00
35,0.00,11.57,5.78,11.57,0.00,0.00,15.70,5.23,9.42,15.70,17.95,0.00
37,0.00,11.48,5.74,11.48,0.00,0.00,17.70,5.90,10.62,17.70,13.74,0.00
39,0.00,11.48,5.74,11.48,0.00,0.00,19.70,6.57,11.82,19.70,7.05,0.00
41,0.00,11.48,5.74,11.48,0.00,0.00,21.70,7.23,13.02,21.70,12.41,0.00
43,0.96,11.48,6.22,11.48,0.86,0.00,23.70,8.18,14.39,23.70,17.84,0.00
45,0.00,11.48,5.74,11.48,2.86,0.00,25.70,9.52,15.99,25.70,33.13,1.00
47,0.00,8.33,4.17,8.33,0.00,0.00,27.70,9.23,16.62,27.70,66.98,1.00
49,0.00,0.00,0.00,0.00,0.00,0.00,16.80,5.60,10.08,16.80,65.46,1.00
