time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,44.37,0.00,0,
3,0.00,0.00,0.00,0.00,55.66,0.00,4,
5,0.00,0.00,0.00,0.00,60.45,0.00,4,
7,0.00,0.00,0.00,0.00,60.41,0.00,4,
9,0.00,0.00,0.00,0.00,61.16,0.00,4,4.00
11,0.00,0.00,0.00,0.00,59.31,0.00,4,
13,0.00,0.00,0.00,0.00,50.06,0.00,2,
15,0.00,0.00,0.00,0.05,50.28,0.00,2,
17,0.51,2.06,0.50,2.05,48.35,2.00,2,
19,1.35,5.40,0.39,3.97,48.82,1.00,2,2.50
21,1.34,5.35,0.53,5.97,45.75,1.00,2,
23,1.50,5.35,0.74,7.97,42.92,0.00,3,
25,3.83,9.99,1.08,9.97,41.30,0.00,3,
27,3.90,9.65,1.41,11.97,39.13,1.00,3,
29,2.91,10.55,1.93,13.97,35.44,1.00,3,1.88
31,3.84,10.37,2.01,15.97,33.25,1.00,3,
33,5.15,10.37,2.57,17.97,31.24,1.00,2,
35,6.65,11.64,3.19,19.97,29.31,0.00,2,
37,6.85,11.64,4.31,21.97,25.98,2.00,2,
39,7.28,12.06,4.26,23.97,27.01,0.00,2,1.49
41,8.45,16.64,5.20,25.97,25.89,1.00,2,
43,8.43,16.56,6.07,27.97,23.00,1.00,4,
45,8.43,16.56,6.76,29.97,18.90,0.00,4,
47,8.42,16.51,7.66,31.97,20.66,2.00,4,
49,8.00,17.54,7.45,22.29,21.73,1.00,4,1.33
51,8.53,21.89,7.28,23.87,23.24,1.00,4,
53,9.01,23.82,7.28,25.87,23.05,1.00,3,
55,9.01,23.81,7.59,27.87,24.21,0.00,3,
57,9.01,23.81,8.26,29.87,27.60,2.00,3,
59,8.98,23.81,7.65,31.87,28.48,2.00,3,2.01
61,9.95,27.71,6.30,33.87,28.07,2.00,3,
63,10.39,29.45,6.10,35.87,26.21,2.00,1,
65,10.74,29.44,6.42,37.87,28.89,0.00,1,
67,11.89,29.44,7.31,39.87,30.22,2.00,1,
69,9.93,29.44,6.29,39.07,34.55,2.00,1,2.69
71,6.16,14.39,4.59,24.80,33.60,1.00,1,
73,4.96,8.13,5.38,24.22,31.98,1.00,4,
75,7.73,14.84,4.26,13.82,38.01,1.00,4,
77,6.95,18.05,3.94,13.55,39.65,2.00,4,
79,6.78,18.01,3.23,12.68,39.09,2.00,4,2.11
81,7.64,18.01,2.76,14.68,36.13,0.00,4,
83,8.75,18.01,3.46,16.68,30.82,0.00,2,
85,10.53,18.01,4.53,18.68,30.11,1.00,2,
87,14.14,18.67,4.30,17.59,27.91,1.00,2,
89,12.27,25.93,5.66,19.59,26.63,2.00,2,1.05
91,11.61,30.68,5.75,21.59,27.14,2.00,2,
93,13.87,30.59,5.90,23.59,24.34,1.00,3,
95,16.47,37.84,6.48,25.59,24.34,0.00,3,
97,19.27,43.00,7.48,27.59,24.43,2.00,3,
99,21.53,42.87,7.57,29.57,22.91,1.00,3,1.33
101,22.50,42.87,8.40,28.29,18.50,1.00,3,
103,19.22,27.52,8.56,20.64,14.06,2.00,1,
105,21.47,34.67,9.54,22.64,12.29,0.00,1,
107,25.34,37.50,10.87,24.64,11.93,2.00,1,
109,25.13,37.48,10.67,25.75,15.16,2.00,1,1.67
111,21.25,41.36,11.57,27.75,16.50,2.00,1,
113,19.19,44.12,12.50,29.75,14.91,2.00,3,
115,19.16,44.11,12.61,31.75,18.40,1.00,3,
117,19.03,44.11,12.88,33.75,19.14,2.00,3,
119,18.94,44.11,13.09,35.75,20.04,2.00,3,1.55
121,18.94,44.11,14.00,37.75,18.88,1.00,3,
123,19.32,44.11,12.86,39.75,15.41,0.00,1,
125,20.33,44.11,13.98,41.75,12.19,0.00,1,
