time,calc_time
1.00,0.14
9.00,0.08
19.00,0.08
29.00,0.06
39.00,0.07
49.00,0.06
59.00,0.06
69.00,0.06
79.00,0.06
89.00,0.07
99.00,0.08
109.00,0.08
119.00,0.06
129.00,0.07
139.00,0.07
149.00,0.05
159.00,0.07
169.00,0.05
179.00,0.07
189.00,0.05
199.00,0.06
209.00,0.05
219.00,0.06
229.00,0.05
239.00,0.05
249.00,0.06
259.00,0.05
269.00,0.05
279.00,0.05
289.00,0.07
299.00,0.07
309.00,0.05
319.00,0.06
329.00,0.07
339.00,0.05
349.00,0.05
359.00,0.05
369.00,0.07
379.00,0.05
389.00,0.07
399.00,0.05
409.00,0.07
419.00,0.07
429.00,0.05
439.00,0.05
449.00,0.07
459.00,0.06
469.00,0.07
479.00,0.07
489.00,0.06
499.00,0.06
