id,intersection_id,road_order_id,turn_ratio_template_id
1,1,1,7
2,1,2,7
3,1,3,7
4,1,4,7
5,2,1,7
6,2,2,7
7,2,3,7
8,2,4,7
9,3,1,7
10,3,2,7
11,3,3,7
12,3,4,7
13,4,1,7
14,4,2,7
15,4,3,7
16,4,4,7
17,5,1,7
18,5,2,7
19,5,3,7
20,5,4,7
21,6,1,7
22,6,2,7
23,6,3,7
24,6,4,7
25,7,1,7
26,7,2,7
27,7,3,7
28,7,4,7
29,8,1,7
30,8,2,7
31,8,3,7
32,8,4,7
33,9,1,7
34,9,2,7
35,9,3,7
36,9,4,7
