time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,52.40
5,0.00,0.00,0.00,0.00,0.00,59.80
7,0.00,0.00,0.00,0.00,0.00,66.15
9,0.00,0.00,0.00,0.00,0.00,65.40
11,0.00,0.00,0.00,0.00,0.00,58.15
13,0.00,0.00,0.00,0.00,0.00,40.70
15,0.00,0.00,0.00,0.00,0.00,20.55
17,0.00,0.00,0.00,1.94,0.00,19.80
19,0.00,0.00,0.00,3.94,0.00,54.90
21,0.00,0.00,0.00,3.10,0.00,67.20
23,0.00,0.00,0.00,0.00,0.00,58.75
25,0.00,0.00,0.00,0.00,0.00,64.10
27,0.00,0.00,0.00,0.00,0.00,56.10
29,0.00,0.00,0.00,0.00,0.00,45.05
31,0.00,0.00,0.00,0.00,0.00,35.45
33,0.30,0.00,0.00,1.74,0.00,26.30
35,5.28,0.00,0.00,3.74,0.00,15.10
37,5.09,0.00,0.00,5.74,0.00,19.07
39,5.09,0.31,0.00,7.74,0.99,18.90
41,5.09,5.54,0.00,9.74,2.99,21.43
43,5.09,5.33,0.00,11.74,4.99,21.20
45,5.09,5.33,0.00,13.74,6.99,28.50
47,5.09,5.33,0.00,15.74,8.99,32.68
49,5.09,5.33,0.00,17.74,10.99,32.28
51,5.09,5.33,0.00,19.74,12.99,29.75
53,5.09,7.72,0.00,21.74,14.99,33.14
55,5.09,11.68,0.00,23.74,16.99,34.60
57,5.09,11.62,0.00,25.74,18.99,31.39
59,5.09,11.62,0.00,27.74,20.99,25.67
61,5.09,16.11,0.00,29.74,22.99,21.41
63,11.88,17.66,0.00,31.74,24.99,17.27
65,19.30,5.05,0.00,33.74,13.41,13.22
67,19.09,0.00,0.00,35.74,7.06,11.36
69,24.46,2.12,0.00,37.74,2.97,17.47
71,25.91,4.96,0.00,39.74,4.97,19.70
73,25.59,4.94,0.00,14.30,6.97,23.77
75,0.00,4.94,0.00,14.12,8.97,24.94
77,0.00,4.94,0.00,10.17,10.97,21.74
79,5.66,4.94,0.00,12.17,12.97,16.66
81,16.42,4.94,0.00,14.17,14.97,9.96
83,18.18,4.94,0.00,16.17,16.97,10.45
85,24.24,4.94,1.83,18.17,18.97,9.55
87,24.01,9.34,3.83,20.17,20.97,17.61
89,24.01,10.47,5.83,22.17,22.97,18.41
91,24.01,10.46,7.83,24.17,24.97,17.46
93,24.01,10.46,9.83,26.17,26.97,12.50
95,24.01,10.46,11.83,28.17,28.97,11.93
97,24.01,10.46,13.83,30.17,30.97,14.28
99,30.62,10.46,15.83,32.17,32.97,17.54
101,38.03,10.46,17.83,34.17,34.97,23.74
103,37.77,10.46,19.83,36.17,36.97,21.34
105,37.77,10.46,21.83,38.17,38.97,17.16
107,37.77,10.46,23.83,40.17,40.97,11.79
109,41.50,10.46,25.83,42.17,42.97,8.98
111,48.93,10.46,27.83,44.17,44.97,12.39
113,50.60,10.46,29.83,46.17,46.97,13.77
115,50.60,10.46,31.83,48.17,48.97,18.59
117,50.60,10.46,33.83,50.17,50.97,20.61
119,50.60,8.51,35.83,52.17,52.97,22.79
121,50.60,0.00,37.83,50.86,40.36,22.85
123,53.24,0.00,39.83,25.74,10.20,21.51
125,65.98,0.00,41.83,27.74,11.25,13.53
127,73.32,0.00,26.39,29.74,11.16,8.71
129,84.52,5.01,28.39,31.74,13.16,8.36
131,95.41,4.80,30.39,33.74,15.16,8.39
133,95.83,4.80,32.39,35.74,17.16,12.69
135,95.13,4.80,34.39,37.74,19.16,15.80
137,66.17,4.80,36.39,39.74,21.16,13.72
139,50.04,4.80,38.39,41.74,23.16,8.84
141,59.39,4.80,40.39,43.74,25.16,4.76
143,73.91,4.80,42.39,45.74,27.16,3.15
145,89.07,4.80,44.39,37.09,29.16,3.78
147,95.63,4.80,26.22,39.09,31.16,3.16
149,95.49,4.80,28.22,38.97,33.16,8.03
151,95.49,4.80,30.22,25.84,35.16,13.84
153,95.49,4.80,28.72,27.84,37.16,20.26
155,95.49,4.80,30.72,29.84,39.16,18.92
157,95.48,4.80,0.00,31.84,41.16,13.27
159,95.26,4.80,0.00,33.84,43.16,11.79
161,70.69,4.80,0.00,35.84,45.16,13.92
