time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.48,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.03,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.01,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.20,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.14,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.96,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.39,0.00
17,0.00,0.00,0.00,0.00,1.16,0.00,0.00,0.39,0.23,1.16,43.13,1.00
19,0.00,0.00,0.00,0.00,0.00,1.84,0.00,0.61,0.37,1.84,35.09,2.00
21,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.23,0.42,0.70,21.04,0.00
23,0.00,4.38,2.19,4.38,1.75,0.00,2.70,1.48,1.97,2.70,3.44,1.00
25,2.35,5.15,3.75,5.15,0.00,1.51,4.70,2.07,3.12,4.70,0.00,0.00
27,5.51,5.14,5.33,5.51,0.00,3.51,6.70,3.40,4.72,6.70,14.80,0.00
29,5.49,5.14,5.32,5.49,0.00,5.51,8.70,4.74,6.32,8.70,17.80,0.00
31,5.49,5.14,5.32,5.49,0.00,7.51,10.70,6.07,7.92,10.70,29.44,0.00
33,5.49,5.14,5.32,5.49,0.00,9.51,12.70,7.40,9.52,12.70,32.39,0.00
35,5.40,5.14,5.27,5.40,0.00,11.51,14.70,8.74,11.12,14.70,40.59,0.00
37,0.24,5.14,2.69,5.14,0.00,13.51,16.70,10.07,12.72,16.70,46.86,1.00
39,0.00,5.14,2.57,5.14,0.00,0.00,18.70,6.23,11.22,18.70,48.07,0.00
41,0.00,5.14,2.57,5.14,0.00,1.59,20.70,7.43,12.74,20.70,43.17,1.00
43,0.00,5.14,2.57,5.14,0.00,0.00,22.70,7.57,13.62,22.70,38.90,0.00
45,0.00,5.14,2.57,5.14,0.00,0.00,24.70,8.23,14.82,24.70,34.11,0.00
47,0.00,10.06,5.03,10.06,0.00,0.00,26.70,8.90,16.02,26.70,31.60,0.00
49,0.00,10.94,5.47,10.94,0.00,0.00,28.70,9.57,17.22,28.70,28.67,0.00
51,0.00,14.92,7.46,14.92,0.00,0.00,30.70,10.23,18.42,30.70,24.81,0.00
53,0.00,24.29,12.14,24.29,0.00,0.92,32.70,11.21,19.80,32.70,22.53,0.00
55,1.52,24.04,12.78,24.04,0.00,2.92,34.70,12.54,21.40,34.70,25.82,0.00
57,4.51,24.04,14.28,24.04,0.00,4.92,36.70,13.87,23.00,36.70,23.49,1.00
59,4.43,22.54,13.49,22.54,0.00,6.92,14.13,7.02,9.86,14.13,22.14,1.00
61,4.43,0.00,2.22,4.43,0.00,8.92,12.27,7.06,9.15,12.27,27.42,1.00
63,4.43,0.00,2.22,4.43,0.00,10.92,12.19,7.70,9.50,12.19,26.61,1.00
65,4.43,1.37,2.90,4.43,0.00,12.92,5.66,6.19,5.98,12.92,19.33,0.00
67,4.43,9.93,7.18,9.93,0.00,14.92,7.66,7.53,7.58,14.92,13.31,0.00
69,4.43,17.17,10.80,17.17,0.00,16.92,9.66,8.86,9.18,16.92,15.81,0.00
71,4.43,23.13,13.78,23.13,0.00,18.92,11.66,10.19,10.78,18.92,14.22,0.00
73,4.43,23.88,14.16,23.88,0.00,20.92,13.66,11.53,12.38,20.92,11.69,0.00
75,4.43,23.88,14.16,23.88,0.00,22.92,15.66,12.86,13.98,22.92,9.54,0.00
77,7.53,23.88,15.71,23.88,0.91,24.92,17.66,14.50,15.76,24.92,8.05,0.00
79,10.85,23.88,17.37,23.88,2.91,26.92,19.66,16.50,17.76,26.92,9.67,0.00
81,10.82,23.88,17.35,23.88,4.91,28.92,21.66,18.50,19.76,28.92,8.47,0.00
83,10.82,23.88,17.35,23.88,6.91,30.92,23.66,20.50,21.76,30.92,7.67,0.00
85,14.95,23.88,19.42,23.88,8.91,32.92,25.66,22.50,23.76,32.92,9.71,0.00
87,17.92,23.88,20.90,23.88,10.91,34.92,27.66,24.50,25.76,34.92,12.05,1.00
89,6.88,23.88,15.38,23.88,12.91,0.00,29.66,14.19,20.38,29.66,16.07,1.00
91,0.00,23.88,11.94,23.88,6.68,0.00,31.66,12.78,20.33,31.66,12.31,1.00
93,0.00,23.88,11.94,23.88,0.00,0.00,33.66,11.22,20.20,33.66,16.71,0.00
95,0.00,29.18,14.59,29.18,0.00,0.00,35.66,11.89,21.40,35.66,26.30,0.00
97,0.00,30.22,15.11,30.22,0.00,0.00,37.66,12.55,22.60,37.66,34.30,1.00
99,0.00,30.22,15.11,30.22,0.00,0.00,36.88,12.29,22.13,36.88,43.16,1.00
101,0.00,16.29,8.14,16.29,0.00,0.00,37.83,12.61,22.70,37.83,44.75,1.00
103,0.00,0.00,0.00,0.00,0.00,0.00,33.99,11.33,20.40,33.99,43.23,1.00
105,2.94,1.34,2.14,2.94,0.00,1.86,12.19,4.68,7.68,12.19,41.18,0.00
107,5.49,4.92,5.21,5.49,0.00,3.86,14.19,6.02,9.28,14.19,35.67,0.00
109,9.13,4.87,7.00,9.13,1.05,5.86,16.19,7.70,11.09,16.19,27.62,0.00
111,11.18,8.92,10.05,11.18,3.05,7.86,18.19,9.70,13.09,18.19,18.45,0.00
113,16.18,11.10,13.64,16.18,5.05,9.86,20.19,11.70,15.09,20.19,13.60,0.00
115,17.11,18.83,17.97,18.83,7.05,11.86,22.19,13.70,17.09,22.19,11.99,0.00
117,17.11,29.50,23.31,29.50,9.05,13.86,24.19,15.70,19.09,24.19,9.92,1.00
119,17.11,36.28,26.69,36.28,11.05,15.86,10.44,12.45,11.64,15.86,9.93,1.00
121,22.98,35.95,29.46,35.95,13.05,17.86,9.72,13.54,12.01,17.86,12.14,1.00
123,23.04,1.74,12.39,23.04,15.05,19.86,8.43,14.44,12.04,19.86,10.13,1.00
125,23.04,2.05,12.54,23.04,17.05,21.86,8.97,15.96,13.16,21.86,4.41,0.00
127,23.04,9.16,16.10,23.04,19.05,23.86,10.97,17.96,15.16,23.86,1.05,0.00
129,23.04,14.17,18.61,23.04,21.05,25.86,12.97,19.96,17.16,25.86,5.72,0.00
131,23.04,18.23,20.64,23.04,23.05,27.86,14.97,21.96,19.16,27.86,11.70,0.00
133,23.04,18.18,20.61,23.04,25.05,29.86,16.97,23.96,21.16,29.86,17.38,0.00
135,23.04,18.18,20.61,23.04,27.05,31.86,18.97,25.96,23.16,31.86,19.81,0.00
137,23.04,18.18,20.61,23.04,29.05,33.86,20.97,27.96,25.16,33.86,21.49,1.00
139,20.40,18.18,19.29,20.40,31.05,21.44,22.97,25.15,24.28,31.05,20.80,1.00
141,0.00,18.18,9.09,18.18,28.91,23.44,24.97,25.77,25.45,28.91,22.04,1.00
143,0.00,19.47,9.73,19.47,0.00,25.44,26.97,17.47,21.27,26.97,18.44,1.00
145,0.00,24.06,12.03,24.06,0.00,0.00,28.97,9.66,17.38,28.97,12.40,0.00
147,0.00,25.84,12.92,25.84,0.00,1.94,30.97,10.97,18.97,30.97,8.46,0.00
149,5.00,29.68,17.34,29.68,0.00,3.94,32.97,12.30,20.57,32.97,11.32,0.00
