time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0.00,0,
3,0.00,0.00,0.00,0.00,60.99,0.00,4,
5,0.00,0.00,0.00,0.00,59.54,0.00,4,
7,0.00,0.00,0.00,0.00,57.42,0.00,4,
9,0.00,0.00,0.00,0.00,57.64,0.00,4,4.00
11,0.00,0.00,0.00,0.00,58.04,0.00,4,
13,0.00,0.00,0.00,0.00,54.68,0.00,2,
15,0.00,0.00,0.00,0.00,52.57,0.00,2,
17,0.00,0.00,0.05,0.55,51.72,2.00,2,
19,0.00,0.00,0.05,0.60,44.37,0.00,2,2.37
21,0.00,0.00,0.32,2.60,36.95,1.00,2,
23,0.77,3.06,0.38,4.60,35.76,0.00,4,
25,2.70,10.81,0.55,6.60,34.69,1.00,4,
27,4.12,16.48,0.69,6.56,37.45,0.00,4,
29,1.74,6.94,1.09,8.56,42.62,2.00,4,2.99
31,1.42,5.69,1.17,5.70,41.49,2.00,4,
33,2.00,5.68,0.96,7.70,41.63,0.00,4,
35,1.58,5.68,1.29,9.70,40.06,0.00,4,
37,1.42,5.68,1.64,11.70,36.91,0.00,4,
39,1.42,5.68,2.35,13.70,32.28,1.00,4,1.83
41,1.85,5.68,2.91,15.70,29.20,1.00,4,
43,1.42,5.68,3.25,17.70,31.76,0.00,3,
45,1.40,5.59,4.16,19.70,42.67,2.00,3,
47,3.73,11.78,2.97,21.70,44.25,2.00,3,
49,4.13,11.64,1.60,7.28,43.17,0.00,3,2.49
51,4.13,11.64,2.10,9.28,40.37,0.00,3,
53,5.15,15.73,2.60,11.28,32.86,0.00,1,
55,5.19,17.13,3.37,13.28,29.47,1.00,1,
57,5.47,21.87,3.14,15.28,27.58,1.00,1,
59,8.18,30.83,3.23,16.92,28.14,2.00,1,2.39
61,11.63,36.37,2.63,10.34,28.05,2.00,1,
63,8.30,12.20,2.27,9.49,29.42,1.00,3,
65,6.39,11.03,3.03,11.49,33.86,1.00,3,
67,5.58,10.49,3.43,11.77,33.22,1.00,3,
69,5.29,10.65,3.48,13.77,30.94,1.00,3,2.23
71,6.59,15.89,3.50,15.77,27.55,1.00,3,
73,7.46,16.91,3.80,17.77,25.06,0.00,2,
75,9.36,17.01,4.63,19.77,25.73,1.00,2,
77,9.71,16.96,5.11,21.77,27.29,1.00,2,
