time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,45.31,0
3,0.00,0.00,0.00,0.00,0.00,53.32,15
5,0.00,0.00,0.00,0.00,0.00,56.02,15
7,0.00,0.00,0.00,0.00,0.00,56.99,15
9,0.00,0.00,0.00,0.00,0.00,57.27,15
11,0.00,0.00,0.00,0.00,0.00,57.78,15
13,0.00,0.00,0.00,0.00,0.00,53.30,5
15,0.00,0.00,0.01,0.03,0.14,49.40,5
17,0.56,2.24,0.28,0.49,2.14,46.76,5
19,1.14,4.57,0.50,0.92,4.14,42.71,5
21,1.35,4.55,0.70,1.45,6.14,37.30,5
23,2.43,5.18,1.44,2.27,8.14,32.50,1
25,4.57,8.67,2.11,3.07,10.14,32.61,1
27,5.12,10.90,2.16,3.40,12.14,32.64,1
29,5.12,10.88,2.91,4.24,14.14,32.90,1
31,5.12,10.88,3.45,4.87,16.14,34.23,1
33,5.56,10.88,4.12,5.63,18.14,32.18,2
35,6.75,11.57,4.70,6.30,20.14,33.98,2
37,7.00,11.48,5.37,7.05,22.14,34.50,2
39,6.90,16.11,5.09,7.47,24.14,31.63,2
41,8.44,22.27,4.29,7.72,26.14,28.34,2
43,9.30,22.00,4.92,8.65,28.14,22.84,7
45,13.54,27.09,5.69,9.73,30.14,23.30,7
47,14.45,31.09,6.69,11.19,32.14,25.26,7
49,16.96,41.10,5.73,8.55,29.70,25.95,7
51,17.89,42.15,6.61,9.68,31.70,27.02,7
53,16.55,27.11,7.34,10.44,33.70,27.12,3
55,9.96,17.60,7.92,10.82,35.70,29.04,3
57,9.95,17.58,8.99,11.95,37.70,25.93,3
59,8.06,11.48,9.73,12.18,39.70,24.83,3
61,9.75,15.36,9.97,11.23,41.70,25.68,3
63,10.61,16.57,10.35,10.63,43.70,22.58,4
65,12.13,16.57,11.39,11.56,45.70,22.05,4
67,10.28,14.56,12.31,12.84,47.70,23.85,4
69,6.79,10.71,10.37,10.23,36.80,27.37,4
71,8.64,14.35,8.00,7.50,29.99,23.28,4
73,9.43,17.57,7.94,7.38,31.99,19.33,5
75,9.42,17.54,8.94,8.55,33.99,19.19,5
77,11.14,17.51,10.03,9.78,35.99,20.90,5
79,10.31,17.45,10.21,10.15,31.16,26.32,5
81,8.27,17.43,8.72,8.82,33.16,24.61,5
83,8.46,17.43,8.29,7.25,35.16,22.70,6
85,9.51,17.43,9.42,8.43,37.16,27.04,6
87,9.38,17.43,10.29,9.42,39.16,31.09,6
89,7.27,17.43,8.31,8.61,34.36,32.27,6
91,7.27,17.43,7.86,8.97,36.36,29.24,6
93,7.27,17.43,8.63,9.92,38.36,28.28,7
95,9.16,17.43,9.45,10.95,40.36,29.54,7
97,10.18,18.41,10.45,12.21,42.36,30.55,7
99,7.27,18.40,9.07,11.36,44.36,31.32,7
101,6.18,18.40,9.25,10.77,46.36,31.41,7
103,8.09,18.40,8.57,7.86,48.36,30.27,8
105,8.77,18.40,9.68,8.68,50.36,29.76,8
107,9.50,18.38,11.25,10.26,52.36,30.78,8
109,8.14,11.78,8.09,9.64,25.66,27.16,8
111,7.11,11.78,7.47,9.78,18.20,22.96,8
113,8.63,16.49,7.63,9.67,20.20,20.53,5
115,10.93,19.36,8.63,10.87,22.20,21.64,5
117,14.00,31.51,9.96,12.38,24.20,24.80,5
119,15.18,36.22,8.78,9.92,19.30,26.38,5
121,15.94,35.94,9.56,10.66,21.30,27.12,5
123,7.90,17.42,9.77,10.89,23.30,25.77,7
125,9.27,17.41,10.52,11.70,25.30,25.47,7
127,12.53,18.65,11.85,13.16,27.30,24.70,7
129,11.13,17.41,10.94,11.75,29.30,24.99,7
131,10.13,18.24,10.41,9.84,31.30,27.33,7
133,10.30,18.18,11.02,10.67,33.30,26.82,3
135,10.54,18.69,11.91,11.05,35.30,25.27,3
137,12.41,18.69,13.41,12.72,37.30,23.43,3
139,12.25,18.69,14.58,13.63,39.30,21.21,3
141,12.95,20.96,14.86,12.47,41.30,22.65,3
143,16.32,25.74,14.85,10.65,43.30,19.64,6
145,17.08,25.67,16.28,12.17,45.30,19.03,6
147,19.41,25.67,17.94,13.96,47.30,20.21,6
149,19.97,25.39,17.33,14.16,47.38,19.94,6
151,14.43,23.95,13.65,12.48,32.74,18.67,6
153,14.42,23.95,11.50,11.85,30.34,13.83,8
155,15.78,27.51,11.80,12.04,32.34,15.75,8
157,18.51,31.79,10.93,11.85,34.34,17.74,8
159,19.71,37.10,9.66,11.90,24.59,20.39,8
161,18.09,36.93,10.46,13.09,26.59,24.26,8
163,13.83,36.13,9.89,13.15,28.59,23.21,3
165,15.61,34.27,9.24,12.92,30.59,23.20,3
167,17.06,32.03,10.41,14.36,32.59,22.83,3
169,19.33,34.85,10.10,13.25,34.59,22.70,3
171,20.36,35.95,9.05,9.69,36.59,23.67,3
173,13.16,31.33,9.56,9.46,38.59,21.92,1
175,14.65,31.33,10.67,10.43,40.59,23.60,1
177,18.66,33.49,12.11,11.88,42.59,23.41,1
179,22.77,38.04,10.49,10.94,40.96,24.70,1
181,22.65,37.85,10.53,11.44,40.10,23.56,1
183,14.57,18.10,10.59,12.07,29.18,20.57,6
185,15.35,20.16,9.16,11.59,28.79,22.49,6
187,16.31,24.18,10.36,13.13,30.79,24.31,6
189,17.76,21.23,9.99,12.63,32.79,24.22,6
191,17.00,25.35,10.81,13.78,34.79,24.16,6
