time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,44.27,0.00,1
3,0.00,0.00,0.00,0.00,52.31,0.00,1
5,0.00,0.00,0.00,0.00,54.64,0.00,1
7,0.00,0.00,0.00,0.00,58.10,0.00,1
9,0.00,0.00,0.00,0.00,58.48,0.00,1
11,0.00,0.00,0.00,0.00,57.98,0.00,1
13,0.00,0.00,0.00,0.00,53.92,0.00,1
15,0.00,0.00,0.01,0.09,46.99,0.00,1
17,0.38,1.54,0.23,2.09,44.35,1.00,1
19,1.15,4.61,0.46,4.09,40.14,2.00,1
21,1.35,4.55,0.65,6.09,32.68,0.00,3
23,2.58,5.18,1.17,8.09,28.11,0.00,3
25,5.80,8.67,2.00,10.09,33.33,0.00,3
27,5.08,10.90,2.83,12.09,32.02,2.00,3
29,5.02,10.88,2.18,9.70,28.11,0.00,3
31,5.08,10.88,3.01,11.70,24.19,0.00,3
33,6.58,10.88,3.99,13.70,21.91,0.00,3
35,8.42,11.57,4.99,15.70,19.46,0.00,3
37,8.38,11.48,6.03,17.70,13.95,0.00,3
39,10.59,11.48,7.30,19.70,15.73,0.00,3
41,12.41,16.11,8.63,21.70,15.53,0.00,3
43,13.81,21.71,10.07,23.70,14.40,0.00,2
45,14.29,23.54,11.57,25.70,17.62,0.00,2
47,14.27,23.53,13.07,27.70,19.22,0.00,2
49,14.23,23.53,14.57,29.70,20.31,2.00,2
51,14.23,23.53,14.03,31.70,18.99,2.00,2
53,14.23,23.53,12.50,33.70,21.51,1.00,4
55,14.23,23.53,13.34,35.70,24.82,1.00,4
57,14.21,23.53,14.36,37.70,27.47,2.00,4
59,10.59,23.53,11.46,39.70,30.15,2.00,4
61,7.58,23.35,9.69,29.73,29.64,2.00,1
63,6.93,22.21,7.72,31.73,27.31,0.00,1
65,7.09,19.84,8.38,33.73,28.67,0.00,1
67,6.84,18.09,9.05,35.73,26.65,2.00,1
69,6.10,22.79,4.81,28.96,28.23,2.00,1
71,9.08,27.43,4.92,28.52,27.65,1.00,1
73,12.59,35.21,3.37,21.36,24.18,1.00,1
75,12.81,36.29,3.51,23.36,20.25,0.00,1
77,12.81,36.29,4.29,25.36,17.67,0.00,1
79,13.55,36.29,5.12,27.36,20.49,0.00,3
81,17.00,36.29,5.96,29.36,18.40,1.00,3
83,19.12,36.29,6.79,31.36,20.52,0.00,3
85,20.51,36.29,7.62,33.36,26.62,2.00,3
87,17.97,36.29,7.53,33.36,29.91,2.00,3
89,16.31,36.06,7.87,30.25,29.09,2.00,3
91,9.65,18.44,6.94,23.63,26.29,1.00,3
93,10.90,25.14,7.61,25.63,24.96,2.00,3
95,13.24,28.87,8.15,27.63,21.03,1.00,3
97,13.99,28.82,7.13,29.63,18.38,1.00,2
99,13.50,28.82,7.66,31.63,18.43,0.00,2
101,15.91,28.82,8.49,33.63,17.97,1.00,2
103,17.76,30.63,9.42,35.63,17.86,1.00,2
105,18.99,35.51,8.48,37.63,18.21,1.00,4
107,18.97,35.42,8.93,39.63,15.64,1.00,4
109,18.97,35.42,9.12,41.63,16.68,1.00,4
111,18.41,35.42,9.37,43.63,20.67,2.00,4
113,21.39,37.65,8.50,33.81,24.08,3.00,4
115,19.70,42.30,7.01,32.68,27.47,2.00,4
117,14.14,29.18,6.72,26.14,27.56,2.00,4
119,6.83,11.71,6.02,26.59,23.57,2.00,4
121,7.22,11.71,5.41,19.41,17.09,1.00,1
123,7.99,11.71,5.56,21.41,16.31,1.00,1
125,9.67,12.09,5.68,23.41,21.76,1.00,1
127,11.13,17.56,6.47,25.41,21.85,1.00,1
129,11.10,17.43,6.45,27.41,19.74,0.00,3
131,11.10,17.43,7.20,29.41,19.43,0.00,3
133,11.10,17.43,8.20,31.41,20.25,0.00,3
135,10.77,17.40,9.20,33.41,22.23,2.00,3
137,5.46,10.70,9.02,27.88,20.55,2.00,3
139,4.71,13.48,6.48,26.60,16.63,1.00,3
141,6.38,17.67,6.02,28.60,16.85,0.00,3
143,8.73,17.58,6.85,30.60,17.53,0.00,2
145,8.74,17.58,7.69,32.60,16.88,0.00,2
147,10.32,23.87,8.52,34.60,19.44,0.00,2
149,10.34,23.95,9.35,36.60,20.82,2.00,2
151,10.34,23.95,6.88,28.90,22.61,1.00,4
153,10.34,23.95,5.41,22.68,19.57,1.00,4
155,10.20,23.95,5.82,24.68,21.69,0.00,4
157,8.44,23.95,6.77,26.68,28.27,3.00,4
159,7.52,25.07,5.01,23.55,34.86,2.00,4
161,5.95,18.94,3.96,24.09,37.84,1.00,4
163,4.33,12.46,4.00,17.15,39.02,1.00,4
165,4.33,12.46,3.90,15.18,37.79,1.00,4
167,6.64,12.46,4.80,17.18,34.09,1.00,4
169,6.58,12.46,5.08,19.18,30.53,1.00,4
171,7.42,12.46,5.89,21.18,26.86,0.00,4
173,9.92,12.46,6.89,23.18,25.52,0.00,4
175,12.93,18.08,8.13,25.18,27.09,1.00,1
177,15.05,21.38,9.18,27.18,25.91,0.00,1
179,16.16,22.35,10.40,29.18,26.79,0.00,1
181,16.02,22.34,11.73,31.18,25.34,2.00,1
183,16.19,22.34,11.99,33.18,22.77,1.00,1
185,18.56,26.46,12.89,35.18,21.02,0.00,3
187,21.04,29.36,13.89,37.18,19.54,0.00,3
189,22.35,29.34,15.16,39.18,22.51,1.00,3
191,23.91,30.13,14.28,41.18,21.93,2.00,3
193,23.70,36.62,12.97,43.18,23.07,2.00,3
195,17.79,36.38,13.79,45.18,21.34,2.00,2
197,17.60,35.64,13.55,47.18,14.22,2.00,2
199,17.24,34.17,13.93,49.18,13.53,0.00,2
201,17.97,32.25,15.27,51.18,15.85,2.00,2
203,20.37,36.40,13.07,48.89,20.79,2.00,2
205,21.12,36.73,12.48,29.70,22.58,2.00,4
207,11.82,24.89,12.67,23.51,20.27,2.00,4
209,11.82,24.89,11.42,21.39,21.86,2.00,4
211,11.08,24.89,10.62,23.25,22.30,2.00,4
213,14.73,30.69,10.51,22.87,18.28,2.00,4
215,13.20,19.94,10.37,24.87,16.04,1.00,4
217,11.12,16.35,11.71,26.87,12.28,1.00,4
219,16.54,20.76,12.28,28.87,13.32,1.00,4
221,17.52,23.63,13.00,30.87,11.80,0.00,4
223,17.51,23.59,14.43,32.87,12.70,0.00,4
225,17.51,23.59,15.93,34.87,13.10,0.00,1
227,19.15,23.59,17.43,36.87,11.69,0.00,1
229,19.10,23.59,18.93,38.87,12.08,0.00,1
231,20.35,23.59,20.43,40.87,11.09,2.00,1
233,20.29,23.59,17.80,42.87,9.49,1.00,3
235,20.26,23.59,19.02,44.87,13.41,1.00,3
237,22.39,29.72,19.20,46.87,17.11,1.00,3
239,22.47,30.12,18.99,46.23,19.03,2.00,3
241,18.72,30.12,19.88,48.23,22.97,2.00,3
243,13.48,30.12,18.23,50.23,25.19,2.00,2
245,13.82,30.12,16.90,52.23,22.20,1.00,2
247,15.05,30.12,16.96,54.23,22.15,0.00,2
249,14.76,30.12,18.10,56.23,20.54,2.00,2
251,13.13,30.12,13.52,47.90,18.14,2.00,4
253,9.67,17.90,8.10,39.19,22.39,1.00,4
255,7.03,17.90,9.11,39.36,19.86,0.00,4
257,9.44,17.90,10.28,41.36,21.36,0.00,4
259,14.11,22.29,11.45,43.36,19.78,0.00,4
261,15.77,23.28,12.61,45.36,18.05,0.00,4
263,15.76,23.27,13.88,47.36,14.07,1.00,4
265,15.76,23.27,14.95,49.36,10.52,0.00,4
267,16.91,23.27,16.11,51.36,14.78,0.00,1
269,20.66,29.49,17.28,53.36,15.25,0.00,1
271,20.87,30.25,18.45,55.36,15.46,0.00,1
273,23.99,30.92,19.63,57.36,16.37,2.00,1
275,24.03,31.33,18.22,59.36,14.85,1.00,3
277,20.82,30.25,19.16,61.36,12.17,1.00,3
279,18.94,30.25,18.52,63.36,12.03,1.00,3
281,19.21,33.96,19.57,65.36,11.94,2.00,3
283,14.59,36.06,19.25,67.36,13.37,3.00,3
285,13.43,36.04,16.59,69.36,16.18,2.00,3
287,13.43,36.04,15.68,71.36,19.79,2.00,2
289,13.43,36.04,16.30,73.36,24.50,1.00,2
291,13.43,36.04,16.82,75.36,24.05,0.00,2
293,13.43,36.04,18.01,77.36,24.01,1.00,2
295,13.78,36.04,16.27,58.46,26.02,2.00,4
297,14.64,35.90,12.20,44.47,24.95,1.00,4
299,13.91,33.14,12.98,43.87,23.86,0.00,4
301,8.77,17.97,13.98,45.87,23.17,2.00,4
303,8.75,13.87,11.86,47.87,25.21,3.00,4
305,11.35,18.38,12.10,49.87,22.70,1.00,4
307,11.97,18.26,12.26,51.87,21.95,0.00,4
309,14.86,18.47,13.10,53.87,23.82,0.00,4
311,16.28,22.12,14.00,55.87,22.55,0.00,1
313,16.81,24.26,15.14,57.87,17.58,1.00,1
315,17.50,27.02,16.00,59.87,16.62,0.00,1
317,19.02,33.11,17.16,61.87,17.53,1.00,1
319,17.11,37.05,13.91,63.87,17.17,1.00,3
321,16.64,36.99,12.05,65.87,15.66,1.00,3
323,18.29,36.99,12.38,67.87,14.11,0.00,3
325,18.20,36.99,13.55,69.87,13.26,2.00,3
327,18.26,36.99,13.46,71.87,11.45,2.00,3
329,18.57,36.99,11.57,73.87,9.49,0.00,2
331,18.57,36.99,12.55,75.87,12.89,1.00,2
333,18.57,36.99,13.51,77.87,18.99,0.00,2
335,18.57,36.99,14.68,79.87,22.21,2.00,2
337,18.50,36.99,14.61,70.57,30.70,2.00,4
339,13.29,36.78,13.44,58.90,29.65,2.00,4
341,12.40,33.50,11.75,30.81,32.38,1.00,4
343,8.45,10.93,10.81,32.81,30.92,2.00,4
345,8.45,11.11,9.92,34.81,28.27,1.00,4
347,10.85,16.53,10.82,36.81,31.62,0.00,4
349,11.13,17.63,12.06,38.81,32.29,2.00,4
351,11.66,19.75,12.92,40.81,30.88,1.00,4
353,12.76,24.12,13.81,42.81,28.05,0.00,1
355,12.74,24.04,14.96,44.81,23.42,1.00,1
357,12.71,24.04,16.25,46.81,21.89,1.00,1
359,13.57,28.10,17.54,48.81,16.69,2.00,1
361,14.20,30.64,15.18,50.81,15.59,2.00,3
363,17.08,36.69,15.62,52.81,17.00,0.00,3
365,18.27,36.50,16.62,54.81,18.59,1.00,3
367,18.39,36.50,12.88,52.67,22.52,2.00,3
369,15.75,36.50,11.62,54.67,22.78,1.00,3
371,11.91,23.43,11.93,56.67,25.43,1.00,2
373,5.86,11.84,12.66,58.67,23.98,1.00,2
375,7.31,11.84,13.23,60.67,26.93,1.00,2
377,9.49,11.84,14.17,62.67,25.37,2.00,2
379,9.94,11.84,11.96,62.30,22.68,2.00,4
381,10.71,14.43,6.26,20.33,17.42,0.00,4
383,14.07,23.96,7.23,22.33,19.08,1.00,4
385,15.04,23.64,7.97,24.33,21.43,2.00,4
387,7.23,11.48,7.78,25.59,19.76,3.00,4
389,4.25,11.48,,,15.99,2.00,4
391,6.43,17.84,,,11.66,1.00,4
393,6.96,17.57,,,18.54,0.00,4
395,7.19,18.53,,,22.79,0.00,1
397,7.18,18.46,,,23.14,0.00,1
399,7.18,18.46,,,28.76,1.00,1
401,7.18,18.46,,,27.31,2.00,1
403,8.36,18.46,,,24.92,0.00,3
405,8.36,18.46,,,22.86,1.00,3
407,9.06,18.46,,,22.25,0.00,3
409,9.73,18.42,,,21.88,2.00,3
411,8.88,18.77,,,22.72,2.00,3
413,7.50,18.55,,,22.52,2.00,2
415,8.17,18.55,,,31.48,0.00,2
417,8.73,18.55,,,33.53,0.00,2
419,7.95,18.55,,,36.51,1.00,2
421,7.92,18.55,,,36.29,1.00,4
423,8.71,18.55,,,33.49,0.00,4
425,8.70,18.55,,,33.65,0.00,4
427,7.91,18.53,,,31.31,2.00,4
429,3.01,7.11,,,26.90,3.00,4
431,3.62,6.51,,,23.53,2.00,4
433,6.12,13.70,,,19.88,1.00,4
435,7.02,17.31,,,22.64,0.00,4
437,7.00,17.26,,,25.87,0.00,1
439,7.00,17.26,,,25.27,1.00,1
441,7.00,17.26,,,29.31,0.00,1
443,7.37,17.26,,,32.32,2.00,1
445,8.32,17.26,,,28.95,1.00,3
447,8.31,17.26,,,25.14,0.00,3
449,8.84,17.26,,,27.56,2.00,3
451,10.97,17.23,,,31.46,2.00,3
453,4.11,11.50,,,34.57,3.00,3
455,3.22,11.50,,,32.69,2.00,2
457,6.24,11.50,,,31.07,0.00,2
459,6.78,11.50,,,30.93,0.00,2
461,5.65,11.50,,,28.56,2.00,2
463,5.65,11.50,,,26.04,0.00,4
465,7.52,15.01,,,22.65,1.00,4
467,10.32,17.35,,,25.45,1.00,4
469,10.09,17.34,,,27.18,2.00,4
471,5.53,17.34,,,26.65,3.00,4
473,5.53,17.34,,,26.79,1.00,4
475,6.30,17.34,,,27.57,1.00,4
477,7.91,17.34,,,24.84,1.00,4
479,9.34,17.52,,,23.65,0.00,1
481,10.16,17.48,,,22.70,0.00,1
483,10.52,17.71,,,23.89,0.00,1
485,12.44,24.14,,,24.12,1.00,1
487,11.80,23.94,,,22.96,1.00,3
489,13.02,23.94,,,22.07,0.00,3
491,15.75,23.94,,,26.78,1.00,3
493,15.49,23.94,,,28.99,2.00,3
495,15.23,22.46,,,31.30,3.00,3
497,5.94,18.28,,,30.31,2.00,2
499,7.85,18.02,,,27.29,2.00,2
501,8.22,18.02,,,23.51,0.00,2
