time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.81,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.40,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.16,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.64,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.35,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.73,0.00
19,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.10,0.13,0.29,45.14,0.00
21,0.00,0.00,0.00,0.00,2.29,0.00,0.00,0.76,0.98,2.29,34.06,0.00
23,1.97,0.00,0.99,1.97,4.29,0.00,0.33,1.54,1.89,4.29,22.30,0.00
25,4.41,3.63,4.02,4.41,6.29,0.00,2.33,2.88,3.03,6.29,13.17,0.00
27,10.95,5.20,8.07,10.95,8.29,0.00,4.33,4.21,4.17,8.29,8.85,1.00
29,14.55,5.19,9.87,14.55,3.66,1.91,6.33,3.97,3.29,6.33,7.69,0.00
31,7.35,5.19,6.27,7.35,5.66,3.91,8.33,5.97,5.29,8.33,7.59,1.00
33,0.77,5.19,2.98,5.19,3.05,5.91,10.33,6.43,5.32,10.33,0.92,0.00
35,10.79,5.19,7.99,10.79,5.05,7.91,12.33,8.43,7.32,12.33,0.00,0.00
37,10.78,5.19,7.98,10.78,7.05,9.91,14.33,10.43,9.32,14.33,0.00,0.00
39,10.78,5.19,7.98,10.78,9.05,11.91,16.33,12.43,11.32,16.33,0.00,0.00
41,10.78,5.19,7.98,10.78,11.05,13.91,18.33,14.43,13.32,18.33,1.82,0.00
43,8.80,5.19,6.99,8.80,13.05,15.91,20.33,16.43,15.32,20.33,21.91,1.00
45,0.00,5.19,2.59,5.19,15.05,0.00,22.33,12.46,9.64,22.33,33.79,1.00
47,0.00,5.19,2.59,5.19,0.00,0.00,24.33,8.11,3.48,24.33,38.34,0.00
49,0.00,5.19,2.59,5.19,0.00,0.00,26.33,8.78,3.76,26.33,39.91,0.00
