time,calc_time
1.00,0.19
9.00,0.09
19.00,0.09
29.00,0.09
39.00,0.08
49.00,0.08
59.00,0.10
69.00,0.11
79.00,0.13
89.00,0.11
99.00,0.10
109.00,0.11
119.00,0.11
129.00,0.10
139.00,0.10
149.00,0.20
159.00,0.10
169.00,0.10
179.00,0.10
189.00,0.09
199.00,0.09
209.00,0.10
219.00,0.10
229.00,0.10
239.00,0.09
249.00,0.10
259.00,0.09
269.00,0.10
279.00,0.10
289.00,0.10
299.00,0.10
309.00,0.10
319.00,0.10
329.00,0.09
339.00,0.10
349.00,0.10
359.00,0.09
369.00,0.12
379.00,0.10
389.00,0.09
399.00,0.09
409.00,0.10
419.00,0.10
429.00,0.09
439.00,0.10
449.00,0.10
459.00,0.08
469.00,0.08
479.00,0.08
489.00,0.10
499.00,0.10
509.00,0.09
519.00,0.08
529.00,0.09
539.00,0.10
549.00,0.13
559.00,0.10
569.00,0.08
579.00,0.10
589.00,0.09
599.00,0.10
609.00,0.10
619.00,0.09
629.00,0.10
639.00,0.10
649.00,0.10
659.00,0.11
669.00,0.09
679.00,0.10
689.00,0.12
699.00,0.11
709.00,0.10
719.00,0.10
729.00,0.09
739.00,0.10
749.00,0.10
759.00,0.10
769.00,0.11
779.00,0.11
789.00,0.10
799.00,0.10
809.00,0.10
819.00,0.08
829.00,0.09
839.00,0.09
849.00,0.09
859.00,0.10
869.00,0.09
879.00,0.09
889.00,0.09
899.00,0.10
909.00,0.10
919.00,0.08
929.00,0.08
939.00,0.08
949.00,0.08
959.00,0.09
969.00,0.10
979.00,0.08
989.00,0.09
999.00,0.09
