time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,43.33,0.00,0,
3,0.00,0.00,0.00,0.00,57.78,0.00,3,
5,0.00,0.00,0.00,0.00,57.77,0.00,3,
7,0.00,0.00,0.00,0.00,61.28,0.00,3,
9,0.00,0.00,0.00,0.00,59.36,0.00,3,4.00
11,0.00,0.00,0.00,0.00,58.02,0.00,3,
13,0.00,0.00,0.00,0.00,53.13,0.00,2,
15,0.00,0.00,0.00,0.00,48.03,0.00,2,
17,0.33,1.32,0.22,1.80,46.05,0.00,2,
19,1.90,4.75,0.61,3.80,43.43,1.00,2,1.12
21,2.26,4.67,1.11,5.80,39.43,1.00,2,
23,2.25,4.67,1.57,7.80,37.62,0.00,1,
25,2.25,4.67,2.32,9.80,37.83,1.00,1,
27,3.59,5.37,2.32,11.80,37.30,1.00,1,
29,5.32,12.28,2.77,13.80,34.54,1.00,1,1.63
31,5.27,12.10,3.47,15.80,33.15,1.00,1,
33,5.36,12.47,4.41,17.80,32.94,1.00,2,
35,6.92,18.70,5.04,19.80,34.84,1.00,2,
37,7.79,22.19,5.27,21.80,36.04,1.00,2,
39,8.44,24.78,5.95,23.80,35.63,1.00,2,1.66
41,8.61,24.76,6.37,25.80,34.03,2.00,2,
43,8.59,24.76,6.91,27.80,32.37,1.00,4,
45,9.12,24.76,7.97,29.80,27.77,1.00,4,
47,11.33,24.76,8.67,31.80,26.99,2.00,4,
49,10.69,24.51,9.58,33.80,25.82,2.00,4,1.69
51,11.21,22.57,10.65,35.80,24.37,1.00,4,
53,13.34,22.65,12.10,37.80,23.70,1.00,1,
55,17.28,34.46,12.26,39.80,21.89,0.00,1,
57,19.35,41.58,14.09,41.80,20.39,2.00,1,
59,18.83,43.02,14.00,43.80,21.95,2.00,1,1.40
61,19.82,46.99,14.32,45.80,18.79,2.00,1,
63,22.46,52.23,14.73,47.80,16.66,2.00,2,
65,22.88,53.61,15.70,49.80,16.24,0.00,2,
67,25.41,59.83,17.22,51.80,15.45,2.00,2,
69,24.69,59.63,15.77,53.80,17.14,2.00,2,1.86
71,27.78,63.80,15.98,55.80,16.13,2.00,2,
73,29.30,65.67,16.24,57.80,18.50,0.00,3,
75,26.13,48.87,17.58,59.80,22.26,1.00,3,
77,14.89,29.62,16.84,61.80,22.30,2.00,3,
79,15.86,29.61,11.12,34.75,19.90,2.00,3,1.60
81,14.68,17.73,10.79,27.27,19.61,1.00,3,
83,12.29,17.81,10.79,28.66,17.18,1.00,4,
85,15.48,23.21,11.52,30.66,17.17,1.00,4,
87,18.46,26.51,11.35,32.66,18.14,2.00,4,
89,17.93,31.49,11.21,29.04,20.15,2.00,4,2.08
91,13.05,28.80,10.81,31.04,22.40,2.00,4,
93,13.83,27.40,10.23,33.04,20.01,2.00,2,
95,15.76,33.30,10.73,35.04,21.64,1.00,2,
97,15.29,31.40,11.43,37.04,22.86,2.00,2,
99,16.42,30.58,11.80,32.59,27.04,1.00,2,2.34
101,14.97,30.57,11.17,34.25,31.21,1.00,2,
103,10.27,30.57,10.63,36.25,31.17,1.00,1,
105,10.27,30.57,10.64,38.25,32.84,0.00,1,
107,11.07,30.57,11.93,40.25,32.33,2.00,1,
109,14.11,39.23,11.62,37.58,30.49,3.00,1,2.63
111,15.99,43.48,12.15,39.58,30.07,2.00,1,
113,12.14,25.73,12.61,41.58,27.24,2.00,2,
115,7.55,19.58,11.42,43.58,27.94,0.00,2,
117,6.89,19.32,12.59,45.58,27.53,2.00,2,
119,7.75,19.32,12.06,47.58,27.69,2.00,2,2.07
121,10.41,19.32,12.69,49.58,28.65,1.00,2,
123,11.77,22.71,13.69,51.58,27.57,1.00,3,
125,12.08,24.27,14.74,53.58,27.87,1.00,3,
127,12.75,24.27,15.48,55.58,24.86,2.00,3,
