time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,60.00,1
5,0.00,0.00,0.00,0.00,43.03,1
7,0.00,0.00,0.00,0.00,51.49,1
9,0.00,0.00,0.00,0.00,57.06,1
11,0.00,0.00,0.00,0.00,56.48,1
13,0.00,0.00,0.00,0.00,58.15,3
15,0.00,0.00,0.09,1.07,53.60,3
17,0.00,0.00,0.00,0.00,50.66,3
19,0.00,0.00,0.14,1.71,46.16,3
21,0.00,0.00,0.00,0.00,39.76,3
23,0.70,2.82,0.08,0.60,34.70,2
25,1.79,7.16,0.28,2.60,33.59,2
27,2.78,11.12,0.38,4.60,35.23,2
29,5.40,21.59,0.55,6.60,30.81,2
31,5.93,23.70,0.72,8.60,28.71,2
33,5.92,23.70,1.00,10.60,24.16,4
35,7.47,29.86,1.50,12.60,17.62,4
37,9.76,35.57,2.17,14.60,17.76,4
39,8.88,35.51,2.83,16.60,21.44,1
41,8.88,35.51,3.08,16.30,22.37,1
43,10.04,40.16,3.04,15.14,27.05,1
45,8.04,32.15,3.50,16.65,30.02,1
47,9.11,36.45,3.32,14.95,30.24,1
49,9.10,36.42,2.63,16.95,25.80,1
51,10.07,40.28,2.53,18.95,21.72,1
53,10.69,42.46,2.28,20.95,18.78,3
55,13.60,49.08,2.12,22.95,19.18,3
57,13.97,49.19,2.63,24.95,25.07,3
59,13.57,49.19,3.29,26.95,24.80,3
61,13.57,49.19,3.13,23.84,23.08,3
63,13.56,49.14,3.80,25.84,19.47,3
65,13.19,47.68,4.33,25.86,16.34,3
67,7.42,24.62,5.10,27.86,16.11,3
69,8.32,24.43,5.45,24.05,19.81,2
71,9.09,25.81,5.87,20.71,24.22,2
73,9.08,25.81,6.25,20.38,25.39,2
75,9.08,25.81,7.08,22.38,21.71,4
77,9.08,25.81,7.91,24.38,19.61,4
79,11.35,35.51,8.75,26.38,20.53,4
81,12.33,49.32,9.58,28.38,19.65,1
83,15.46,61.84,6.41,27.59,17.14,1
85,17.21,68.83,6.99,29.59,17.11,1
87,20.21,77.45,7.74,31.59,17.81,1
89,22.44,84.87,8.13,33.59,19.23,1
91,22.91,86.76,7.43,35.59,16.33,1
93,23.19,86.75,7.51,37.59,13.23,1
95,26.10,92.57,7.65,39.59,10.85,1
97,28.95,104.13,7.31,41.59,12.25,1
99,31.18,105.86,8.24,43.59,15.36,3
101,33.29,105.86,9.25,45.59,14.86,3
103,33.56,105.86,10.43,47.59,16.36,3
105,33.78,106.77,10.21,49.59,17.46,3
107,33.90,117.63,10.28,38.35,16.78,3
109,36.60,128.79,9.38,27.55,17.08,3
111,41.43,137.69,10.27,29.55,15.31,2
113,43.47,140.84,11.01,31.55,12.95,2
115,46.25,149.15,12.03,33.55,14.03,2
117,48.60,152.20,13.20,35.55,17.50,2
119,49.40,155.93,13.27,37.55,19.70,4
121,42.76,154.85,14.17,39.55,18.71,4
123,18.78,59.39,14.85,41.55,20.41,4
125,13.71,34.19,13.72,40.92,19.06,4
127,13.01,40.65,14.36,40.59,17.01,1
129,15.42,46.03,10.65,42.59,14.74,1
131,18.46,51.96,12.18,44.59,13.54,1
133,21.91,59.35,13.48,46.59,15.42,1
135,23.04,64.10,14.00,48.59,15.09,1
137,26.08,76.27,14.14,50.59,14.44,1
139,29.42,89.61,15.02,52.59,12.29,1
141,33.32,102.63,16.35,54.59,11.23,1
143,37.55,115.25,17.17,56.59,10.27,1
145,40.17,123.95,18.54,58.59,12.92,1
147,42.54,123.73,19.77,60.59,15.52,3
149,42.68,123.47,18.85,62.59,17.69,3
151,21.33,38.06,20.47,64.59,18.80,3
153,21.32,40.33,19.90,66.59,17.85,3
155,20.84,44.07,19.92,66.27,14.84,3
157,22.39,48.58,19.37,59.96,14.55,3
159,24.65,49.40,20.72,58.62,15.26,3
161,23.38,45.26,21.70,52.39,14.63,2
163,22.15,35.04,23.36,54.39,13.34,2
