time,calc_time
1.00,0.16
9.00,0.08
19.00,0.08
29.00,0.05
39.00,0.07
49.00,0.09
59.00,0.08
69.00,0.06
79.00,0.07
89.00,0.08
99.00,0.06
109.00,0.07
119.00,0.06
129.00,0.07
139.00,0.06
149.00,0.07
159.00,0.06
169.00,0.06
179.00,0.17
189.00,0.06
199.00,0.07
209.00,0.08
219.00,0.09
229.00,0.07
239.00,0.06
249.00,0.08
259.00,0.07
269.00,0.07
279.00,0.08
289.00,0.06
299.00,0.06
309.00,0.06
319.00,0.06
329.00,0.07
339.00,0.06
349.00,0.06
359.00,0.05
369.00,0.06
379.00,0.08
389.00,0.05
399.00,0.07
409.00,0.06
419.00,0.05
429.00,0.06
439.00,0.07
449.00,0.07
459.00,0.06
469.00,0.05
479.00,0.06
489.00,0.06
499.00,0.06
