time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,60.00,0.00,1
3,0.00,0.00,0.00,0.00,51.45,0.00,1
5,0.00,0.00,0.00,0.00,54.75,0.00,1
7,0.00,0.00,0.00,0.00,58.90,0.00,1
9,0.00,0.00,0.00,0.00,60.94,0.00,1
11,0.00,0.00,0.00,0.00,61.97,0.00,1
13,0.00,0.00,0.00,0.00,54.42,0.00,1
15,0.00,0.00,0.00,0.00,50.31,0.00,1
17,0.00,0.00,0.13,1.57,46.24,0.00,1
19,1.26,5.02,0.36,3.57,48.20,1.00,1
21,1.32,5.28,0.49,5.57,49.26,1.00,3
23,1.56,5.28,0.75,7.57,49.24,0.00,3
25,2.10,5.18,1.08,9.57,48.32,1.00,3
27,2.20,8.81,1.28,11.57,44.00,1.00,3
29,1.80,4.37,1.03,4.57,35.52,2.00,3
31,2.67,5.51,1.26,4.99,31.51,1.00,3
33,4.23,10.84,2.05,6.99,30.40,3.00,3
35,7.11,11.60,1.97,8.99,28.08,1.00,3
37,9.36,14.19,2.59,10.99,31.57,1.00,3
39,10.22,17.65,2.95,12.99,34.89,1.00,2
41,10.21,17.61,3.38,14.99,31.73,0.00,2
43,10.21,17.61,3.88,16.99,28.51,0.00,2
45,10.21,17.61,4.49,18.99,28.58,1.00,2
47,14.15,21.25,5.13,20.99,24.47,0.00,2
49,17.17,23.27,5.99,22.99,19.26,0.00,2
51,17.49,23.26,6.99,24.99,19.92,0.00,4
53,19.38,25.67,8.03,26.99,20.18,1.00,4
55,21.98,30.24,8.99,28.99,19.41,1.00,4
57,22.04,30.15,9.86,30.99,18.59,2.00,4
59,17.97,30.15,10.34,27.92,20.48,4.00,4
61,10.53,19.04,7.00,24.72,25.35,4.00,4
63,5.71,17.88,5.61,16.82,28.47,2.00,4
65,6.28,20.15,5.84,18.82,29.00,3.00,1
67,10.11,24.90,4.74,20.82,29.58,0.00,1
69,10.06,24.83,5.65,22.82,30.79,0.00,1
71,10.89,24.83,6.65,24.82,30.81,1.00,1
73,11.36,24.83,5.42,24.35,30.09,0.00,1
75,11.36,24.83,6.25,26.35,27.34,0.00,1
77,13.82,24.83,7.19,28.35,26.51,0.00,1
79,16.39,24.83,8.24,30.35,28.46,1.00,3
81,18.81,24.83,9.34,32.35,26.28,1.00,3
83,18.97,24.83,10.19,34.35,26.12,0.00,3
85,20.15,24.83,11.29,36.35,24.63,2.00,3
87,22.68,31.37,12.14,36.89,25.15,3.00,3
89,18.70,39.98,11.02,32.87,24.77,3.00,3
91,22.87,52.58,11.41,34.87,26.14,3.00,3
93,25.09,59.65,9.86,36.87,25.27,2.00,3
95,25.94,63.03,10.89,38.87,20.49,1.00,3
97,26.75,60.34,12.16,40.87,14.47,2.00,3
99,21.00,51.58,13.04,42.87,11.66,1.00,2
101,27.84,70.40,14.45,44.87,14.13,0.00,2
103,32.03,80.73,15.95,46.87,15.65,0.00,2
105,33.73,80.42,17.49,48.87,18.20,2.00,2
107,34.20,80.38,16.41,41.11,19.83,1.00,2
109,34.20,80.38,15.70,43.11,18.30,1.00,2
111,34.20,80.38,16.66,45.11,16.85,1.00,4
113,35.56,85.83,17.66,47.11,14.36,0.00,4
115,40.50,97.10,18.99,49.11,15.37,2.00,4
117,44.18,104.21,19.34,51.11,15.37,2.00,4
119,43.99,112.11,18.28,41.51,14.92,3.00,4
121,45.88,120.78,17.70,43.09,14.95,3.00,4
123,45.39,133.45,16.21,38.97,16.53,2.00,4
125,48.78,139.32,17.06,38.15,15.28,2.00,4
127,53.98,147.27,17.79,40.15,14.43,2.00,4
129,58.44,148.23,18.10,42.15,14.92,0.00,4
131,60.40,152.23,19.43,44.15,15.23,1.00,4
133,62.35,158.22,20.65,46.15,14.01,1.00,1
135,66.35,165.23,22.14,48.15,13.03,3.00,1
137,67.68,167.81,23.34,50.15,11.66,2.00,1
139,68.98,168.11,24.43,52.15,12.02,1.00,1
141,71.34,173.49,22.75,48.75,11.62,2.00,1
143,73.19,179.02,23.68,49.20,10.35,1.00,1
145,74.47,179.74,23.59,50.35,11.25,1.00,1
147,79.50,179.74,23.13,52.35,11.58,0.00,1
149,83.35,179.74,24.63,54.35,9.67,0.00,3
151,84.10,179.72,26.13,56.35,8.33,0.00,3
153,85.86,179.50,27.69,58.35,8.90,1.00,3
155,71.47,107.40,28.95,60.35,9.93,2.00,3
157,63.42,81.19,29.74,57.63,10.98,3.00,3
159,67.90,81.19,28.75,55.77,12.10,3.00,3
161,70.04,81.19,29.18,57.77,13.93,3.00,3
163,66.91,91.12,29.98,59.77,14.53,3.00,2
165,65.72,102.39,29.88,61.77,13.33,1.00,2
167,68.51,106.71,30.90,63.77,13.72,0.00,2
169,70.52,107.39,32.73,65.77,16.54,3.00,2
171,74.66,113.45,28.01,67.77,18.75,2.00,2
173,77.74,120.25,28.87,69.77,19.20,2.00,4
175,78.71,118.90,27.60,71.77,15.22,1.00,4
177,66.72,86.28,29.13,73.77,12.67,0.00,4
179,42.79,86.39,30.63,75.77,13.41,1.00,4
181,44.97,89.92,32.07,76.94,11.86,2.00,4
183,48.35,96.77,32.06,67.81,12.07,2.00,4
185,53.17,102.46,33.06,66.98,12.40,2.00,4
187,55.53,101.74,32.58,62.08,10.72,3.00,4
189,49.02,68.19,31.56,64.08,10.99,1.00,4
191,44.41,76.07,32.87,66.08,9.44,0.00,4
193,52.22,84.99,34.54,68.08,8.15,2.00,1
195,57.10,86.69,34.58,70.08,8.44,0.00,1
197,61.14,89.76,36.41,72.08,7.27,1.00,1
199,66.81,97.76,37.75,74.08,7.35,1.00,1
201,72.64,99.43,39.21,73.99,8.63,1.00,1
203,75.32,99.42,37.42,75.99,9.86,1.00,1
205,76.60,99.42,39.02,77.99,9.23,1.00,1
207,80.27,101.37,39.38,79.99,6.78,1.00,1
209,85.94,103.33,40.03,81.99,5.28,1.00,1
211,91.74,116.69,41.48,83.99,4.32,0.00,3
213,97.88,118.85,43.31,85.99,2.55,0.00,3
215,101.39,118.52,45.23,87.99,2.77,2.00,3
217,103.32,118.46,46.38,89.99,3.52,2.00,3
219,103.91,118.46,46.09,85.56,5.80,4.00,3
221,98.11,118.46,46.62,82.99,8.56,4.00,2
223,91.48,118.46,46.37,81.50,12.76,4.00,2
225,93.59,118.46,46.77,77.63,12.65,3.00,2
227,95.87,118.46,45.36,64.84,12.20,2.00,2
229,99.14,119.24,46.03,63.47,13.86,1.00,2
231,90.81,133.01,46.77,63.31,14.13,1.00,2
233,89.79,139.00,48.12,65.31,13.81,1.00,2
235,90.39,138.92,49.04,67.31,11.61,1.00,2
237,86.92,138.92,50.58,69.31,13.26,3.00,4
239,77.40,138.92,49.78,71.31,13.81,0.00,4
241,56.11,138.92,51.78,73.31,12.52,1.00,4
243,57.76,138.85,52.09,74.13,12.17,2.00,4
245,59.64,141.18,52.36,76.13,10.29,2.00,4
247,65.84,151.82,53.22,78.13,9.68,2.00,4
249,62.15,118.45,54.50,80.13,8.78,2.00,4
251,40.86,81.09,50.30,82.13,8.40,1.00,4
253,43.98,80.93,50.72,84.13,8.83,0.00,1
255,45.18,80.92,52.55,86.13,9.94,0.00,1
257,49.33,80.65,54.39,88.13,12.24,0.00,1
259,50.71,71.92,56.22,90.13,14.80,2.00,1
261,48.72,58.24,52.05,86.18,13.74,2.00,1
263,52.78,69.41,50.02,88.18,11.46,2.00,1
265,57.52,75.69,50.70,90.18,9.30,2.00,1
267,61.56,86.88,47.28,92.18,7.89,2.00,1
269,66.48,88.58,46.55,94.18,7.81,1.00,3
271,73.27,88.54,47.99,96.18,7.54,1.00,3
273,75.91,91.45,48.61,98.18,9.55,2.00,3
275,74.17,91.42,48.72,100.18,10.41,2.00,3
277,67.69,91.42,47.07,87.53,11.26,3.00,3
279,73.37,96.53,47.51,81.52,11.35,3.00,3
281,82.45,111.58,47.56,78.60,9.81,3.00,2
283,86.24,115.96,43.99,80.60,8.88,2.00,2
285,91.18,115.83,41.78,82.60,11.46,0.00,2
287,80.23,115.83,43.62,84.60,13.47,2.00,2
289,83.75,121.88,35.76,78.63,12.52,3.00,2
291,85.74,125.71,35.40,67.68,14.67,2.00,2
293,73.57,131.54,34.49,61.13,15.73,2.00,2
295,74.85,135.64,35.67,61.26,13.20,2.00,2
297,78.14,140.54,33.79,63.26,12.02,0.00,2
299,53.35,140.44,35.63,65.26,10.95,2.00,4
301,57.61,140.43,35.56,67.26,12.84,1.00,4
303,61.93,139.62,35.59,69.26,13.89,0.00,4
305,49.95,84.64,37.42,71.26,14.14,2.00,4
307,50.92,85.57,38.39,69.21,13.05,3.00,4
309,51.54,91.95,37.26,68.75,10.89,3.00,4
311,57.26,98.82,36.58,70.75,10.52,3.00,1
313,62.94,118.24,35.65,72.75,9.85,1.00,1
315,72.78,140.98,35.98,74.75,10.66,1.00,1
317,76.50,148.11,35.54,76.75,9.69,2.00,1
319,76.43,148.01,31.92,75.84,12.08,2.00,1
321,79.95,153.83,31.66,77.84,13.43,1.00,1
