time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.89,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.17,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.30,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.08,0.00
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.37,0.00
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.05,0.00
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.46,0.00
25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.08,0.11,0.25,46.18,0.00
27,0.00,2.40,1.20,2.40,0.00,0.00,2.25,0.75,0.96,2.25,40.82,0.00
29,0.00,5.55,2.77,5.55,0.00,0.00,4.25,1.42,1.82,4.25,35.86,0.00
31,0.00,5.51,2.76,5.51,0.00,0.00,6.25,2.08,2.68,6.25,29.38,0.00
33,0.00,10.95,5.48,10.95,0.73,0.00,8.25,2.99,3.85,8.25,29.83,1.00
35,0.00,11.64,5.82,11.64,1.34,0.00,10.25,3.86,4.97,10.25,34.01,1.00
37,0.00,11.64,5.82,11.64,1.50,0.00,12.25,4.58,5.89,12.25,35.50,1.00
39,0.00,11.64,5.82,11.64,0.00,0.00,14.25,4.75,6.11,14.25,35.97,0.00
41,0.00,11.64,5.82,11.64,0.00,0.00,16.25,5.42,6.96,16.25,32.02,0.00
43,0.00,11.64,5.82,11.64,0.00,0.00,18.25,6.08,7.82,18.25,24.35,0.00
45,0.00,15.41,7.71,15.41,0.00,0.00,20.25,6.75,8.68,20.25,16.38,0.00
47,0.00,18.10,9.05,18.10,0.00,0.00,22.25,7.42,9.54,22.25,16.32,0.00
49,0.00,26.31,13.16,26.31,0.00,0.00,24.25,8.08,10.39,24.25,14.17,0.00
