time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0.00,0,
3,0.00,0.00,0.00,0.00,50.06,0.00,4,
5,0.00,0.00,0.00,0.00,52.90,0.00,4,
7,0.00,0.00,0.00,0.00,59.82,0.00,4,
9,0.00,0.00,0.00,0.00,64.00,0.00,4,4.00
11,0.00,0.00,0.00,0.00,61.73,0.00,4,
13,0.00,0.00,0.00,0.00,54.58,0.00,15,
15,0.00,0.00,0.00,0.00,51.38,0.00,15,
17,0.00,0.00,0.10,1.17,50.86,1.00,15,
19,0.00,0.00,0.04,0.52,46.50,0.00,15,3.12
21,0.55,2.19,0.21,2.52,51.33,0.00,15,
23,1.24,4.95,0.43,4.52,51.60,2.00,4,
25,1.04,4.14,0.54,6.52,52.13,1.00,4,
27,0.28,1.12,0.14,1.73,55.09,0.00,4,
29,0.00,0.00,0.45,3.73,49.96,2.00,4,3.22
31,0.00,0.00,0.56,5.73,42.90,0.00,4,
33,1.34,5.35,1.13,7.73,31.35,2.00,3,
35,1.89,5.01,1.59,9.73,30.05,1.00,3,
37,0.95,2.34,1.59,6.96,33.91,3.00,3,
39,3.68,9.97,1.56,7.21,34.34,2.00,3,2.99
41,4.89,14.83,1.28,9.21,35.57,1.00,3,
43,5.60,17.65,1.63,11.21,40.28,1.00,11,
45,5.59,17.64,1.91,13.21,42.95,1.00,11,
47,5.58,17.60,1.98,11.72,41.40,0.00,11,
49,2.85,6.65,2.55,13.72,39.49,2.00,11,2.86
51,1.59,4.73,2.66,15.72,38.81,2.00,11,
53,1.18,4.73,2.05,17.72,38.34,1.00,4,
55,4.22,11.44,2.38,19.72,34.99,0.00,4,
57,3.65,7.60,2.88,21.72,35.51,1.00,4,
59,4.38,11.92,2.04,10.94,36.84,2.00,4,2.53
61,5.64,11.83,2.09,12.94,35.35,1.00,4,
63,6.12,12.65,2.83,14.94,30.31,1.00,3,
65,7.42,16.64,3.02,16.94,31.50,2.00,3,
67,8.91,17.00,2.52,13.95,32.51,2.00,3,
69,4.67,9.14,2.95,13.75,33.35,2.00,3,2.95
71,1.55,4.80,1.81,8.97,34.81,2.00,3,
73,2.47,5.07,1.86,10.97,36.76,1.00,4,
75,2.27,5.24,2.27,12.97,46.55,1.00,4,
77,1.24,4.98,1.92,14.97,51.08,2.00,4,
79,1.24,4.98,1.75,16.97,47.91,1.00,4,3.09
81,1.24,4.98,1.58,18.97,45.56,0.00,4,
83,1.24,4.98,1.75,20.97,41.22,0.00,5,
85,2.73,8.15,2.12,22.97,40.60,0.00,5,
87,3.31,11.53,2.77,24.97,43.49,2.00,5,
89,4.11,11.50,3.19,26.97,42.26,3.00,5,2.25
91,5.73,11.50,2.86,28.97,40.18,0.00,5,
93,5.69,11.50,3.19,30.97,38.30,0.00,6,
95,6.80,15.71,3.72,32.97,35.72,1.00,6,
97,7.07,16.80,4.41,34.97,33.77,1.00,6,
99,5.96,11.50,5.27,36.97,31.28,2.00,6,1.99
101,5.67,11.50,5.40,38.97,30.71,2.00,6,
103,6.80,15.22,6.39,40.97,27.64,1.00,5,
105,10.92,17.55,7.09,42.97,24.10,0.00,5,
107,14.39,24.58,8.58,44.97,23.06,2.00,5,
109,16.99,29.74,8.96,46.97,20.73,2.00,5,1.53
111,14.81,36.23,9.76,48.97,16.45,2.00,5,
113,14.49,36.31,9.99,50.97,13.42,1.00,14,
115,14.82,36.31,10.57,52.97,17.67,2.00,14,
117,16.51,36.31,10.89,54.97,21.43,1.00,14,
119,15.70,37.02,12.03,56.97,25.51,3.00,14,2.33
121,16.61,35.87,12.40,58.97,28.43,3.00,14,
123,16.61,32.15,12.32,60.97,28.75,0.00,8,
125,12.89,23.41,13.48,62.97,30.33,0.00,8,
127,11.42,23.41,14.65,64.97,29.46,2.00,8,
129,13.72,21.97,12.67,46.42,29.06,2.00,8,1.79
131,10.34,17.47,10.30,28.98,26.94,2.00,8,
