time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.31,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.50,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.65,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.99,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.20,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.25,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.03,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,1.76,0.59,0.76,1.76,42.49,0.00
19,0.00,5.55,2.78,5.55,0.21,0.00,3.76,1.33,1.70,3.76,45.13,0.00
21,0.00,5.28,2.64,5.28,2.21,0.00,5.76,2.66,3.42,5.76,43.35,1.00
23,0.00,5.28,2.64,5.28,0.00,0.00,7.76,2.59,3.33,7.76,37.01,0.00
25,0.00,5.18,2.59,5.18,0.00,0.00,9.76,3.25,4.18,9.76,37.73,0.00
27,0.00,0.00,0.00,0.00,1.90,0.00,11.76,4.55,5.85,11.76,39.58,1.00
29,0.00,0.00,0.00,0.00,3.90,0.00,1.77,1.89,2.43,3.90,39.42,1.00
31,1.20,0.00,0.60,1.20,5.90,0.00,1.66,2.52,3.24,5.90,60.61,2.00
33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.96,0.00
35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.46,0.00
37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.85,0.00
39,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.11,0.14,0.33,46.44,0.00
41,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.78,1.00,2.33,45.80,1.00
43,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.05,0.02,0.16,32.19,0.00
45,2.17,0.00,1.09,2.17,0.00,2.16,0.00,0.72,0.31,2.16,36.03,0.00
47,5.71,0.00,2.86,5.71,0.00,4.16,1.78,1.98,1.36,4.16,39.56,1.00
49,5.66,0.00,2.83,5.66,0.00,6.16,2.01,2.72,1.74,6.16,37.70,1.00
51,5.66,0.00,2.83,5.66,0.00,8.16,0.00,2.72,1.17,8.16,33.50,0.00
53,5.66,0.00,2.83,5.66,0.00,10.16,0.00,3.39,1.45,10.16,28.16,0.00
55,5.66,0.00,2.83,5.66,0.00,12.16,0.61,4.26,2.00,12.16,23.91,1.00
57,5.66,0.00,2.83,5.66,0.00,14.16,0.00,4.72,2.02,14.16,18.50,0.00
59,5.66,0.00,2.83,5.66,0.00,16.16,0.54,5.56,2.54,16.16,0.00,1.00
61,5.66,0.00,2.83,5.66,0.00,18.16,0.00,6.05,2.59,18.16,0.00,0.00
63,5.66,0.00,2.83,5.66,0.00,20.16,0.00,6.72,2.88,20.16,0.00,0.00
65,5.58,0.00,2.79,5.58,0.00,22.16,0.00,7.39,3.17,22.16,60.00,0.00
67,0.49,0.00,0.24,0.49,0.00,24.16,0.00,8.05,3.45,24.16,60.00,1.00
69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.35,0.00
75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.98,0.00
77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.30,0.00
79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.60,0.00
81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.86,0.00
83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.64,0.00
85,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.06,0.08,0.19,40.27,0.00
87,0.00,0.00,0.00,0.00,2.19,0.00,0.00,0.73,0.94,2.19,31.68,0.00
89,3.80,0.00,1.90,3.80,4.19,0.00,0.00,1.40,1.79,4.19,34.42,0.00
91,10.25,0.00,5.13,10.25,6.19,0.00,0.00,2.06,2.65,6.19,32.97,0.00
93,10.16,0.00,5.08,10.16,8.19,0.00,0.00,2.73,3.51,8.19,38.00,0.00
95,13.32,0.00,6.66,13.32,10.19,0.00,0.32,3.50,4.50,10.19,40.04,1.00
97,16.00,1.79,8.90,16.00,8.75,0.00,2.32,3.69,4.74,8.75,41.59,0.00
99,6.08,5.46,5.77,6.08,10.75,0.00,4.32,5.02,6.46,10.75,37.86,1.00
101,0.00,5.40,2.70,5.40,6.41,0.00,6.32,4.24,5.46,6.41,34.71,1.00
103,0.00,6.10,3.05,6.10,1.95,0.00,8.32,3.42,4.40,8.32,31.69,0.00
105,0.00,11.77,5.88,11.77,3.95,0.00,10.32,4.76,6.11,10.32,27.39,0.00
107,4.95,9.50,7.22,9.50,5.95,0.00,12.32,6.09,7.83,12.32,33.10,2.00
109,13.48,0.00,6.74,13.48,4.99,0.00,7.63,4.21,5.41,7.63,35.29,1.00
111,16.38,0.00,8.19,16.38,6.99,0.00,5.83,4.27,5.50,6.99,39.54,1.00
113,16.36,0.00,8.18,16.36,8.99,0.00,2.94,3.98,5.11,8.99,36.54,1.00
