time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,60.00,0.00,1
3,0.00,0.00,0.00,0.00,48.17,0.00,1
5,0.00,0.00,0.00,0.00,56.82,0.00,1
7,0.00,0.00,0.00,0.00,60.05,0.00,1
9,0.00,0.00,0.00,0.00,57.33,0.00,1
11,0.00,0.00,0.00,0.00,54.17,0.00,1
13,0.00,0.00,0.00,0.00,49.83,0.00,1
15,0.00,0.00,0.00,0.00,46.37,0.00,1
17,0.00,0.00,0.05,0.60,42.62,0.00,1
19,0.90,2.13,0.43,2.60,42.89,0.00,1
21,2.65,10.59,0.93,4.60,38.67,0.00,3
23,3.08,12.32,1.43,6.60,33.82,0.00,3
25,3.93,15.72,2.08,8.60,32.28,1.00,3
27,4.93,18.68,1.88,10.00,28.44,0.00,3
29,7.30,18.65,2.54,12.00,29.26,0.00,3
31,9.50,18.65,3.21,14.00,29.42,0.00,3
33,10.76,18.65,3.88,16.00,29.24,0.00,3
35,11.60,18.65,4.56,18.00,25.69,1.00,3
37,11.59,18.65,5.21,20.00,19.81,0.00,3
39,12.99,24.24,6.00,22.00,14.30,1.00,2
41,15.31,32.27,6.76,24.00,12.62,0.00,2
43,17.28,35.71,7.60,26.00,15.63,0.00,2
45,18.36,38.33,8.43,28.00,20.30,1.00,2
47,20.83,43.27,6.76,28.55,22.28,1.00,2
49,21.24,45.03,7.08,25.82,27.54,1.00,2
51,18.90,35.68,6.98,27.82,30.03,1.00,2
53,9.98,17.95,7.30,29.82,27.38,0.00,4
55,10.64,20.59,8.22,31.82,28.00,1.00,4
57,12.46,24.05,9.22,33.82,28.55,4.00,4
59,15.83,29.42,9.19,31.97,28.88,1.00,4
61,15.39,30.47,8.47,33.97,28.69,2.00,1
63,8.19,16.38,7.97,30.06,24.24,2.00,1
65,7.29,17.38,6.06,17.53,21.84,2.00,1
67,7.12,17.38,6.42,19.53,18.96,2.00,1
69,7.59,19.28,5.98,21.53,16.41,2.00,1
71,11.96,30.26,5.77,23.53,17.16,0.00,1
73,13.03,30.60,6.61,25.53,21.41,0.00,1
75,13.03,30.60,7.58,27.53,26.54,1.00,1
77,13.03,30.60,8.27,29.53,25.72,0.00,1
79,13.03,30.60,9.27,31.53,24.98,1.00,1
81,13.79,30.60,9.98,33.53,25.56,1.00,1
83,14.60,30.60,10.77,35.53,26.55,0.00,1
85,14.59,30.60,11.61,37.53,24.17,0.00,3
87,14.59,30.60,12.51,39.53,23.35,0.00,3
89,15.39,30.60,13.73,41.53,24.06,0.00,3
91,16.59,30.60,15.06,43.53,26.02,1.00,3
93,15.46,30.57,15.36,44.88,28.34,3.00,2
95,13.94,29.34,11.36,37.07,26.98,1.00,2
97,14.94,26.53,11.68,39.07,25.35,0.00,2
99,16.40,22.79,12.87,41.07,23.02,1.00,2
101,18.53,26.58,10.61,38.26,21.56,1.00,2
103,20.11,33.00,11.70,40.26,21.10,1.00,2
105,21.62,39.02,10.16,42.26,18.84,1.00,2
107,23.83,47.87,11.23,44.26,16.94,2.00,4
109,24.24,48.49,12.20,46.26,14.38,1.00,4
111,28.26,53.72,13.49,48.26,14.57,1.00,4
113,31.78,62.00,14.23,50.26,17.48,3.00,4
115,30.74,70.84,14.25,51.88,21.51,4.00,1
117,24.84,82.55,11.70,30.21,24.55,4.00,1
119,28.40,90.56,9.28,29.59,24.62,2.00,1
121,30.94,94.70,9.82,31.59,24.16,1.00,1
123,30.90,94.64,10.72,33.59,22.41,1.00,1
125,32.87,100.21,11.96,35.59,17.98,1.00,1
127,35.45,103.54,13.16,37.59,15.38,1.00,1
129,40.31,112.71,14.29,39.59,14.25,2.00,1
131,46.44,119.71,14.76,41.59,12.94,1.00,1
133,48.25,120.32,16.14,43.59,16.01,1.00,1
135,26.41,39.39,17.71,45.59,19.34,1.00,1
137,22.73,42.92,19.30,47.59,20.92,1.00,3
139,22.72,42.89,20.80,49.59,20.82,2.00,3
141,22.72,42.89,20.42,51.59,22.46,2.00,3
143,21.91,42.89,19.76,53.59,21.99,2.00,3
145,22.74,45.01,20.34,48.78,23.38,3.00,2
147,25.78,55.57,16.64,38.85,22.41,2.00,2
149,27.76,64.92,15.29,40.85,23.87,0.00,2
151,30.18,69.03,16.67,42.85,21.04,2.00,2
153,32.12,75.38,16.55,44.85,17.80,2.00,2
155,33.37,80.56,17.75,46.85,17.77,2.00,2
157,39.07,88.27,17.07,48.85,17.43,2.00,2
159,26.87,42.16,15.73,50.85,16.65,1.00,4
161,22.41,42.16,17.03,52.85,14.12,1.00,4
163,25.66,46.93,18.49,54.85,14.33,2.00,4
165,32.20,48.17,19.36,56.85,16.15,2.00,4
167,33.94,48.16,16.78,37.37,17.46,3.00,1
169,30.90,53.63,16.50,35.80,17.25,3.00,1
171,35.44,62.59,12.84,23.38,19.27,0.00,1
173,40.08,70.49,14.50,25.38,21.03,2.00,1
175,41.06,74.82,16.01,27.12,19.70,2.00,1
177,33.41,55.66,16.86,29.12,17.33,3.00,1
179,20.94,54.96,13.87,31.12,16.42,1.00,1
181,24.79,69.65,14.90,33.12,14.79,2.00,1
183,30.20,85.35,15.80,35.12,13.80,1.00,1
185,34.08,96.37,15.83,37.12,14.20,2.00,1
187,36.40,104.47,16.46,39.12,15.35,1.00,3
189,40.09,115.32,17.47,41.12,17.33,1.00,3
191,41.21,117.04,18.02,43.12,16.56,0.00,3
193,41.76,119.28,19.36,45.12,15.91,2.00,3
195,40.54,127.14,19.22,43.71,13.94,3.00,2
197,43.26,139.77,16.90,42.88,11.59,2.00,2
199,49.26,142.12,15.91,44.88,9.70,0.00,2
201,52.41,142.10,17.11,46.88,9.76,1.00,2
203,53.11,142.10,16.44,44.65,10.84,1.00,2
205,56.61,142.10,17.84,46.28,11.55,1.00,2
207,58.75,142.10,19.41,47.94,12.32,1.00,4
209,60.58,142.10,20.36,45.44,13.88,0.00,4
211,60.83,142.10,22.03,47.44,15.26,1.00,4
213,62.97,142.10,23.18,49.44,17.71,2.00,4
215,61.99,142.10,22.14,42.72,17.63,2.00,1
217,62.48,142.10,22.89,43.18,14.51,1.00,1
219,67.04,149.00,23.05,45.18,11.58,0.00,1
221,73.51,162.45,24.88,47.18,8.64,2.00,1
223,79.57,173.26,25.79,49.18,7.10,2.00,1
225,84.14,180.41,26.01,51.18,7.18,2.00,1
227,82.71,180.25,25.96,53.18,7.53,2.00,1
229,84.88,183.66,27.09,55.18,7.59,2.00,1
231,88.50,190.99,28.07,57.18,8.33,1.00,1
233,91.31,196.52,29.10,59.18,8.65,2.00,3
235,91.77,198.34,28.53,61.18,8.79,0.00,3
237,93.99,198.06,30.03,63.18,9.38,0.00,3
239,79.31,138.85,31.53,65.18,9.26,2.00,3
241,74.30,141.48,28.91,67.18,11.01,3.00,2
243,77.05,144.95,26.08,65.23,11.27,1.00,2
245,79.93,146.91,27.21,66.91,10.99,0.00,2
247,84.67,156.09,28.54,68.91,11.14,2.00,2
249,88.64,160.39,27.29,68.74,11.12,2.00,2
251,93.21,165.28,28.15,68.92,12.66,2.00,2
253,92.81,175.64,28.98,68.28,12.65,2.00,2
255,73.12,178.81,27.46,70.28,12.06,2.00,2
257,68.07,180.90,28.24,72.28,10.38,2.00,4
259,72.21,188.66,28.26,74.28,9.10,2.00,4
261,76.03,191.45,28.17,76.28,8.92,2.00,4
263,76.43,191.43,27.76,78.28,7.24,2.00,4
265,79.81,191.43,26.76,66.70,7.02,3.00,1
267,83.67,191.43,26.96,66.43,9.61,3.00,1
269,88.85,202.56,24.56,68.19,13.46,1.00,1
271,88.03,199.05,25.55,70.19,16.14,1.00,1
273,87.74,197.91,26.25,72.19,15.91,1.00,1
275,87.74,197.89,26.87,74.19,14.34,1.00,1
277,90.13,197.89,27.57,76.19,15.66,1.00,1
279,92.57,197.89,27.25,78.19,15.68,1.00,1
281,92.47,197.66,28.44,80.19,15.24,1.00,1
283,68.33,145.35,29.55,82.19,14.02,2.00,1
285,59.57,145.35,30.29,84.19,13.83,3.00,1
287,62.67,145.35,31.37,86.19,14.69,2.00,3
289,64.30,145.19,32.27,88.19,17.50,2.00,3
291,38.76,85.86,31.55,90.19,18.07,0.00,3
293,33.97,92.18,32.89,92.19,16.79,1.00,3
295,35.67,98.02,33.63,94.19,16.51,2.00,2
297,38.18,113.03,31.06,96.19,15.55,1.00,2
299,40.38,128.08,31.76,98.19,12.91,2.00,2
301,44.28,139.67,32.59,100.19,10.71,2.00,2
303,48.01,152.44,30.92,101.25,10.45,2.00,2
305,50.90,155.01,29.99,83.37,10.19,1.00,2
307,52.94,155.00,30.91,80.70,10.71,2.00,2
309,57.08,155.00,31.42,82.70,11.98,1.00,2
311,61.36,155.00,30.23,81.63,12.33,1.00,2
313,61.92,157.18,31.36,83.63,9.94,2.00,4
315,67.27,169.37,32.29,85.63,8.01,1.00,4
317,74.18,183.68,33.69,87.63,7.50,2.00,4
319,78.43,192.03,33.43,89.63,7.43,1.00,4
321,79.56,198.48,34.69,90.82,6.63,2.00,1
323,79.58,198.61,29.43,82.42,5.16,1.00,1
325,80.71,198.61,30.44,84.42,6.35,1.00,1
327,81.72,198.61,31.91,86.42,8.27,2.00,1
329,80.07,198.61,30.15,88.42,8.27,2.00,1
331,78.78,198.61,31.22,90.42,10.24,2.00,1
333,78.78,198.61,29.34,92.42,12.03,2.00,1
335,78.78,198.61,27.53,94.42,12.48,1.00,1
337,79.39,198.61,28.35,96.42,14.40,1.00,1
339,80.40,198.61,29.39,98.42,15.71,1.00,1
341,79.39,198.59,30.60,100.42,14.27,2.00,1
343,53.83,198.16,31.16,102.42,15.71,1.00,1
345,48.02,174.97,29.95,104.42,14.20,0.00,3
347,34.85,116.97,31.12,106.42,11.70,1.00,3
349,36.68,122.82,32.26,108.42,11.41,2.00,3
351,40.12,126.96,29.59,97.32,11.00,2.00,3
353,46.28,141.34,29.13,99.32,10.63,3.00,2
355,46.89,155.12,27.79,98.46,12.22,2.00,2
357,50.73,165.63,27.78,100.46,13.50,0.00,2
359,54.94,176.28,29.23,102.46,14.72,2.00,2
361,58.28,184.55,28.79,101.04,14.68,1.00,2
363,60.88,190.78,29.93,100.71,13.73,1.00,2
365,63.74,195.60,30.82,97.39,12.04,1.00,2
367,66.73,199.17,29.73,93.27,10.74,2.00,2
369,72.31,199.13,28.99,72.31,9.46,1.00,4
371,77.66,199.13,30.06,72.34,8.38,2.00,4
373,78.99,199.13,30.99,72.23,7.51,2.00,4
375,80.20,199.13,31.57,74.23,8.18,2.00,4
377,76.87,199.13,31.10,76.23,9.07,3.00,1
379,70.69,199.13,30.38,78.23,11.46,3.00,1
381,70.93,199.13,28.63,80.23,13.70,1.00,1
383,73.69,199.13,29.83,82.23,16.05,1.00,1
385,74.93,199.13,31.24,84.23,17.29,1.00,1
387,76.08,199.13,32.46,86.23,17.46,1.00,1
389,76.91,199.13,33.94,88.23,17.04,1.00,1
391,66.13,199.13,34.34,90.23,16.23,1.00,1
393,56.27,199.05,35.38,92.23,14.82,1.00,1
395,54.35,191.38,35.68,94.23,15.21,2.00,1
397,23.36,64.39,36.87,96.23,15.23,1.00,1
399,25.51,69.73,38.11,98.23,14.16,2.00,1
401,27.58,78.04,36.39,100.23,12.29,0.00,1
403,30.05,85.01,37.89,102.23,12.28,2.00,3
405,34.18,93.19,38.52,104.23,12.42,0.00,3
407,36.38,100.06,39.97,106.23,11.80,2.00,3
409,38.48,113.82,39.82,104.32,14.27,2.00,3
411,36.47,128.97,34.65,106.32,13.03,2.00,2
413,39.77,142.33,33.57,108.32,11.83,2.00,2
415,45.78,155.70,31.83,110.32,12.22,0.00,2
417,50.95,168.10,32.83,112.32,13.33,1.00,2
419,55.03,179.50,33.55,112.18,12.28,1.00,2
421,57.67,187.09,34.73,113.20,10.15,1.00,2
423,65.45,199.39,35.12,114.62,9.43,1.00,2
425,67.73,201.84,35.35,105.84,8.44,0.00,2
427,69.43,201.13,36.68,107.84,8.96,2.00,2
429,72.53,201.13,36.68,107.30,9.26,2.00,2
431,73.39,201.13,35.20,109.30,9.21,1.00,4
433,77.39,201.13,,,7.12,0.00,4
435,80.71,201.13,,,8.04,1.00,4
437,79.67,201.13,,,9.27,2.00,4
439,82.04,201.13,,,10.78,2.00,1
441,82.25,201.13,,,12.39,1.00,1
443,82.56,201.13,,,14.97,0.00,1
445,83.60,201.13,,,15.24,3.00,1
447,84.78,201.13,,,15.08,1.00,1
449,79.90,201.13,,,15.73,3.00,1
451,81.32,201.13,,,14.41,1.00,1
453,84.40,201.13,,,15.78,3.00,1
455,85.94,201.13,,,17.48,2.00,1
457,86.48,200.19,,,16.33,1.00,1
459,83.77,189.56,,,15.97,2.00,1
461,29.48,57.10,,,17.05,1.00,1
463,21.25,63.98,,,16.10,1.00,1
465,22.74,70.00,,,14.45,1.00,1
467,25.07,77.56,,,15.53,2.00,3
469,27.94,84.29,,,15.18,0.00,3
471,30.88,91.85,,,15.96,1.00,3
473,31.50,98.56,,,16.46,2.00,3
475,33.42,110.27,,,14.66,3.00,2
477,37.51,125.62,,,12.65,3.00,2
479,40.58,138.43,,,10.92,2.00,2
481,46.81,151.62,,,9.70,2.00,2
483,50.94,163.88,,,9.52,1.00,2
485,55.02,177.54,,,9.20,1.00,2
487,62.38,189.17,,,8.95,2.00,2
489,66.73,195.48,,,11.32,1.00,2
491,67.35,197.64,,,12.40,1.00,4
493,67.35,197.64,,,11.90,0.00,4
495,67.61,197.64,,,11.12,1.00,4
497,68.43,197.64,,,13.50,2.00,4
499,66.36,197.64,,,13.85,4.00,4
501,61.75,197.64,,,13.54,2.00,4
