time,calc_time
1.00,0.16
9.00,0.05
19.00,0.07
29.00,0.05
39.00,0.08
49.00,0.07
59.00,0.08
69.00,0.08
79.00,0.05
89.00,0.07
99.00,0.07
109.00,0.08
119.00,0.07
129.00,0.07
139.00,0.06
149.00,0.06
159.00,0.07
169.00,0.07
179.00,0.06
189.00,0.06
199.00,0.06
209.00,0.07
219.00,0.06
229.00,0.05
239.00,0.06
249.00,0.05
259.00,0.06
269.00,0.07
279.00,0.05
289.00,0.06
299.00,0.07
309.00,0.06
319.00,0.07
329.00,0.07
339.00,0.06
349.00,0.06
359.00,0.07
369.00,0.06
379.00,0.05
389.00,0.06
399.00,0.06
409.00,0.28
419.00,0.07
429.00,0.06
439.00,0.05
449.00,0.14
459.00,0.06
469.00,0.06
479.00,0.07
489.00,0.05
499.00,0.07
