id,method,layout,inflow,intersection,queue_avg,queue_max,delay_avg,delay_max,speed_avg,num_phase_changes,reward
195,4-Phase DRL,7-4-1-sb,balanced_500,6,7.293412698412698,17.96281746031746,5.182053571428571,26.341026785714288,31.26996031746032,49,116.17
196,4-Phase DRL,7-4-1-sb,balanced_500,7,4.357857142857143,11.381269841269841,4.100954545454544,24.944681818181824,33.81496031746032,49,124.96000000000001
197,SCOOT,7-4-1-sb,balanced_600,1,34.226573705179284,72.31247011952192,22.652922374429227,59.74315068493151,16.89629482071713,43,
198,SCOOT,7-4-1-sb,balanced_600,2,18.383864541832672,38.85418326693227,10.24049107142857,36.18571428571429,23.339243027888443,42,
199,SCOOT,7-4-1-sb,balanced_600,3,22.27422310756972,52.79462151394423,10.280441176470589,37.64524509803921,21.441115537848606,39,
200,SCOOT,7-4-1-sb,balanced_600,4,18.195816733067726,31.583665338645414,14.722978723404257,42.00174468085106,21.06374501992032,41,
201,SCOOT,7-4-1-sb,balanced_600,5,30.473266932270917,67.8878486055777,18.82380090497738,52.290497737556564,17.82442231075697,41,
202,SCOOT,7-4-1-sb,balanced_600,6,17.43760956175299,40.210358565737046,8.844956140350876,30.57714912280702,24.62824701195219,40,
203,SCOOT,7-4-1-sb,balanced_600,7,17.411513944223106,34.600956175298805,10.435477386934675,33.8743216080402,22.86988047808765,42,
204,Proposed DRL,7-4-1-sb,balanced_600,1,13.245039682539682,28.497222222222224,10.963574879227053,39.00260869565217,25.924960317460318,50,104.64
205,Proposed DRL,7-4-1-sb,balanced_600,2,9.483492063492063,21.399920634920637,7.029203980099502,29.28363184079602,31.026507936507937,51,124.35999999999999
206,Proposed DRL,7-4-1-sb,balanced_600,3,8.521507936507936,17.795079365079363,5.745483870967742,28.457649769585256,30.08281746031746,49,115.31
207,Proposed DRL,7-4-1-sb,balanced_600,4,8.818253968253968,17.90972222222222,7.3568122270742355,31.001834061135373,28.45373015873016,50,105.7
208,Proposed DRL,7-4-1-sb,balanced_600,5,12.792301587301587,24.948690476190475,9.72273148148148,34.78333333333334,25.66813492063492,50,99.15
209,Proposed DRL,7-4-1-sb,balanced_600,6,7.509166666666666,16.852103174603172,4.6125570776255715,22.032328767123282,31.40615079365079,49,124.01
210,Proposed DRL,7-4-1-sb,balanced_600,7,10.714841269841271,25.584960317460318,11.674509803921566,58.17323529411763,28.43361111111111,48,114.74000000000001
211,Macro-State DRL,7-4-1-sb,balanced_600,1,14.299246031746032,28.357499999999998,12.248227272727274,38.51795454545453,24.81563492063492,50,98.08
212,Macro-State DRL,7-4-1-sb,balanced_600,2,12.250476190476192,28.091190476190476,9.067205882352942,35.78573529411765,27.065158730158736,50,111.47
213,Macro-State DRL,7-4-1-sb,balanced_600,3,11.09115079365079,23.126825396825392,7.791902654867257,35.918893805309736,27.840396825396827,49,106.86
214,Macro-State DRL,7-4-1-sb,balanced_600,4,9.221349206349206,18.08547619047619,7.623805309734513,35.276681415929204,28.085119047619045,51,103.67
215,Macro-State DRL,7-4-1-sb,balanced_600,5,15.345634920634922,28.778253968253967,11.231754385964912,37.86868421052631,24.315674603174603,50,93.11
216,Macro-State DRL,7-4-1-sb,balanced_600,6,7.604404761904762,16.863492063492064,4.750863636363636,23.56763636363636,30.47718253968254,51,115.83
217,Macro-State DRL,7-4-1-sb,balanced_600,7,8.823095238095236,21.48706349206349,9.167142857142856,46.85724867724868,29.83936507936508,49,120.00999999999999
218,4-Phase DRL,7-4-1-sb,balanced_600,1,11.931111111111111,26.252261904761905,9.737196261682245,45.38088785046728,26.684960317460316,49,104.97
219,4-Phase DRL,7-4-1-sb,balanced_600,2,14.133373015873014,32.43380952380953,8.379174757281552,31.309417475728164,27.462777777777777,46,115.37
220,4-Phase DRL,7-4-1-sb,balanced_600,3,11.937142857142856,25.705714285714286,10.040666666666665,52.24644444444444,26.129523809523807,46,102.34
221,4-Phase DRL,7-4-1-sb,balanced_600,4,9.213055555555554,18.65738095238095,6.855384615384615,31.00119658119658,28.073769841269844,51,103.50999999999999
222,4-Phase DRL,7-4-1-sb,balanced_600,5,18.46654761904762,38.76654761904762,13.269350649350647,42.58294372294372,22.68297619047619,51,87.88
223,4-Phase DRL,7-4-1-sb,balanced_600,6,8.053055555555556,16.73281746031746,5.859780701754386,24.619692982456144,30.164126984126984,49,111.04999999999998
224,4-Phase DRL,7-4-1-sb,balanced_600,7,9.228253968253968,20.451547619047616,8.475025125628141,46.366783919598,28.85813492063492,43,111.48
225,SCOOT,7-4-1-sb,balanced_700,1,67.39637450199203,132.8199203187251,36.5355504587156,78.71986238532111,13.195697211155377,34,
226,SCOOT,7-4-1-sb,balanced_700,2,44.07844621513944,93.6919920318725,22.93416666666667,64.10041666666667,18.117051792828686,34,
227,SCOOT,7-4-1-sb,balanced_700,3,36.1003984063745,74.80231075697212,19.03881818181818,52.31540909090908,17.524621513944226,36,
228,SCOOT,7-4-1-sb,balanced_700,4,35.31525896414343,61.72266932270916,23.572798165137613,56.47353211009174,16.808286852589642,41,
229,SCOOT,7-4-1-sb,balanced_700,5,65.37274900398405,121.57019920318726,35.45562231759657,70.49901287553648,13.597131474103586,38,
230,SCOOT,7-4-1-sb,balanced_700,6,24.80346613545817,51.536374501992036,14.128009478672986,38.94962085308057,22.83988047808765,38,
231,SCOOT,7-4-1-sb,balanced_700,7,40.19258964143426,83.2330278884462,18.434848484848484,57.3620202020202,17.72577689243028,34,
232,Proposed DRL,7-4-1-sb,balanced_700,1,23.427261904761906,46.942142857142855,18.18722222222222,52.6041452991453,21.2056746031746,48,87.50999999999999
233,Proposed DRL,7-4-1-sb,balanced_700,2,20.00424603174603,45.05432539682539,13.310733944954128,45.12733944954129,25.373571428571427,50,110.25999999999999
234,Proposed DRL,7-4-1-sb,balanced_700,3,13.314365079365079,28.26797619047619,8.512099999999998,37.88585,26.28789682539682,48,107.81
235,Proposed DRL,7-4-1-sb,balanced_700,4,17.651468253968254,34.09769841269842,12.18662037037037,37.07865740740741,23.249126984126985,50,89.82
236,Proposed DRL,7-4-1-sb,balanced_700,5,41.30638888888888,76.60563492063491,25.652511627906975,61.26046511627905,16.928531746031744,50,70.14
237,Proposed DRL,7-4-1-sb,balanced_700,6,10.425793650793652,22.566984126984124,5.8844642857142855,22.16799107142857,30.01107142857143,51,119.11
238,Proposed DRL,7-4-1-sb,balanced_700,7,16.40452380952381,35.00507936507936,7.700722222222223,30.9285,26.929484126984125,47,113.38
239,Macro-State DRL,7-4-1-sb,balanced_700,1,36.911865079365086,72.89126984126983,24.827095238095236,57.772619047619045,17.753571428571426,49,79.78
240,Macro-State DRL,7-4-1-sb,balanced_700,2,33.972857142857144,67.32670634920636,18.597943925233643,48.54724299065421,20.3159126984127,50,95.00999999999999
241,Macro-State DRL,7-4-1-sb,balanced_700,3,15.64202380952381,31.755515873015874,9.33371287128713,38.87366336633664,25.039642857142855,48,100.49000000000001
242,Macro-State DRL,7-4-1-sb,balanced_700,4,24.87043650793651,45.6647619047619,16.017918781725886,48.77598984771573,20.101309523809526,51,72.8
243,Macro-State DRL,7-4-1-sb,balanced_700,5,48.00357142857143,90.45781746031746,27.217695852534558,60.107741935483865,15.618412698412701,50,65.53999999999999
244,Macro-State DRL,7-4-1-sb,balanced_700,6,11.918373015873016,26.821388888888887,6.876084656084656,26.383333333333336,28.555317460317458,51,112.54
245,Macro-State DRL,7-4-1-sb,balanced_700,7,19.457301587301586,41.97388888888889,13.410277777777777,53.11783333333333,24.14428571428571,47,104.64999999999999
246,4-Phase DRL,7-4-1-sb,balanced_700,1,24.71849206349206,64.04944444444445,16.201021276595743,58.42208510638298,21.755119047619047,51,90.3
247,4-Phase DRL,7-4-1-sb,balanced_700,2,30.52964285714286,81.07492063492064,18.256400000000003,59.083022222222205,22.759126984126983,44,97.18
248,4-Phase DRL,7-4-1-sb,balanced_700,3,19.06825396825397,40.23396825396825,11.364307692307692,50.74846153846154,23.397380952380953,42,97.09
249,4-Phase DRL,7-4-1-sb,balanced_700,4,15.963492063492062,32.014761904761905,10.438571428571429,34.702727272727266,24.196349206349208,50,93.38
250,4-Phase DRL,7-4-1-sb,balanced_700,5,40.734365079365084,89.27047619047619,21.612270531400966,62.69212560386472,17.229365079365078,48,67.03
251,4-Phase DRL,7-4-1-sb,balanced_700,6,12.33968253968254,27.996190476190478,7.737767857142857,31.50482142857143,28.848253968253967,47,109.37
252,4-Phase DRL,7-4-1-sb,balanced_700,7,17.703849206349204,37.57579365079364,12.409488636363635,54.253068181818186,24.255079365079368,41,104.5
253,SCOOT,7-4-1-sb,balanced_800,1,107.18824701195219,161.91239043824703,53.78422222222222,98.20653333333334,10.610517928286852,31,
254,SCOOT,7-4-1-sb,balanced_800,2,70.78454183266932,109.64709163346615,30.960563380281688,73.74985915492958,15.527290836653387,28,
255,SCOOT,7-4-1-sb,balanced_800,3,65.66426294820717,112.07637450199203,30.805610859728507,66.86864253393667,14.638406374501992,33,
256,SCOOT,7-4-1-sb,balanced_800,4,84.83872509960159,124.36940239043822,39.769633027522936,69.03422018348625,12.392231075697211,32,
257,SCOOT,7-4-1-sb,balanced_800,5,100.20501992031872,146.2673705179283,44.27873303167421,75.00873303167421,11.97581673306773,32,
258,SCOOT,7-4-1-sb,balanced_800,6,57.4494422310757,102.80936254980081,28.250833333333333,57.25508771929825,16.004741035856572,33,
259,SCOOT,7-4-1-sb,balanced_800,7,61.48115537848606,103.04179282868525,22.000346820809252,52.97028901734103,15.842709163346612,34,
260,Proposed DRL,7-4-1-sb,balanced_800,1,72.86099206349205,126.77492063492063,39.17669902912621,79.0152427184466,13.649126984126983,47,59.33
261,Proposed DRL,7-4-1-sb,balanced_800,2,53.802817460317456,103.37714285714286,20.535882352941176,48.644950980392146,19.342579365079366,42,94.67
262,Proposed DRL,7-4-1-sb,balanced_800,3,28.394920634920634,56.519603174603176,14.570666666666668,44.392500000000005,21.466111111111108,44,94.81
263,Proposed DRL,7-4-1-sb,balanced_800,4,42.331785714285715,77.2943253968254,14.812764705882353,39.465411764705884,18.03543650793651,50,75.16999999999999
264,Proposed DRL,7-4-1-sb,balanced_800,5,83.62726190476191,135.64166666666665,39.15040178571429,72.78839285714285,13.609365079365078,50,53.980000000000004
265,Proposed DRL,7-4-1-sb,balanced_800,6,22.415,52.97813492063493,11.627173913043478,34.69073913043479,24.50674603174603,50,104.84
266,Proposed DRL,7-4-1-sb,balanced_800,7,30.906666666666663,60.4404761904762,13.978830409356727,57.99233918128655,22.464365079365077,46,102.16
267,Macro-State DRL,7-4-1-sb,balanced_800,1,85.37238095238095,125.02761904761905,46.216958525345625,81.44027649769586,12.379126984126984,50,51.67999999999999
268,Macro-State DRL,7-4-1-sb,balanced_800,2,78.68638888888889,122.34849206349206,29.814603960396045,61.360594059405926,16.137420634920634,45,72.62
269,Macro-State DRL,7-4-1-sb,balanced_800,3,35.59202380952381,63.42186507936508,19.752303921568625,66.77990196078431,19.838253968253966,46,86.84
270,Macro-State DRL,7-4-1-sb,balanced_800,4,61.58603174603175,99.20071428571427,25.109723756906074,57.58149171270716,15.43357142857143,51,62.0
271,Macro-State DRL,7-4-1-sb,balanced_800,5,96.65670634920635,145.71908730158728,49.336796536796534,87.95086580086578,12.686349206349206,51,47.72
272,Macro-State DRL,7-4-1-sb,balanced_800,6,33.24996031746032,63.15301587301588,18.614736842105263,48.49129186602871,19.682777777777776,49,84.65
273,Macro-State DRL,7-4-1-sb,balanced_800,7,31.93170634920635,62.49464285714286,18.16447204968944,68.17453416149067,21.50904761904762,43,96.08
274,4-Phase DRL,7-4-1-sb,balanced_800,1,77.21849206349205,133.8098015873016,35.6151832460733,74.89497382198955,13.35186507936508,40,51.739999999999995
275,4-Phase DRL,7-4-1-sb,balanced_800,2,44.94599206349207,94.00714285714284,20.764682926829266,58.856926829268296,20.276825396825398,38,91.16999999999999
276,4-Phase DRL,7-4-1-sb,balanced_800,3,47.19396825396826,103.71162698412698,27.29614285714285,94.45700000000001,17.688730158730156,38,75.47999999999999
277,4-Phase DRL,7-4-1-sb,balanced_800,4,43.50992063492064,79.86630952380952,18.781785714285714,46.98785714285714,17.462738095238098,47,69.69
278,4-Phase DRL,7-4-1-sb,balanced_800,5,66.86746031746031,127.71531746031744,29.782303664921468,67.94539267015708,14.641865079365079,46,54.190000000000005
279,4-Phase DRL,7-4-1-sb,balanced_800,6,25.299166666666668,55.17964285714286,14.539698275862069,42.90112068965517,23.0275,48,95.73
280,4-Phase DRL,7-4-1-sb,balanced_800,7,34.28170634920634,70.34575396825397,17.42735294117647,58.85623529411765,20.660039682539683,37,95.49000000000001
281,SCOOT,7-4-1-sb,main-minor,1,48.841314741035866,110.61342629482073,26.676595744680853,64.88191489361702,15.69804780876494,39,
282,SCOOT,7-4-1-sb,main-minor,2,43.10302788844622,93.7450597609562,17.061701030927836,44.06835051546391,18.80988047808765,34,
283,SCOOT,7-4-1-sb,main-minor,3,47.1196015936255,107.403187250996,19.904953271028038,52.26018691588785,16.25143426294821,36,
284,SCOOT,7-4-1-sb,main-minor,4,49.548964143426296,106.51366533864542,25.813259911894267,59.87991189427312,15.786533864541832,41,
285,SCOOT,7-4-1-sb,main-minor,5,68.63187250996015,125.08147410358566,29.24530386740332,57.83767955801106,13.643107569721115,35,
286,SCOOT,7-4-1-sb,main-minor,6,45.56912350597609,102.18378486055776,23.548478260869565,62.76734782608695,16.954501992031872,33,
287,SCOOT,7-4-1-sb,main-minor,7,29.17203187250996,65.04486055776893,14.567393364928911,41.57710900473934,20.374501992031874,36,
288,Proposed DRL,7-4-1-sb,main-minor,1,21.712500000000002,47.69111111111111,17.237434782608698,50.72530434782609,22.15702380952381,48,92.24000000000001
289,Proposed DRL,7-4-1-sb,main-minor,2,13.88936507936508,29.83873015873016,10.345581395348837,36.62562790697674,26.56047619047619,49,114.52
290,Proposed DRL,7-4-1-sb,main-minor,3,14.535357142857142,34.0352380952381,11.181428571428572,45.56319047619048,25.781150793650795,44,110.37
291,Proposed DRL,7-4-1-sb,main-minor,4,21.436388888888885,48.01583333333334,12.982164948453608,39.50649484536083,22.265,49,88.57
292,Proposed DRL,7-4-1-sb,main-minor,5,41.55726190476191,81.7088492063492,25.50465240641711,76.45609625668449,17.553769841269837,49,75.72
293,Proposed DRL,7-4-1-sb,main-minor,6,10.270912698412697,22.608015873015873,7.1955411255411255,33.47718614718615,29.714126984126985,50,116.99000000000001
294,Proposed DRL,7-4-1-sb,main-minor,7,16.31107142857143,38.96972222222222,11.981792452830188,47.72150943396226,25.011507936507936,45,114.02000000000001
295,Macro-State DRL,7-4-1-sb,main-minor,1,44.37444444444445,88.8417857142857,31.909537037037037,74.88009259259259,15.525714285714283,49,67.6
296,Macro-State DRL,7-4-1-sb,main-minor,2,34.12587301587301,70.88587301587302,15.53621052631579,51.71868421052632,20.339007936507933,45,96.88
297,Macro-State DRL,7-4-1-sb,main-minor,3,15.500238095238096,32.78876984126984,11.73,47.30345000000001,24.667063492063495,45,104.21
298,Macro-State DRL,7-4-1-sb,main-minor,4,25.977301587301582,56.45940476190476,13.11193333333333,44.51453333333333,20.894087301587298,51,83.9
299,Macro-State DRL,7-4-1-sb,main-minor,5,55.15150793650793,101.67,30.553689320388337,71.70252427184468,14.617658730158732,49,61.31
300,Macro-State DRL,7-4-1-sb,main-minor,6,12.991428571428568,25.27845238095238,8.202565217391305,33.05204347826087,27.545753968253972,50,108.45
301,Macro-State DRL,7-4-1-sb,main-minor,7,13.01230158730159,30.415079365079368,12.27274336283186,54.18438053097344,26.935079365079364,46,118.6
302,4-Phase DRL,7-4-1-sb,main-minor,1,37.54452380952382,78.59738095238096,27.073290598290598,80.44581196581197,17.758134920634923,43,77.07
303,4-Phase DRL,7-4-1-sb,main-minor,2,22.71285714285714,54.51095238095238,13.712786069651742,42.03089552238806,23.57202380952381,39,107.03
304,4-Phase DRL,7-4-1-sb,main-minor,3,17.373492063492066,36.3825,18.186095238095238,94.24833333333333,23.24813492063492,38,95.94
305,4-Phase DRL,7-4-1-sb,main-minor,4,21.831626984126984,54.54750000000001,13.01804347826087,41.62960869565219,22.038968253968257,47,84.86
306,4-Phase DRL,7-4-1-sb,main-minor,5,37.11662698412698,83.50718253968255,24.385,67.01520833333332,17.930793650793653,47,73.16
307,4-Phase DRL,7-4-1-sb,main-minor,6,12.655753968253972,25.348650793650794,8.0148,30.228800000000003,28.56218253968254,49,112.94
308,4-Phase DRL,7-4-1-sb,main-minor,7,13.88297619047619,33.92083333333333,11.488333333333333,45.73070175438596,25.74329365079365,41,112.05000000000001
309,SCOOT,7-4-1-sb,unbalanced,1,53.83199203187252,117.60119521912351,24.8240625,58.863749999999996,15.235816733067727,38,
310,SCOOT,7-4-1-sb,unbalanced,2,60.798964143426296,135.96,25.43152466367713,63.54098654708517,15.44227091633466,34,
311,SCOOT,7-4-1-sb,unbalanced,3,63.409561752988054,143.39071713147413,29.290222222222223,81.47511111111112,14.112430278884464,33,
312,SCOOT,7-4-1-sb,unbalanced,4,60.49219123505975,134.74466135458167,29.327706422018352,72.3530733944954,13.883984063745018,35,
313,SCOOT,7-4-1-sb,unbalanced,5,76.53131474103586,148.81561752988048,35.372827225130884,77.27240837696334,12.684741035856575,38,
314,SCOOT,7-4-1-sb,unbalanced,6,70.60059760956176,146.87980079681276,30.51084577114428,69.89109452736318,13.957649402390437,31,
315,SCOOT,7-4-1-sb,unbalanced,7,44.847011952191245,109.78952191235061,17.538232558139537,50.197488372093034,16.68669322709163,36,
316,Proposed DRL,7-4-1-sb,unbalanced,1,18.547103174603176,37.00353174603175,15.74130630630631,48.50085585585587,23.030714285714286,51,97.35999999999999
317,Proposed DRL,7-4-1-sb,unbalanced,2,37.58063492063492,98.65916666666666,19.3711,63.505,21.16154761904762,49,99.25999999999999
318,Proposed DRL,7-4-1-sb,unbalanced,3,15.113571428571428,34.631031746031745,10.119767441860468,54.0626976744186,25.862103174603178,49,106.05
319,Proposed DRL,7-4-1-sb,unbalanced,4,31.740912698412707,61.9779761904762,16.329132420091323,52.484611872146125,21.067777777777778,48,84.97999999999999
320,Proposed DRL,7-4-1-sb,unbalanced,5,51.46103174603175,97.48892857142857,25.554186046511628,61.82052325581396,15.891388888888889,50,64.28
321,Proposed DRL,7-4-1-sb,unbalanced,6,10.30873015873016,24.872261904761906,7.663875598086125,34.11990430622009,30.358253968253972,51,123.44999999999999
322,Proposed DRL,7-4-1-sb,unbalanced,7,18.035476190476192,40.98230158730159,8.138292682926828,30.50170731707317,24.196349206349204,48,110.03999999999999
323,Macro-State DRL,7-4-1-sb,unbalanced,1,31.51511904761905,56.1875,22.92317391304348,54.42465217391305,18.305873015873015,50,82.77000000000001
324,Macro-State DRL,7-4-1-sb,unbalanced,2,47.49071428571428,104.3526984126984,20.13567961165048,51.48320388349513,19.51,49,94.16
325,Macro-State DRL,7-4-1-sb,unbalanced,3,14.883690476190475,32.33861111111111,16.638957345971562,108.12161137440759,25.628968253968253,49,106.0
326,Macro-State DRL,7-4-1-sb,unbalanced,4,33.5281746031746,67.43361111111112,17.532105263157895,55.73330143540669,19.973174603174602,51,78.75999999999999
327,Macro-State DRL,7-4-1-sb,unbalanced,5,53.17960317460317,94.1650793650794,27.252812499999994,61.50026041666667,15.671349206349207,51,66.09
328,Macro-State DRL,7-4-1-sb,unbalanced,6,18.523690476190474,43.37678571428572,12.552739726027399,42.324520547945205,24.642420634920633,51,104.94
329,Macro-State DRL,7-4-1-sb,unbalanced,7,19.89507936507936,43.50349206349207,7.680959999999999,27.971999999999998,22.549325396825395,44,104.5
330,4-Phase DRL,7-4-1-sb,unbalanced,1,48.99440476190476,130.69456349206348,27.9644298245614,94.64758771929823,15.397896825396828,43,63.9
331,4-Phase DRL,7-4-1-sb,unbalanced,2,50.74051587301587,127.71452380952381,24.374449152542372,71.4525,18.8309126984127,43,77.10999999999999
332,4-Phase DRL,7-4-1-sb,unbalanced,3,41.47142857142857,106.37551587301587,21.72138095238095,87.34261904761905,17.261388888888888,38,69.71
333,4-Phase DRL,7-4-1-sb,unbalanced,4,45.757936507936506,101.64976190476193,19.06115,49.75255,17.440634920634924,49,63.64
334,4-Phase DRL,7-4-1-sb,unbalanced,5,50.438174603174595,128.5452380952381,22.24909574468085,74.13936170212769,15.624166666666666,44,55.089999999999996
335,4-Phase DRL,7-4-1-sb,unbalanced,6,29.416666666666668,79.3475,11.840833333333334,35.78098039215686,22.079642857142854,47,95.91
336,4-Phase DRL,7-4-1-sb,unbalanced,7,28.63329365079365,77.52666666666666,14.631308411214953,56.49331775700934,19.757896825396827,39,92.44
