id,method,layout,inflow,intersection,queue_avg,queue_max,delay_avg,delay_max,speed_avg,num_phase_changes,reward
180,Proposed DRL,7-4-1-sb,balanced_500,5,8.561190476190477,16.415714285714287,7.560168539325843,30.1638202247191,27.59813492063492,50,101.87
181,Proposed DRL,7-4-1-sb,balanced_500,6,4.383928571428571,10.22876984126984,4.4132173913043475,25.101173913043475,34.686547619047616,51,127.79
182,Proposed DRL,7-4-1-sb,balanced_500,7,3.7835714285714284,9.944126984126985,4.5407142857142855,27.07915178571429,35.5843253968254,49,131.17000000000002
183,Macro-State DRL,7-4-1-sb,balanced_500,1,9.323968253968255,20.240793650793652,8.423317757009347,30.45813084112149,27.967896825396824,51,105.69
184,Macro-State DRL,7-4-1-sb,balanced_500,2,7.94797619047619,19.94111111111111,5.600536585365854,25.16224390243903,30.88452380952381,51,116.99000000000001
185,Macro-State DRL,7-4-1-sb,balanced_500,3,6.235396825396826,13.79904761904762,3.942463768115943,21.136811594202896,31.112023809523812,50,114.61
186,Macro-State DRL,7-4-1-sb,balanced_500,4,6.512222222222222,13.775119047619047,6.626145833333332,31.52989583333333,30.11154761904762,51,106.07
187,Macro-State DRL,7-4-1-sb,balanced_500,5,9.752857142857144,19.674603174603174,8.674278074866312,34.135935828877,25.94503968253968,50,94.38
188,Macro-State DRL,7-4-1-sb,balanced_500,6,5.10281746031746,13.219444444444445,4.082577777777779,24.12582222222222,33.48361111111112,51,121.72
189,Macro-State DRL,7-4-1-sb,balanced_500,7,4.3434920634920635,12.120119047619047,2.9613392857142853,16.16098214285714,35.08761904761905,47,131.53
190,4-Phase DRL,7-4-1-sb,balanced_500,1,8.79234126984127,19.997896825396825,7.283537117903929,32.8653711790393,28.61285714285714,47,105.6
191,4-Phase DRL,7-4-1-sb,balanced_500,2,6.332738095238095,14.187063492063492,4.250054054054055,22.376270270270272,32.55333333333333,46,126.29000000000002
192,4-Phase DRL,7-4-1-sb,balanced_500,3,5.941547619047619,14.91047619047619,5.115666666666667,36.65771428571428,31.980277777777776,43,119.20000000000002
193,4-Phase DRL,7-4-1-sb,balanced_500,4,7.10138888888889,14.584484126984126,6.639368421052632,30.38684210526315,28.664761904761907,48,99.75
194,4-Phase DRL,7-4-1-sb,balanced_500,5,10.199126984126986,19.267261904761902,8.924535519125682,32.09896174863388,25.398611111111112,50,89.69999999999999
