time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,60.00
9,0.00,0.00,0.00,0.00,0.00,60.00
11,0.00,0.00,0.00,0.00,0.00,51.20
13,0.00,0.00,0.00,0.00,0.00,56.80
15,0.00,0.00,0.00,0.00,0.00,57.80
17,0.00,0.00,0.00,0.00,0.00,60.35
19,0.00,0.00,0.00,0.00,0.00,60.75
21,0.00,0.00,0.00,0.00,0.00,56.90
23,0.00,0.00,0.00,0.00,0.00,51.42
25,0.00,0.00,0.00,0.00,0.00,41.80
27,1.37,0.00,0.00,1.56,0.00,31.30
29,4.96,0.00,0.00,3.56,0.00,25.28
31,11.57,0.00,0.00,5.56,0.67,22.81
33,11.64,5.75,0.00,7.56,2.67,19.74
35,11.64,10.34,0.00,9.56,4.67,23.69
37,11.64,16.16,0.00,11.56,6.67,23.00
39,11.64,15.94,0.00,13.56,8.67,21.51
41,11.64,15.94,0.00,15.56,10.67,26.76
43,8.98,15.91,0.00,17.56,12.67,30.00
45,0.00,6.71,0.00,17.47,13.47,33.02
47,0.00,0.00,0.00,5.32,12.10,45.75
49,0.00,0.00,0.00,5.35,1.99,58.03
51,0.00,0.00,0.00,0.00,0.00,56.04
53,0.00,0.00,0.00,0.00,0.00,49.54
55,0.00,0.00,0.86,0.00,0.89,41.40
57,2.03,0.00,2.86,0.00,2.89,30.10
59,4.05,4.54,4.86,0.00,4.89,23.47
61,4.01,3.63,6.86,0.00,6.89,22.50
63,4.01,0.00,8.86,0.00,8.89,29.08
65,4.01,0.00,10.86,0.00,3.76,34.75
67,4.01,0.00,12.86,0.00,5.31,43.32
69,4.01,0.00,14.86,0.00,4.73,45.90
71,4.01,0.00,16.86,0.00,0.00,45.96
73,2.21,0.00,18.86,0.40,0.00,49.50
75,0.00,0.00,0.00,2.40,0.00,45.23
77,3.52,0.00,0.00,4.40,0.46,35.04
79,5.52,0.61,0.00,6.40,2.46,27.93
81,5.52,10.04,0.00,8.40,4.46,19.48
83,8.72,11.13,0.00,10.40,6.46,16.66
85,12.19,20.08,0.00,12.40,8.46,21.23
87,13.17,23.44,0.00,14.40,10.46,18.59
89,18.30,23.41,0.00,16.40,12.46,16.75
91,18.17,23.41,0.00,18.40,14.46,15.21
93,24.80,23.41,0.00,20.40,16.46,12.69
95,24.86,23.41,0.00,22.40,18.46,8.77
97,22.05,23.41,0.00,16.39,20.46,7.05
99,0.00,23.41,0.00,13.17,22.46,6.71
101,0.00,23.41,0.00,10.68,24.46,6.27
103,0.00,23.41,0.00,5.89,26.46,6.04
105,0.00,23.41,0.00,7.15,28.46,0.00
107,0.00,23.41,0.00,8.39,30.46,9.80
109,0.00,23.41,0.00,0.00,32.46,23.10
111,0.00,23.41,0.00,0.00,34.46,33.25
113,0.00,20.78,0.00,0.00,34.40,45.47
115,0.00,0.00,0.00,0.00,32.69,52.00
117,0.00,0.00,0.00,0.00,32.80,47.03
119,0.00,0.00,0.00,0.06,0.00,48.28
121,0.00,0.00,0.00,2.06,0.00,45.78
123,4.24,0.00,0.00,4.06,0.15,39.90
125,4.21,0.00,0.00,6.06,2.15,36.03
127,4.21,4.52,0.00,8.06,4.15,35.10
129,4.21,5.33,0.00,10.06,6.15,31.76
131,8.23,5.33,0.00,12.06,8.15,30.20
133,11.08,5.33,0.00,14.06,10.15,26.83
135,12.04,11.92,0.00,16.06,12.15,22.21
137,17.00,11.67,0.00,18.06,14.15,15.74
139,16.87,11.67,0.00,20.06,16.15,11.47
141,25.05,11.67,0.79,22.06,18.15,8.27
143,32.58,11.67,2.79,24.06,20.15,11.01
145,41.76,11.67,4.79,26.06,22.15,10.50
147,42.39,11.67,6.79,28.06,24.15,9.19
149,42.39,11.67,8.79,30.06,26.15,5.88
151,42.39,11.67,10.79,32.06,28.15,2.56
153,45.65,11.67,12.79,34.06,30.15,2.67
