time,queue_main,queue_right,queue_avg,queue_max,delay_direction_1,delay_direction_2,delay_direction_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.80
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.75
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.70
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.30
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.40
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.58
25,0.00,0.62,0.31,0.62,0.00,0.00,1.82,0.61,0.61,1.82,27.15
27,0.00,9.30,4.65,9.30,0.00,0.00,3.82,1.27,1.27,3.82,20.92
29,0.00,10.84,5.42,10.84,0.00,0.00,5.82,1.94,1.94,5.82,14.03
31,0.00,10.83,5.42,10.83,0.34,0.00,7.82,2.72,2.72,7.82,10.13
33,0.00,10.83,5.42,10.83,0.00,0.00,9.82,3.27,3.27,9.82,0.00
35,0.00,10.83,5.42,10.83,0.45,0.00,11.82,4.09,4.09,11.82,0.00
37,0.00,10.83,5.42,10.83,0.00,0.00,13.82,4.61,4.61,13.82,0.00
39,0.00,10.83,5.42,10.83,0.00,0.00,15.82,5.27,5.27,15.82,0.00
41,0.00,10.83,5.42,10.83,0.00,0.00,17.82,5.94,5.94,17.82,0.00
43,0.00,10.83,5.42,10.83,0.00,0.00,19.82,6.61,6.61,19.82,12.47
45,0.00,10.83,5.42,10.83,0.00,0.00,21.82,7.27,7.27,21.82,15.70
47,0.00,10.83,5.42,10.83,0.00,0.00,23.82,7.94,7.94,23.82,18.60
49,0.00,10.83,5.42,10.83,0.00,0.00,25.82,8.61,8.61,25.82,27.90
51,0.00,10.83,5.42,10.83,0.00,0.00,27.82,9.27,9.27,27.82,32.20
53,0.00,10.83,5.42,10.83,0.00,0.00,29.82,9.94,9.94,29.82,29.50
55,0.00,10.83,5.42,10.83,1.45,0.00,31.82,11.09,11.09,31.82,29.15
57,0.00,10.83,5.42,10.83,3.45,0.00,33.82,12.42,12.42,33.82,22.18
59,0.00,10.83,5.42,10.83,0.00,0.00,35.82,11.94,11.94,35.82,11.97
61,0.00,10.83,5.42,10.83,0.00,0.00,37.82,12.61,12.61,37.82,4.10
63,0.00,16.95,8.48,16.95,0.00,0.00,39.82,13.27,13.27,39.82,1.97
65,0.00,22.97,11.49,22.97,0.00,0.00,41.82,13.94,13.94,41.82,10.63
67,0.00,23.26,11.63,23.26,0.00,0.00,43.14,14.38,14.38,43.14,25.07
69,0.00,1.09,0.54,1.09,0.00,0.00,8.10,2.70,2.70,8.10,38.40
71,0.00,0.00,0.00,0.00,0.00,0.00,8.15,2.72,2.72,8.15,51.40
