time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,44.80
5,0.00,0.00,0.00,0.00,0.00,54.50
7,0.00,0.00,0.00,0.00,0.00,58.55
9,0.00,0.00,0.00,0.00,0.00,55.43
11,0.00,0.00,0.00,0.00,0.00,57.77
13,0.00,0.00,0.00,0.00,0.00,57.10
15,0.00,0.00,0.00,0.00,0.00,49.60
17,0.00,0.00,0.00,0.44,0.00,42.40
19,0.00,0.00,1.15,0.00,0.00,45.10
21,0.00,0.00,0.00,0.00,0.00,33.50
23,0.00,0.00,0.00,0.00,0.00,33.70
25,0.00,0.00,0.42,0.00,0.00,53.85
27,0.00,0.00,0.00,0.00,0.00,61.85
29,0.00,0.00,0.00,0.00,0.00,60.57
31,0.00,0.00,0.00,0.00,0.00,61.27
33,0.00,0.00,0.00,0.00,0.00,55.65
35,0.00,0.00,0.00,0.00,0.00,49.22
37,0.00,0.00,0.99,0.00,0.00,42.33
39,0.00,0.00,2.99,0.00,0.00,40.37
41,0.00,0.00,0.63,0.00,0.00,41.20
43,0.00,0.00,0.00,0.00,0.00,42.25
45,0.00,0.00,0.49,0.00,0.00,43.70
47,0.00,0.00,0.00,0.00,0.00,56.60
49,0.00,0.00,1.00,0.00,0.00,55.00
51,0.00,0.00,0.00,0.00,0.00,58.93
53,0.00,0.00,0.00,0.00,0.00,58.00
55,0.00,0.00,0.00,0.00,0.00,53.42
57,0.00,0.00,0.00,0.00,0.00,51.58
59,0.00,0.00,0.00,0.94,0.00,44.34
61,4.65,0.00,0.00,2.94,0.00,34.82
63,4.87,0.00,0.00,4.94,0.35,24.18
65,4.87,4.84,0.00,6.94,2.35,13.50
67,4.87,12.10,0.00,8.94,4.35,5.96
69,4.78,11.92,0.01,10.94,6.35,5.90
71,0.20,10.87,2.01,12.94,8.35,13.10
73,0.00,0.00,4.01,,9.88,20.50
75,0.00,0.00,5.22,,0.00,53.90
77,0.00,0.00,,,0.00,63.00
79,0.00,0.00,,,0.00,67.20
81,0.00,0.00,,,0.00,66.60
83,0.00,0.00,,,0.00,49.90
85,0.00,0.00,,,0.00,28.90
87,0.00,0.00,,,0.13,38.73
89,0.00,0.63,,,2.13,43.50
91,0.00,5.69,,,4.13,48.48
93,0.00,5.42,,,6.13,59.24
95,0.00,0.24,,,8.13,57.05
97,0.00,0.00,,,,52.87
99,0.00,0.00,,,,43.40
101,0.00,0.00,,,,38.78
