time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,44.34,0.00,0,
3,0.00,0.00,0.00,0.00,53.04,0.00,3,
5,0.00,0.00,0.00,0.00,54.59,0.00,3,
7,0.00,0.00,0.00,0.00,56.93,0.00,3,
9,0.00,0.00,0.00,0.00,59.97,0.00,3,4.00
11,0.00,0.00,0.00,0.00,57.80,0.00,3,
13,0.00,0.00,0.00,0.00,52.15,0.00,1,
15,0.00,0.00,0.00,0.00,44.76,0.00,1,
17,0.39,1.54,0.26,1.92,39.04,1.00,1,
19,1.15,4.62,0.55,3.92,35.62,2.00,1,1.85
21,2.48,4.55,0.92,5.92,31.12,0.00,1,
23,6.15,11.00,1.72,7.92,28.21,1.00,2,
25,6.41,10.88,2.38,9.92,32.50,0.00,2,
27,5.48,6.82,3.26,11.92,34.72,2.00,2,
29,3.77,5.49,4.15,13.92,32.82,1.00,2,1.63
31,3.77,5.49,4.37,15.92,34.39,0.00,2,
33,6.43,8.51,5.48,17.92,33.24,1.00,1,
35,8.07,11.56,6.37,19.92,31.48,1.00,1,
37,7.98,11.48,6.66,21.92,34.04,1.00,1,
39,7.98,11.48,6.37,23.92,35.78,1.00,1,1.53
41,9.20,15.64,6.98,25.92,31.92,2.00,1,
43,9.44,16.57,7.75,27.92,34.64,1.00,4,
45,9.52,16.92,8.37,29.92,38.19,1.00,4,
47,11.41,22.72,8.80,31.92,36.27,2.00,4,
49,6.86,11.94,7.37,33.92,34.72,1.00,4,2.26
51,5.84,14.60,6.64,35.92,32.86,1.00,4,
53,9.05,24.31,6.71,37.92,31.11,2.00,3,
55,10.89,24.04,7.01,39.92,33.65,0.00,3,
57,11.32,24.04,7.88,41.92,30.16,2.00,3,
59,9.04,22.54,3.83,14.10,29.65,2.00,3,2.35
61,6.12,15.41,4.32,12.26,28.74,2.00,3,
63,6.55,17.14,4.63,14.26,25.42,2.00,3,
65,6.74,17.88,4.52,16.26,25.17,1.00,3,
67,8.25,23.92,5.32,18.26,22.01,1.00,3,
69,8.58,25.23,6.64,20.26,21.73,2.00,3,1.82
71,10.19,30.63,7.44,22.26,20.46,1.00,3,
73,11.36,30.52,8.59,24.26,17.03,1.00,4,
75,11.34,30.52,9.76,26.26,15.55,1.00,4,
77,11.29,30.52,10.77,28.26,14.11,2.00,4,
79,13.55,33.71,11.11,30.26,19.97,2.00,4,2.18
81,14.31,36.93,12.25,32.26,21.63,1.00,4,
83,11.00,23.70,12.95,34.26,21.06,2.00,1,
85,12.01,23.70,13.62,36.26,23.20,0.00,1,
87,11.57,23.70,14.78,38.26,26.31,2.00,1,
89,8.81,23.70,11.08,40.26,27.96,1.00,1,1.75
91,7.09,23.70,11.22,42.26,25.86,1.00,1,
93,7.27,23.70,11.51,44.26,23.42,0.00,2,
95,9.81,23.70,12.79,46.26,25.71,0.00,2,
97,9.27,24.07,14.12,48.26,30.79,2.00,2,
99,10.13,30.24,10.71,37.63,33.86,2.00,2,1.97
101,9.95,20.43,10.37,37.15,32.44,1.00,2,
103,10.79,22.50,8.71,34.25,32.10,1.00,4,
105,11.54,25.56,7.35,36.25,33.70,1.00,4,
107,9.68,25.53,8.06,38.25,29.46,2.00,4,
109,9.47,23.36,7.34,29.92,26.15,2.00,4,1.59
111,11.91,29.89,7.20,26.19,21.84,2.00,4,
113,14.25,29.37,7.13,20.19,17.82,1.00,3,
115,16.70,34.98,7.45,22.19,15.34,1.00,3,
117,20.32,38.12,7.44,24.19,13.04,2.00,3,
119,23.33,47.78,7.16,17.31,11.04,2.00,3,1.63
121,25.39,51.89,7.45,19.31,10.73,1.00,3,
123,22.67,54.03,8.51,21.31,10.90,1.00,2,
125,21.47,53.97,9.77,23.31,11.54,0.00,2,
127,21.34,53.20,11.27,25.31,9.91,2.00,2,
129,19.98,51.46,11.86,25.98,11.46,2.00,2,1.58
131,19.77,49.50,12.55,27.85,15.77,1.00,2,
133,20.56,48.44,13.75,29.85,19.53,1.00,1,
135,10.19,23.04,14.42,31.85,22.35,0.00,1,
137,10.30,23.04,15.92,33.85,23.76,2.00,1,
139,12.42,20.39,14.55,31.05,22.60,1.00,1,1.23
141,14.15,18.18,15.55,29.66,23.50,1.00,1,
143,14.76,19.79,14.30,31.66,21.40,1.00,3,
145,15.80,24.04,13.17,33.66,21.55,1.00,3,
147,16.51,25.84,13.56,35.66,20.18,2.00,3,
149,17.92,29.68,12.64,37.66,22.38,2.00,3,1.55
151,15.62,25.46,12.88,39.66,24.83,1.00,3,
153,13.95,26.85,12.75,41.66,20.12,1.00,4,
155,13.53,25.19,13.65,43.66,20.67,0.00,4,
157,14.13,26.36,14.99,45.66,21.60,2.00,4,
159,15.70,30.63,15.37,41.21,22.80,2.00,4,1.60
161,13.46,30.55,13.69,43.21,25.35,2.00,4,
163,14.52,34.78,13.54,45.21,23.37,1.00,2,
165,19.30,44.07,13.97,47.21,23.03,0.00,2,
167,20.70,43.99,15.47,49.21,20.90,2.00,2,
169,23.33,49.01,11.11,47.99,16.92,2.00,2,1.68
171,24.85,49.95,8.83,25.94,14.47,1.00,2,
173,27.09,54.94,9.71,27.94,14.99,1.00,3,
175,32.01,56.45,10.26,29.94,16.87,1.00,3,
177,29.51,43.91,11.04,31.94,19.66,2.00,3,
179,18.01,43.90,11.31,33.94,24.37,4.00,3,2.28
181,17.45,43.90,10.36,35.94,25.98,2.00,3,
183,15.46,28.22,10.69,37.94,24.64,1.00,4,
185,10.02,17.51,11.55,39.94,24.85,0.00,4,
187,12.36,17.65,12.84,41.94,24.06,2.00,4,
189,10.97,21.71,13.17,43.94,23.58,3.00,4,1.94
191,11.88,30.40,11.69,45.94,25.12,1.00,4,
193,12.35,32.03,11.87,47.94,26.44,1.00,2,
195,14.41,32.02,12.83,49.94,26.44,0.00,2,
197,14.57,34.63,14.32,51.94,24.55,1.00,2,
199,16.71,44.48,15.45,53.94,24.04,2.00,2,1.26
201,20.01,44.36,16.04,55.94,24.35,1.00,2,
203,24.43,47.28,16.69,57.94,24.09,1.00,1,
205,18.10,48.60,18.06,59.94,21.22,0.00,1,
207,21.02,55.86,19.56,61.94,19.02,3.00,1,
209,23.16,63.64,13.35,40.93,17.55,2.00,1,1.29
211,24.92,64.20,12.23,42.93,16.31,1.00,1,
213,31.69,72.01,12.82,44.93,12.78,1.00,4,
215,36.03,82.17,13.94,46.93,12.68,0.00,4,
217,36.72,81.27,15.27,48.93,11.01,2.00,4,
219,42.82,81.20,15.64,50.93,14.55,2.00,4,1.59
221,44.40,88.50,16.36,52.93,15.33,2.00,4,
223,46.23,94.95,16.74,54.93,14.22,3.00,3,
225,44.65,94.79,16.82,56.93,14.92,0.00,3,
227,35.28,94.79,18.16,58.93,15.09,2.00,3,
229,31.63,94.79,16.53,54.61,15.02,2.00,3,2.05
231,32.50,94.79,16.37,43.85,16.35,2.00,3,
233,36.81,94.79,16.21,45.85,16.82,1.00,1,
235,39.18,94.79,17.52,47.85,17.91,1.00,1,
237,39.24,94.79,17.87,49.85,17.57,1.00,1,
239,40.36,94.73,18.56,51.85,13.68,1.00,1,1.20
241,39.90,93.18,19.35,53.85,14.53,1.00,1,
243,26.93,43.33,20.63,55.85,13.85,2.00,3,
245,25.09,53.15,20.78,57.85,14.11,0.00,3,
247,24.91,54.97,22.28,59.85,16.21,2.00,3,
249,25.76,54.96,22.44,61.85,16.00,2.00,3,1.64
251,21.90,54.96,23.27,63.85,17.09,1.00,3,
253,22.65,54.96,24.35,65.85,19.99,1.00,2,
255,24.92,60.00,25.07,67.85,20.21,0.00,2,
257,29.57,67.49,26.40,69.85,19.94,2.00,2,
259,30.27,67.28,25.95,50.92,16.22,2.00,2,1.52
261,26.98,67.28,20.08,52.92,15.04,1.00,2,
263,27.47,76.44,19.20,54.92,13.10,1.00,1,
265,34.61,85.05,20.32,56.92,12.35,0.00,1,
267,38.39,85.78,21.78,58.92,11.22,2.00,1,
269,41.11,85.78,19.85,60.92,10.17,0.00,1,0.61
271,42.24,88.70,21.19,62.92,8.69,1.00,1,
273,45.80,92.19,20.90,64.92,9.02,2.00,3,
275,49.04,102.38,20.88,66.92,9.48,0.00,3,
277,48.28,105.06,22.38,68.92,9.80,2.00,3,
279,41.34,105.04,21.80,70.92,10.23,1.00,3,1.42
281,38.49,105.04,21.40,72.92,9.23,1.00,3,
283,42.47,109.96,22.63,74.92,8.53,1.00,4,
285,39.31,120.74,22.93,76.92,10.88,0.00,4,
287,41.73,130.42,24.26,78.92,13.60,2.00,4,
289,43.38,136.99,23.70,73.17,14.21,1.00,4,1.04
291,44.51,139.63,24.43,70.01,12.33,1.00,4,
293,48.48,145.10,25.03,65.22,10.32,1.00,4,
295,51.54,154.33,25.89,62.26,10.83,2.00,4,
297,56.78,162.31,26.93,63.56,10.90,2.00,4,
299,59.87,162.74,27.07,56.60,11.18,0.00,4,0.94
301,63.32,165.98,28.23,58.60,11.19,1.00,4,
303,66.67,173.14,27.83,60.60,14.45,0.00,3,
305,67.43,176.30,29.00,62.60,13.23,1.00,3,
307,68.17,176.28,29.34,57.96,12.58,1.00,3,
309,70.90,178.89,30.23,59.96,13.40,2.00,3,0.49
311,74.76,187.50,29.81,61.96,12.54,1.00,3,
313,79.32,195.00,31.34,63.96,10.09,1.00,4,
315,80.82,195.03,32.31,65.96,10.54,1.00,4,
317,83.17,196.12,33.14,67.96,10.52,2.00,4,
319,87.51,204.50,34.28,69.96,10.75,2.00,4,0.54
321,87.87,202.16,35.58,71.96,10.09,1.00,4,
323,89.44,201.87,36.13,73.96,9.40,1.00,2,
325,92.61,201.87,37.09,75.96,9.68,0.00,2,
327,94.71,201.87,38.76,77.96,9.61,2.00,2,
329,95.66,201.86,35.66,79.96,8.82,2.00,2,0.43
331,96.36,200.83,35.98,81.96,8.82,2.00,2,
333,66.22,128.39,33.03,83.96,10.71,1.00,3,
335,50.17,126.11,32.81,85.96,11.15,0.00,3,
337,54.00,124.74,34.48,87.96,10.80,2.00,3,
339,53.69,126.71,34.98,89.96,9.23,2.00,3,1.27
341,57.55,136.14,34.90,91.96,9.45,1.00,3,
343,61.83,146.91,35.47,93.96,9.41,0.00,4,
345,64.56,151.22,37.08,95.96,8.17,0.00,4,
347,67.92,151.18,38.75,97.96,7.51,2.00,4,
349,69.38,151.18,39.03,99.96,6.55,2.00,4,0.60
351,74.51,161.16,40.28,101.96,5.47,2.00,4,
353,81.26,168.67,41.71,103.96,5.71,1.00,1,
355,85.94,178.71,43.04,105.96,4.84,0.00,1,
357,87.67,185.82,44.85,107.96,3.98,2.00,1,
359,90.65,188.39,40.97,98.31,4.37,2.00,1,0.34
361,92.12,192.50,42.03,98.78,6.00,1.00,1,
363,95.64,201.12,40.88,82.01,6.70,1.00,4,
365,95.70,200.71,40.91,71.72,6.59,1.00,4,
367,95.70,200.71,41.79,73.72,8.62,2.00,4,
369,96.64,200.71,41.97,73.61,8.89,2.00,4,0.45
371,97.32,200.71,42.62,75.61,11.13,1.00,4,
373,97.31,200.71,43.61,77.61,11.28,1.00,3,
375,97.29,200.71,44.28,79.61,12.09,1.00,3,
377,96.77,200.71,44.58,81.61,12.49,2.00,3,
379,99.10,200.71,44.43,81.24,11.21,2.00,3,0.42
381,100.09,200.71,44.07,82.31,10.41,1.00,3,
383,99.72,200.71,44.94,84.31,10.75,2.00,2,
385,100.43,200.71,46.33,86.31,10.63,0.00,2,
387,93.18,200.71,47.99,88.31,9.15,2.00,2,
389,75.22,200.71,45.36,90.31,8.72,2.00,2,0.49
391,76.47,200.71,40.28,92.31,6.98,2.00,2,
393,77.86,200.71,37.93,94.31,8.04,0.00,4,
395,79.58,200.71,39.43,96.31,8.41,1.00,4,
397,80.53,200.71,40.51,98.31,9.82,2.00,4,
399,78.13,200.71,41.51,100.31,11.84,3.00,4,1.03
401,77.13,200.49,,,11.60,2.00,4,
403,79.26,198.12,,,11.92,1.00,1,
405,53.22,114.45,,,15.39,0.00,1,
407,51.07,114.45,,,14.45,2.00,1,
409,53.97,114.82,,,12.09,1.00,1,1.16
411,58.58,123.84,,,12.91,1.00,1,
413,65.10,134.80,,,11.26,2.00,3,
415,68.34,145.10,,,11.98,0.00,3,
417,72.09,149.68,,,10.50,2.00,3,
419,74.28,154.52,,,10.44,2.00,3,1.06
421,81.36,164.83,,,11.50,1.00,3,
423,85.81,166.41,,,11.56,1.00,4,
425,88.39,176.78,,,12.12,1.00,4,
427,90.82,187.32,,,11.32,2.00,4,
429,96.05,193.17,,,9.93,3.00,4,0.63
431,99.50,198.98,,,10.15,3.00,4,
433,103.08,198.82,,,10.49,1.00,3,
435,104.94,198.82,,,10.15,0.00,3,
437,104.87,198.82,,,10.99,2.00,3,
439,93.83,198.82,,,10.27,2.00,3,0.71
441,77.63,198.82,,,9.34,2.00,3,
443,80.74,198.82,,,9.72,1.00,2,
445,81.43,198.82,,,8.86,0.00,2,
447,85.82,198.72,,,9.06,2.00,2,
449,87.87,196.80,,,9.02,1.00,2,0.74
451,78.84,152.01,,,9.46,2.00,2,
453,76.08,164.24,,,8.55,1.00,4,
455,80.16,174.22,,,9.69,1.00,4,
457,84.43,184.62,,,9.81,2.00,4,
459,84.76,193.22,,,9.96,2.00,4,0.70
461,88.86,200.70,,,10.62,2.00,4,
463,92.73,203.10,,,11.04,0.00,1,
465,95.15,201.07,,,9.69,0.00,1,
467,97.35,197.98,,,9.78,2.00,1,
469,97.81,194.46,,,8.71,1.00,1,-0.15
471,98.57,197.54,,,6.79,2.00,1,
