time,calc_time
1.00,0.03
9.00,0.04
19.00,0.03
29.00,0.05
39.00,0.03
49.00,0.05
59.00,0.03
69.00,0.02
79.00,0.02
89.00,0.05
99.00,0.05
109.00,0.05
119.00,0.04
129.00,0.02
139.00,0.05
149.00,0.03
159.00,0.03
169.00,0.03
179.00,0.05
189.00,0.03
199.00,0.04
209.00,0.05
219.00,0.03
229.00,0.03
239.00,0.03
249.00,0.03
259.00,0.03
269.00,0.03
279.00,0.02
289.00,0.05
299.00,0.03
309.00,0.03
319.00,0.03
329.00,0.02
339.00,0.03
349.00,0.03
359.00,0.02
369.00,0.03
379.00,0.04
389.00,0.03
399.00,0.02
409.00,0.03
419.00,0.02
429.00,0.06
439.00,0.05
449.00,0.03
459.00,0.02
469.00,0.03
479.00,0.03
489.00,0.03
499.00,0.05
509.00,0.03
519.00,0.02
529.00,0.03
539.00,0.03
549.00,0.03
559.00,0.04
569.00,0.03
579.00,0.07
589.00,0.04
599.00,0.06
609.00,0.03
619.00,0.04
629.00,0.03
639.00,0.03
649.00,0.03
659.00,0.03
669.00,0.03
679.00,0.03
689.00,0.03
699.00,0.03
709.00,0.02
719.00,0.04
729.00,0.01
739.00,0.03
749.00,0.03
759.00,0.05
769.00,0.02
779.00,0.04
789.00,0.04
799.00,0.03
809.00,0.04
819.00,0.02
829.00,0.03
839.00,0.02
849.00,0.03
859.00,0.03
869.00,0.03
879.00,0.03
889.00,0.03
899.00,0.02
909.00,0.03
919.00,0.03
929.00,0.03
939.00,0.03
949.00,0.03
959.00,0.03
969.00,0.03
979.00,0.03
989.00,0.03
999.00,0.02
