time,calc_time
1.00,0.17
9.00,0.06
19.00,0.06
29.00,0.08
39.00,0.06
49.00,0.06
59.00,0.07
69.00,0.07
79.00,0.06
89.00,0.06
99.00,0.07
109.00,0.06
119.00,0.06
129.00,0.06
139.00,0.07
149.00,0.07
159.00,0.07
169.00,0.06
179.00,0.07
189.00,0.07
199.00,0.05
209.00,0.08
219.00,0.07
229.00,0.07
239.00,0.07
249.00,0.07
259.00,0.07
269.00,0.08
279.00,0.06
289.00,0.05
299.00,0.07
309.00,0.10
319.00,0.08
329.00,0.05
339.00,0.07
349.00,0.06
359.00,0.07
369.00,0.07
379.00,0.05
389.00,0.07
399.00,0.07
409.00,0.06
419.00,0.08
429.00,0.07
439.00,0.08
449.00,0.07
459.00,0.06
469.00,0.07
479.00,0.18
489.00,0.08
499.00,0.06
