time,calc_time
1.00,0.19
9.00,0.11
19.00,0.08
29.00,0.12
39.00,0.09
49.00,0.08
59.00,0.10
69.00,0.08
79.00,0.09
89.00,0.14
99.00,0.11
109.00,0.09
119.00,0.10
129.00,0.09
139.00,0.08
149.00,0.11
159.00,0.10
169.00,0.09
179.00,0.08
189.00,0.11
199.00,0.12
209.00,0.09
219.00,0.09
229.00,0.09
239.00,0.09
249.00,0.09
259.00,0.09
269.00,0.09
279.00,0.09
289.00,0.09
299.00,0.09
309.00,0.09
319.00,0.12
329.00,0.09
339.00,0.10
349.00,0.09
359.00,0.09
369.00,0.09
379.00,0.09
389.00,0.11
399.00,0.07
409.00,0.10
419.00,0.12
429.00,0.09
439.00,0.11
449.00,0.09
459.00,0.08
469.00,0.09
479.00,0.09
489.00,0.10
499.00,0.11
509.00,0.09
519.00,0.09
529.00,0.13
539.00,0.10
549.00,0.10
559.00,0.09
569.00,0.13
579.00,0.09
589.00,0.08
599.00,0.09
609.00,0.09
619.00,0.13
629.00,0.09
639.00,0.09
649.00,0.08
659.00,0.09
669.00,0.09
679.00,0.11
689.00,0.09
699.00,0.11
709.00,0.10
719.00,0.15
729.00,0.09
739.00,0.08
749.00,0.08
759.00,0.09
769.00,0.09
779.00,0.09
789.00,0.09
799.00,0.08
809.00,0.09
819.00,0.09
829.00,0.09
839.00,0.09
849.00,0.10
859.00,0.08
869.00,0.09
879.00,0.12
889.00,0.10
899.00,0.10
909.00,0.09
919.00,0.08
929.00,0.08
939.00,0.09
949.00,0.09
959.00,0.09
969.00,0.09
979.00,0.09
989.00,0.09
999.00,0.11
