time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,44.45,0,
3,0.00,0.00,0.00,0.00,52.58,8,
5,0.00,0.00,0.00,0.00,58.69,8,
7,0.00,0.00,0.00,0.00,61.89,8,
9,0.00,0.00,0.00,0.00,62.36,8,4.00
11,0.00,0.00,0.00,0.00,56.93,8,
13,0.00,0.00,0.00,0.00,50.66,7,
15,0.00,0.00,0.00,0.01,44.02,7,
17,0.59,2.35,0.41,2.01,41.56,7,
19,2.51,5.39,0.91,4.01,39.22,7,0.55
21,5.15,10.32,1.59,6.01,39.10,7,
23,5.76,12.07,2.24,8.01,36.35,8,
25,5.76,12.06,2.87,10.01,35.42,8,
27,5.36,10.97,3.67,12.01,33.00,8,
29,4.00,10.97,2.98,13.74,30.89,8,1.69
31,6.96,11.57,2.74,15.74,27.84,8,
33,7.05,11.64,3.07,17.74,24.79,3,
35,8.81,12.63,3.91,19.74,26.76,3,
37,10.88,17.41,4.83,21.74,26.65,3,
39,9.89,17.47,5.49,23.74,22.76,3,1.16
41,10.60,17.47,5.69,25.74,20.18,3,
43,11.35,17.47,6.14,27.74,20.57,1,
45,12.85,19.06,7.23,29.74,24.44,1,
47,13.36,23.93,8.14,31.74,26.14,1,
49,12.95,22.30,7.54,33.74,27.75,1,1.87
51,7.94,17.47,7.29,35.74,28.68,1,
53,9.54,17.47,8.28,37.74,26.50,8,
55,9.82,17.47,8.58,39.74,24.72,8,
57,10.30,17.47,9.74,41.74,21.83,8,
59,9.91,17.47,10.24,43.74,23.39,8,1.43
61,9.89,17.47,8.41,45.74,24.60,8,
63,11.89,18.55,8.82,47.74,24.99,6,
65,14.45,27.70,9.71,49.74,29.30,6,
67,15.98,29.94,9.64,51.74,32.18,6,
69,17.66,29.93,8.96,51.18,33.05,6,2.04
71,12.72,29.93,7.74,37.77,31.23,6,
73,11.59,29.93,5.49,25.02,30.00,3,
75,12.15,29.93,6.49,27.02,25.99,3,
77,14.32,33.19,7.99,29.02,25.36,3,
79,17.75,41.90,8.49,24.45,26.09,3,1.75
81,20.28,47.40,7.67,19.57,24.75,3,
83,25.34,58.03,8.62,21.12,21.98,8,
85,29.92,62.39,9.78,21.09,21.07,8,
87,33.28,67.15,11.11,23.09,19.40,8,
89,22.06,24.66,10.39,25.09,15.56,8,1.28
91,17.13,26.39,10.73,27.09,14.15,8,
93,20.62,30.97,11.64,29.09,13.82,5,
95,23.09,30.87,11.77,31.09,14.45,5,
97,24.34,30.87,13.11,33.09,13.69,5,
99,26.99,30.87,12.70,30.79,17.07,5,1.64
101,25.31,30.87,13.45,32.79,17.84,5,
103,21.61,30.87,14.07,34.79,15.47,7,
105,26.08,46.96,14.62,36.79,12.55,7,
107,28.72,53.73,15.95,38.79,10.91,7,
109,32.71,61.69,16.22,40.79,13.72,7,1.55
111,36.95,61.56,17.62,42.79,15.41,7,
113,38.30,61.56,19.01,44.79,16.18,8,
115,40.38,69.28,19.95,46.79,19.58,8,
117,44.53,79.74,21.45,48.79,20.60,8,
119,39.68,60.53,22.42,50.79,19.54,8,1.03
121,25.02,50.15,23.02,52.79,17.84,8,
123,23.25,57.14,23.84,54.79,13.82,7,
125,26.32,65.39,23.90,56.79,15.81,7,
127,29.23,68.90,25.09,58.79,18.89,7,
129,33.56,79.29,24.47,60.79,20.18,7,1.36
131,30.57,87.23,25.36,62.79,21.09,7,
133,31.75,87.05,25.51,64.79,18.74,5,
135,32.92,87.02,25.02,66.79,18.71,5,
137,37.14,93.15,26.35,68.79,14.90,5,
139,44.09,105.80,24.56,70.79,11.08,5,1.20
141,50.31,114.32,25.15,72.79,7.61,5,
143,55.36,122.21,24.05,74.79,6.40,6,
145,60.23,132.50,24.66,76.79,6.91,6,
147,62.01,132.23,26.33,78.79,9.35,6,
149,55.42,132.23,26.00,75.52,11.22,6,1.80
151,52.78,132.23,27.31,73.19,11.70,6,
153,54.30,132.23,26.41,63.32,12.35,1,
155,59.47,136.86,28.08,65.32,12.11,1,
157,61.95,138.08,29.75,67.32,11.09,1,
159,64.80,143.98,30.74,69.32,11.76,1,0.81
161,70.31,155.48,32.28,71.32,13.72,1,
163,69.14,157.34,31.53,73.32,12.83,6,
165,63.92,157.34,31.62,75.32,12.69,6,
167,65.01,157.34,30.78,74.93,11.18,6,
169,68.11,157.34,25.97,60.41,10.38,6,1.96
171,73.27,157.34,26.39,60.03,12.50,6,
173,75.19,157.34,25.74,58.28,12.41,7,
175,76.17,157.18,27.02,60.28,10.91,7,
