time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,43.10,3
3,0.00,0.00,0.00,0.00,0.00,57.73,3
5,0.00,0.00,0.00,0.00,0.00,63.33,5
7,0.00,0.00,0.00,0.00,0.00,59.26,5
9,0.00,0.00,0.00,0.00,0.00,61.50,5
11,0.00,0.00,0.00,0.00,0.00,57.13,5
13,0.00,0.00,0.00,0.00,0.00,52.95,3
15,0.00,0.00,0.00,0.00,0.00,48.25,3
17,0.60,2.40,0.30,0.31,1.71,49.84,3
19,1.01,4.05,0.62,0.62,3.71,46.80,3
21,1.23,4.04,0.71,0.88,5.71,44.53,1
23,3.22,5.15,1.21,1.43,7.71,42.31,1
25,3.43,5.32,1.83,2.08,9.71,42.19,1
27,2.58,5.31,1.85,1.87,8.07,41.20,1
29,3.35,8.10,2.46,2.59,10.07,37.55,8
31,6.07,12.26,3.08,3.08,12.07,35.08,8
33,6.19,12.54,3.61,3.57,14.07,33.83,8
35,10.23,22.67,4.53,4.47,16.07,32.22,8
37,9.36,24.39,4.87,5.15,18.07,30.86,6
39,8.79,30.04,4.72,5.52,20.07,27.17,6
41,10.40,34.95,4.80,6.12,22.07,27.30,6
43,12.36,36.59,5.53,6.87,24.07,26.37,6
45,13.98,39.61,5.47,6.53,18.82,24.76,6
47,14.70,42.22,5.32,6.06,14.90,22.46,6
49,11.44,27.11,6.22,6.92,17.02,24.43,6
51,6.62,17.77,7.33,8.00,17.09,23.21,6
53,9.91,21.53,7.01,7.19,19.09,21.43,5
55,15.74,27.91,7.92,7.88,21.09,20.70,5
57,16.18,29.69,8.23,7.80,23.09,23.28,5
59,16.07,29.26,9.39,8.83,25.09,24.83,5
61,17.93,38.22,9.51,8.51,20.69,24.12,8
63,13.81,41.55,8.53,6.76,22.69,25.18,8
65,16.49,41.52,9.28,7.25,24.69,27.70,8
67,19.57,41.52,8.99,7.27,26.69,29.76,8
69,21.17,46.63,7.88,6.77,20.18,30.53,8
71,21.55,46.77,6.87,6.33,21.51,30.55,8
73,12.45,27.46,7.85,7.32,23.51,26.01,1
75,10.27,25.60,9.04,8.53,25.51,19.99,1
77,12.85,31.70,10.44,10.02,27.51,20.74,1
79,18.12,37.00,11.81,11.41,29.51,22.10,1
81,18.70,36.93,12.37,12.38,28.04,23.89,1
83,18.82,36.66,12.78,13.14,30.04,27.79,1
85,11.59,21.81,13.41,13.80,32.04,28.39,1
87,12.65,21.81,14.68,15.12,34.04,29.00,1
89,12.61,21.81,14.57,15.08,36.04,30.84,2
91,12.61,21.81,15.04,15.91,38.04,29.38,2
93,12.61,21.81,16.71,17.57,40.04,26.79,2
95,14.69,24.73,13.04,14.15,42.04,22.08,2
97,19.63,32.70,14.66,15.78,44.04,19.70,2
99,19.20,37.90,15.20,16.42,46.04,16.98,4
101,16.49,24.15,14.13,15.73,48.04,16.09,4
103,19.15,27.95,15.84,17.41,50.04,13.46,4
105,21.60,35.04,17.84,19.41,52.04,14.97,4
107,21.80,34.95,19.26,21.00,54.04,16.41,5
109,19.64,43.41,20.00,21.72,56.04,16.62,5
111,19.58,43.16,17.48,18.90,58.04,14.43,5
113,21.62,43.04,19.48,20.90,60.04,12.75,5
115,22.78,43.04,19.86,21.75,62.04,15.73,5
117,22.64,45.98,18.25,19.20,33.51,16.07,5
119,24.75,49.94,18.16,18.61,35.51,18.80,5
121,24.76,49.86,19.20,19.47,37.51,21.99,5
123,15.96,24.89,20.37,20.49,39.51,20.75,5
