time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,60.00,16,
5,0.00,0.00,0.00,0.00,60.00,16,
7,0.00,0.00,0.00,0.00,60.00,16,
9,0.00,0.00,0.00,0.00,60.00,16,1.00
11,0.00,0.00,0.00,0.00,60.00,16,
13,0.00,0.00,0.00,0.00,60.00,16,
15,0.00,0.00,0.00,0.00,60.00,16,
17,0.00,0.00,0.00,0.00,60.00,16,
19,0.00,0.00,0.00,0.00,62.83,16,4.00
21,0.00,0.00,0.00,0.00,63.23,16,
23,0.00,0.00,0.00,0.00,62.26,8,
25,0.00,0.00,0.00,0.00,46.98,8,
27,0.00,0.00,0.00,0.00,30.76,8,
29,0.00,0.00,0.10,1.25,6.82,8,2.16
31,0.50,2.02,0.15,1.76,21.74,8,
33,1.32,5.28,0.31,3.76,27.00,1,
35,1.22,4.90,0.48,5.76,63.67,1,
37,0.00,0.00,0.65,7.76,65.08,1,
39,0.00,0.00,0.00,0.00,48.93,1,2.61
41,0.00,0.00,0.00,0.00,45.17,1,
43,0.00,0.00,0.07,0.79,40.72,5,
45,0.56,2.23,0.23,2.79,46.67,5,
47,1.47,5.86,0.40,4.79,47.32,5,
49,1.45,5.80,0.61,6.79,41.12,5,2.80
51,1.45,5.80,0.73,8.79,34.30,5,
53,1.45,5.80,0.95,10.79,29.05,3,
55,1.45,5.80,1.07,12.79,23.53,3,
57,1.67,5.80,1.31,14.79,21.10,3,
59,2.74,5.80,1.62,16.79,32.26,3,2.42
61,2.70,5.80,1.96,18.79,36.52,3,
63,2.70,5.80,2.41,20.79,35.79,10,
65,2.67,5.71,2.62,22.79,41.06,10,
67,1.37,4.99,2.96,24.79,38.45,10,
69,1.25,4.99,1.06,12.67,35.74,10,2.30
71,1.25,4.99,1.25,14.67,37.42,10,
73,2.44,4.99,1.56,16.67,34.27,3,
75,3.82,10.27,1.89,18.67,34.72,3,
77,3.80,9.61,2.44,20.67,33.75,3,
79,2.66,5.64,2.59,22.67,30.92,3,2.70
81,2.61,5.47,2.55,24.67,30.51,3,
83,3.57,8.83,2.88,26.67,28.65,4,
85,4.09,10.98,3.10,28.67,40.16,4,
87,2.28,7.38,3.59,30.67,37.48,4,
89,1.14,4.57,1.01,7.85,37.90,4,3.00
91,1.12,4.49,0.49,5.87,37.33,4,
93,1.97,6.72,0.78,7.87,34.73,3,
95,4.17,11.38,1.12,9.87,33.18,3,
97,3.33,8.12,1.45,11.87,33.75,3,
99,1.52,5.19,1.36,8.77,30.20,3,2.14
101,2.63,5.33,1.02,9.54,30.41,3,
103,2.67,5.19,1.41,11.54,34.00,3,
105,3.97,5.51,1.84,13.54,32.96,3,
107,3.92,5.31,2.34,15.54,32.84,3,
109,3.92,5.31,2.85,17.54,33.03,3,2.32
111,3.92,5.31,3.34,19.54,30.81,3,
113,5.14,10.21,3.89,21.54,28.59,4,
115,6.92,17.63,4.39,23.54,30.56,4,
117,7.02,22.88,5.05,25.54,25.72,4,
119,8.32,23.73,3.44,27.54,19.66,4,1.83
121,5.23,10.45,3.91,29.54,15.48,4,
123,4.75,11.76,4.70,31.54,15.93,1,
125,7.16,12.55,5.70,33.54,21.00,1,
127,8.85,12.55,6.70,35.54,21.55,1,
129,8.84,12.55,3.36,14.17,20.85,1,0.82
131,8.84,12.55,4.02,16.17,20.66,1,
133,9.83,12.55,4.86,18.17,19.71,3,
135,10.89,15.80,5.69,20.17,22.73,3,
137,12.71,20.04,5.19,22.17,24.34,3,
139,11.28,23.41,5.58,24.17,26.78,3,2.21
141,5.70,10.90,3.64,26.17,26.60,3,
143,7.03,17.32,3.95,28.17,23.94,4,
145,9.23,23.25,4.12,30.17,24.71,4,
147,9.06,23.06,4.79,32.17,23.52,4,
149,7.00,20.22,4.60,27.18,24.03,4,2.19
151,2.90,11.59,2.83,10.36,25.31,4,
153,4.19,11.94,3.48,11.58,26.24,3,
155,5.73,11.93,3.47,13.58,32.43,3,
157,4.50,11.93,4.47,15.58,33.92,3,
159,5.17,11.93,4.89,15.70,33.05,3,2.49
161,5.42,11.93,4.04,17.70,32.11,3,
163,6.23,11.93,5.10,19.70,30.95,2,
165,8.30,11.93,6.35,21.70,29.54,2,
167,7.29,11.93,7.68,23.70,28.06,2,
169,7.66,11.93,7.95,25.70,26.64,2,1.62
171,9.78,11.93,9.36,27.70,23.39,2,
173,12.29,17.43,10.04,29.70,19.20,4,
175,12.82,17.46,11.71,31.70,18.01,4,
177,13.38,22.35,11.43,33.70,17.20,4,
179,12.80,24.59,11.74,35.70,17.22,4,1.68
181,12.79,24.58,11.86,37.70,17.79,4,
183,14.91,24.58,13.26,39.70,17.87,7,
185,16.55,24.58,14.62,41.70,21.04,7,
187,18.41,25.20,14.90,43.70,20.65,7,
189,16.60,28.05,14.85,45.70,19.09,7,1.43
191,14.21,27.57,14.37,47.70,15.25,7,
193,14.22,26.11,14.68,49.70,12.56,5,
195,18.54,31.50,16.18,51.70,14.50,5,
197,19.65,31.39,15.66,53.70,14.43,5,
199,21.41,31.39,14.23,50.33,15.49,5,1.44
201,18.12,23.31,11.03,31.63,12.35,5,
203,15.18,29.30,11.76,30.32,8.03,6,
205,16.78,29.03,11.38,32.32,6.81,6,
207,18.98,29.13,12.55,34.32,6.63,6,
