time,phase
1.0,1.0
3.0,1.0
5.0,1.0
7.0,1.0
9.0,5.0
11.0,5.0
13.0,5.0
15.0,5.0
17.0,8.0
19.0,8.0
21.0,8.0
23.0,8.0
25.0,8.0
27.0,5.0
29.0,5.0
31.0,5.0
33.0,5.0
35.0,5.0
37.0,8.0
39.0,8.0
41.0,8.0
43.0,8.0
45.0,8.0
47.0,8.0
49.0,8.0
51.0,10.0
53.0,10.0
55.0,10.0
57.0,10.0
59.0,5.0
61.0,5.0
63.0,5.0
65.0,5.0
67.0,2.0
69.0,2.0
71.0,2.0
73.0,2.0
75.0,3.0
77.0,3.0
79.0,3.0
81.0,3.0
83.0,6.0
85.0,6.0
87.0,6.0
89.0,6.0
91.0,5.0
93.0,5.0
95.0,5.0
97.0,5.0
99.0,12.0
101.0,12.0
103.0,12.0
105.0,12.0
107.0,4.0
109.0,4.0
111.0,4.0
113.0,4.0
115.0,11.0
117.0,11.0
119.0,11.0
121.0,11.0
123.0,4.0
125.0,4.0
127.0,4.0
129.0,4.0
131.0,9.0
133.0,9.0
135.0,9.0
137.0,9.0
139.0,9.0
141.0,9.0
143.0,9.0
145.0,9.0
147.0,9.0
149.0,9.0
151.0,9.0
153.0,9.0
155.0,9.0
157.0,6.0
159.0,6.0
161.0,6.0
163.0,6.0
165.0,6.0
167.0,6.0
169.0,6.0
171.0,6.0
173.0,13.0
175.0,13.0
177.0,13.0
179.0,13.0
181.0,8.0
183.0,8.0
185.0,8.0
187.0,8.0
189.0,8.0
191.0,1.0
193.0,1.0
195.0,1.0
197.0,1.0
199.0,1.0
201.0,1.0
203.0,1.0
205.0,1.0
207.0,1.0
209.0,6.0
211.0,6.0
213.0,6.0
215.0,6.0
217.0,8.0
219.0,8.0
221.0,8.0
223.0,8.0
225.0,3.0
227.0,3.0
229.0,3.0
231.0,3.0
233.0,3.0
235.0,3.0
237.0,4.0
239.0,4.0
241.0,4.0
243.0,4.0
245.0,4.0
247.0,4.0
249.0,4.0
251.0,4.0
253.0,4.0
255.0,4.0
257.0,7.0
259.0,7.0
261.0,7.0
263.0,7.0
265.0,8.0
267.0,8.0
269.0,8.0
271.0,8.0
273.0,8.0
275.0,8.0
277.0,8.0
279.0,3.0
281.0,3.0
283.0,3.0
285.0,3.0
287.0,6.0
289.0,6.0
291.0,6.0
293.0,6.0
295.0,6.0
297.0,6.0
299.0,6.0
301.0,11.0
303.0,11.0
305.0,11.0
307.0,11.0
309.0,11.0
311.0,3.0
313.0,3.0
315.0,3.0
317.0,3.0
319.0,8.0
321.0,8.0
323.0,8.0
325.0,8.0
327.0,5.0
329.0,5.0
331.0,5.0
