time,calc_time
1.00,0.20
9.00,0.10
19.00,0.08
29.00,0.09
39.00,0.09
49.00,0.09
59.00,0.09
69.00,0.10
79.00,0.09
89.00,0.10
99.00,0.09
109.00,0.10
119.00,0.08
129.00,0.09
139.00,0.09
149.00,0.10
159.00,0.09
169.00,0.11
179.00,0.08
189.00,0.08
199.00,0.09
209.00,0.08
219.00,0.09
229.00,0.09
239.00,0.10
249.00,0.09
259.00,0.09
269.00,0.09
279.00,0.09
289.00,0.07
299.00,0.09
309.00,0.10
319.00,0.10
329.00,0.10
339.00,0.09
349.00,0.09
359.00,0.09
369.00,0.09
379.00,0.08
389.00,0.09
399.00,0.09
409.00,0.10
419.00,0.09
429.00,0.10
439.00,0.08
449.00,0.10
459.00,0.09
469.00,0.10
479.00,0.09
489.00,0.09
499.00,0.08
