time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0.00,0,
3,0.00,0.00,0.00,0.00,60.00,0.00,4,
5,0.00,0.00,0.00,0.00,47.49,0.00,4,
7,0.00,0.00,0.00,0.00,57.55,0.00,4,
9,0.00,0.00,0.00,0.00,58.66,0.00,4,4.00
11,0.00,0.00,0.00,0.00,60.40,0.00,4,
13,0.00,0.00,0.00,0.00,57.35,0.00,1,
15,0.00,0.00,0.00,0.00,57.95,0.00,1,
17,0.00,0.00,0.05,0.63,57.55,1.00,1,
19,0.00,0.00,0.03,0.41,57.40,0.00,1,4.00
21,0.00,0.00,0.20,2.41,57.85,1.00,1,
23,0.00,0.00,0.08,0.95,53.89,2.00,1,
25,0.00,0.00,0.00,0.00,50.06,0.00,1,
27,0.00,0.00,0.13,1.16,43.03,1.00,1,
29,1.22,3.64,0.32,3.16,39.11,1.00,1,2.84
31,2.61,5.60,0.87,5.16,35.70,1.00,1,
33,2.63,5.47,1.47,7.16,35.02,2.00,2,
35,3.92,7.14,1.86,9.16,37.67,0.00,2,
37,4.92,8.96,2.93,11.16,38.36,2.00,2,
39,3.87,5.47,2.77,10.43,37.53,1.00,2,2.29
41,3.87,5.47,3.07,12.43,35.39,1.00,2,
43,5.59,10.69,3.74,14.43,33.87,0.00,5,
45,6.67,11.34,4.58,16.43,33.90,1.00,5,
47,5.79,11.24,5.06,18.43,32.72,1.00,5,
49,4.00,11.24,5.11,18.83,34.65,3.00,5,2.78
51,5.29,11.24,5.01,20.83,35.58,2.00,5,
53,6.70,16.59,5.44,22.83,35.47,1.00,1,
55,7.07,18.05,5.86,24.83,36.73,1.00,1,
57,7.06,18.02,6.65,26.83,36.38,3.00,1,
59,6.01,9.26,5.94,28.83,33.05,2.00,1,2.63
61,5.53,11.98,5.42,30.83,28.76,2.00,1,
63,5.52,11.97,5.17,32.83,25.93,1.00,2,
65,8.26,11.97,5.82,34.83,26.94,0.00,2,
67,9.59,18.61,6.86,36.83,28.83,1.00,2,
69,9.96,22.98,7.45,38.83,34.06,2.00,2,2.34
71,5.48,12.08,7.96,40.83,33.57,2.00,2,
73,6.40,12.08,8.25,42.83,31.56,2.00,1,
75,8.23,12.08,8.76,44.83,31.59,1.00,1,
77,7.66,12.08,9.28,46.83,31.46,1.00,1,
79,7.84,14.53,9.66,48.83,30.42,2.00,1,1.98
81,8.55,17.36,9.66,50.83,27.58,1.00,1,
83,9.14,17.34,10.92,52.83,27.79,1.00,2,
85,12.41,17.34,12.10,54.83,29.53,0.00,2,
87,12.15,17.84,13.43,56.83,28.61,3.00,2,
89,8.11,17.84,13.67,58.83,26.89,2.00,2,2.23
91,8.11,17.84,12.92,60.83,23.62,2.00,2,
93,8.11,17.84,12.81,62.83,23.27,1.00,3,
95,8.08,17.84,13.92,64.83,23.95,1.00,3,
97,7.02,18.22,14.71,66.83,22.65,2.00,3,
99,9.26,18.20,14.12,68.83,20.47,2.00,3,1.95
101,10.47,18.91,13.06,70.83,20.24,1.00,3,
103,10.88,20.53,12.42,72.83,21.05,0.00,6,
105,13.77,32.09,13.25,74.83,23.15,0.00,6,
107,16.53,36.66,14.09,76.83,23.15,2.00,6,
109,17.03,38.22,11.67,78.83,22.98,2.00,6,2.00
111,19.17,38.17,11.76,80.83,22.10,1.00,6,
113,13.93,27.47,12.45,82.83,21.84,1.00,5,
115,12.06,33.02,13.46,84.83,20.18,0.00,5,
117,15.69,41.81,14.62,86.83,20.06,2.00,5,
119,20.14,49.17,13.40,88.83,24.13,1.00,5,2.59
121,22.75,57.43,14.56,90.83,24.49,1.00,5,
123,25.27,67.51,14.98,92.83,26.14,1.00,6,
125,27.77,77.49,14.65,94.83,25.44,0.00,6,
127,28.93,82.18,15.82,96.83,25.38,2.00,6,
129,26.30,82.10,15.77,98.83,20.64,1.00,6,1.14
131,25.69,81.68,14.87,100.83,17.67,2.00,6,
133,20.50,49.09,14.38,102.83,14.88,1.00,1,
135,16.03,35.51,14.99,104.83,15.93,0.00,1,
137,16.11,35.29,15.82,106.83,16.79,1.00,1,
139,16.35,35.29,16.19,108.83,17.61,2.00,1,2.70
141,16.29,35.05,15.03,110.83,19.30,2.00,1,
143,7.53,18.34,15.63,112.83,21.95,2.00,5,
145,8.37,18.34,16.28,114.83,25.24,3.00,5,
147,9.91,18.32,16.00,116.83,30.88,2.00,5,
149,9.26,17.40,16.56,118.83,34.63,2.00,5,3.19
151,7.32,17.50,16.47,120.83,36.48,3.00,5,
153,7.32,17.50,14.51,122.83,35.25,1.00,1,
155,7.32,17.50,15.09,124.83,38.39,1.00,1,
157,7.31,17.48,15.87,126.83,35.97,2.00,1,
159,10.77,21.89,15.52,128.83,33.18,2.00,1,2.63
161,7.49,11.77,14.06,130.83,30.73,1.00,1,
163,7.05,11.83,13.56,132.83,28.24,2.00,1,
165,7.03,11.78,13.80,134.83,28.02,0.00,1,
167,7.03,11.78,14.92,136.83,27.18,3.00,1,
169,9.39,21.19,15.23,138.83,29.46,1.00,1,2.03
171,10.16,24.29,16.15,140.83,27.50,0.00,1,
173,10.15,24.26,17.15,142.83,22.94,2.00,4,
175,10.93,27.36,17.72,144.83,20.79,0.00,4,
