id,link_id,input_volume
1,5,900
2,4,900
3,8,500
4,1,500
5,17,900
6,16,900
7,20,500
8,13,500
9,29,900
10,28,900
11,32,500
12,25,500
13,41,900
14,40,900
15,44,500
16,37,500
17,53,900
18,52,900
19,56,500
20,49,500
21,65,900
22,64,900
23,68,500
24,61,500
25,77,900
26,76,900
27,80,500
28,73,500
