time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,35.17,0,
3,0.00,0.00,0.00,0.00,48.87,5,
5,0.00,0.00,0.00,0.00,61.52,5,
7,0.00,0.00,0.00,0.00,63.55,5,
9,0.00,0.00,0.00,0.00,56.62,5,4.00
11,0.00,0.00,0.00,0.00,52.13,5,
13,0.00,0.00,0.00,0.00,61.04,5,
15,0.00,0.00,0.09,1.03,57.63,5,
17,0.00,0.00,0.00,0.00,53.92,5,
19,0.00,0.00,0.00,0.04,49.12,5,4.00
21,0.00,0.00,0.00,0.00,50.38,5,
23,0.00,0.00,0.03,0.37,49.53,8,
25,0.00,0.00,0.00,0.00,47.53,8,
27,0.00,0.00,0.00,0.00,46.61,8,
29,0.86,3.43,0.14,1.17,43.60,8,2.11
31,1.45,5.79,0.26,3.17,36.39,8,
33,1.44,5.77,0.43,5.17,27.34,5,
35,2.62,5.67,0.74,7.17,31.82,5,
37,1.39,5.33,1.31,9.17,27.11,5,
39,1.33,5.33,1.21,5.68,22.75,5,1.90
41,2.15,8.60,1.13,7.68,25.16,5,
43,3.03,12.11,1.46,9.68,26.70,6,
45,4.44,17.75,1.80,11.68,36.33,6,
47,4.61,18.44,2.13,13.68,40.06,6,
49,1.90,6.21,0.88,9.28,36.74,6,2.33
51,1.25,4.99,0.97,7.81,37.36,6,
53,1.26,5.05,0.65,5.24,32.88,5,
55,2.74,10.94,0.98,7.24,37.99,5,
57,1.89,7.57,1.45,9.24,39.69,5,
59,1.11,4.45,0.93,6.90,37.91,5,3.05
61,1.40,5.62,0.45,4.38,34.17,5,
63,1.83,5.61,0.83,6.38,30.81,6,
65,3.32,7.77,1.17,8.38,32.90,6,
67,2.81,10.75,1.67,10.38,31.59,6,
69,2.68,10.73,1.39,9.03,31.83,6,3.07
71,2.68,10.73,1.76,11.03,32.08,6,
73,2.68,10.73,1.99,13.03,31.14,5,
75,2.68,10.73,1.36,15.03,37.36,5,
77,2.68,10.73,1.79,17.03,34.74,5,
79,3.90,10.73,1.87,19.03,29.97,5,2.39
81,3.96,10.73,2.18,21.03,27.22,5,
83,4.26,10.73,2.66,23.03,26.56,6,
85,5.91,10.73,3.16,25.03,27.54,6,
87,6.37,10.73,3.66,27.03,28.03,6,
89,4.88,10.73,4.10,29.03,28.94,6,1.99
91,5.19,10.73,4.75,31.03,31.60,6,
93,5.19,10.73,5.34,33.03,28.81,5,
95,6.91,10.73,5.50,35.03,27.51,5,
97,7.89,10.73,6.34,37.03,26.19,5,
99,5.21,10.73,6.70,39.03,26.98,5,2.26
101,5.38,10.73,7.38,41.03,26.98,5,
103,6.88,10.73,8.30,43.03,24.52,5,
105,8.34,11.35,8.98,45.03,24.99,5,
107,8.32,11.33,9.92,47.03,19.05,5,
109,8.97,13.82,10.91,49.03,17.69,5,1.86
111,10.05,18.13,11.15,51.03,15.24,5,
113,11.12,18.08,11.98,53.03,13.40,6,
115,11.64,18.08,12.81,55.03,11.91,6,
117,11.63,18.08,11.82,57.03,10.28,6,
119,8.68,18.08,11.86,59.03,13.17,6,2.04
121,7.20,18.08,10.70,61.03,10.43,6,
123,8.37,18.08,10.42,63.03,14.89,7,
125,8.67,18.08,10.68,65.03,23.66,7,
127,8.66,18.06,11.50,67.03,29.67,7,
129,6.27,10.73,9.19,69.03,30.71,7,2.69
131,5.30,10.73,9.46,71.03,30.39,7,
133,5.27,10.73,7.84,73.03,27.79,8,
135,5.27,10.73,8.55,75.03,26.66,8,
137,4.62,8.16,9.39,77.03,24.88,8,
139,3.29,8.60,10.10,77.64,23.88,8,1.75
141,4.00,11.47,4.47,21.11,23.34,8,
143,4.06,11.43,5.13,23.11,26.12,6,
145,5.49,11.43,5.63,25.11,30.95,6,
147,6.95,16.36,5.19,27.11,32.91,6,
149,3.99,11.43,4.29,29.11,33.75,6,2.19
151,2.86,11.43,4.58,31.11,31.81,6,
153,3.34,11.43,5.13,33.11,28.02,5,
155,6.59,11.43,5.99,35.11,25.67,5,
157,8.87,10.51,6.99,37.11,22.13,5,
159,9.81,15.14,4.93,21.67,20.90,5,1.46
161,10.94,18.56,3.51,12.54,19.30,5,
163,11.34,18.53,4.28,14.54,20.44,6,
165,13.29,23.52,5.00,16.54,23.70,6,
167,13.72,25.28,5.94,18.54,21.66,6,
169,14.46,24.97,5.83,17.50,21.49,6,1.51
171,9.62,16.83,6.67,19.50,22.62,6,
173,14.14,22.31,7.04,21.50,19.57,5,
175,14.66,22.08,7.37,23.50,19.71,5,
177,15.59,22.08,8.27,25.50,18.02,5,
179,18.17,27.93,8.94,27.50,17.18,5,1.47
181,20.10,29.72,10.01,29.50,18.57,5,
