time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,44.40,1
3,0.00,0.00,0.00,0.00,0.00,53.13,1
5,0.00,0.00,0.00,0.00,0.00,59.54,1
7,0.00,0.00,0.00,0.00,0.00,60.42,1
9,0.00,0.00,0.00,0.00,0.00,60.99,1
11,0.00,0.00,0.00,0.00,0.00,56.42,1
13,0.00,0.00,0.00,0.00,0.00,50.90,1
15,0.00,0.00,0.00,0.00,0.04,44.50,1
17,0.45,1.79,0.42,0.54,2.04,40.53,1
19,2.52,5.43,0.92,1.19,4.04,37.46,3
21,4.73,10.29,1.55,1.89,6.04,36.25,3
23,6.63,12.09,2.38,2.81,8.04,34.28,3
25,7.59,12.06,3.22,3.74,10.04,30.59,3
27,6.63,15.26,4.21,4.88,12.04,28.38,3
29,8.69,18.70,4.63,5.26,14.04,28.90,3
31,10.05,18.67,5.51,6.26,16.04,26.67,3
33,11.73,18.67,6.58,7.49,18.04,21.90,3
35,11.67,18.67,7.50,8.53,20.04,21.80,3
37,13.28,18.67,8.47,9.64,22.04,20.98,3
39,15.54,27.65,9.47,10.78,24.04,18.15,2
41,15.96,29.32,10.47,11.92,26.04,15.75,2
43,16.29,29.31,11.63,13.27,28.04,17.22,2
45,17.81,29.31,12.96,14.84,30.04,20.12,2
47,16.15,29.30,13.29,15.12,32.04,21.79,2
49,14.58,23.81,10.95,14.08,34.04,22.66,2
51,16.21,23.81,9.87,12.69,36.04,22.66,2
53,16.22,23.81,10.93,14.05,38.04,21.02,2
55,17.55,29.13,10.68,13.70,40.04,19.08,2
57,18.40,29.44,11.84,15.06,42.04,14.96,2
59,21.37,29.44,13.02,16.42,44.04,15.62,4
61,22.26,29.91,14.35,17.85,46.04,16.77,4
63,22.68,31.60,15.34,19.13,48.04,20.05,4
65,22.87,36.11,16.51,20.49,50.04,23.60,4
67,21.00,36.01,15.63,19.22,41.85,24.61,4
69,21.63,35.74,15.31,18.66,43.56,24.88,4
71,14.68,29.93,15.65,18.95,45.56,22.95,4
73,15.84,32.80,15.75,18.95,47.56,22.41,4
75,18.44,36.42,16.73,19.98,49.56,19.70,4
77,21.21,36.39,16.98,20.02,51.56,19.30,4
79,24.35,41.63,18.47,21.64,53.56,20.11,1
81,24.52,42.51,19.79,23.06,55.56,17.48,1
83,28.94,47.94,21.12,24.48,57.56,16.16,1
85,31.31,55.32,22.62,26.12,59.56,15.71,1
87,35.25,60.99,22.43,25.59,59.45,13.23,1
89,38.54,60.80,20.65,23.02,47.39,11.60,1
91,39.58,67.75,21.20,23.44,48.14,11.48,1
93,40.37,67.49,20.34,22.00,50.14,9.35,1
95,41.67,69.69,18.48,22.06,52.14,8.31,3
97,45.62,81.77,18.64,21.98,54.14,8.00,3
99,48.07,85.05,19.68,23.03,56.14,11.43,3
101,48.08,85.03,21.18,24.68,58.14,12.80,3
103,48.17,85.03,21.49,24.78,52.18,13.52,3
105,49.74,85.03,22.00,25.15,49.14,12.44,3
107,45.69,85.03,21.82,24.64,45.12,12.02,3
109,39.57,85.03,22.30,24.97,44.12,15.26,3
111,41.88,85.03,22.39,24.80,45.26,17.54,3
113,44.30,85.00,22.94,25.22,47.26,17.98,3
115,44.97,82.86,24.14,26.47,49.26,19.15,3
117,42.69,70.46,22.31,23.84,51.26,17.83,2
119,27.59,51.63,23.81,25.48,53.26,17.25,2
121,31.05,51.63,24.90,26.60,55.26,15.92,2
123,34.49,58.61,26.24,28.04,57.26,14.43,2
125,39.61,67.46,26.72,28.37,57.69,15.85,2
127,41.96,70.36,26.77,29.11,53.69,18.78,2
129,46.78,81.41,26.22,28.11,51.13,19.63,2
131,50.30,88.69,21.66,25.08,49.62,18.64,2
133,51.45,88.53,22.71,26.29,51.62,17.26,2
135,53.14,79.04,21.71,26.23,53.62,15.41,4
137,36.42,50.99,20.90,25.03,55.62,11.69,4
139,39.66,57.41,20.12,25.70,57.62,8.53,4
141,47.45,67.17,21.61,27.34,59.62,6.93,4
143,52.32,70.72,19.95,24.74,56.52,7.64,4
145,54.11,72.53,21.74,26.47,58.52,8.20,4
147,56.15,77.53,23.43,28.07,60.52,8.31,4
149,57.75,77.43,23.38,27.44,62.52,11.54,1
151,59.43,77.43,23.80,27.40,64.52,11.85,1
153,61.28,82.63,24.35,27.54,66.52,13.66,1
155,52.09,85.21,26.19,29.33,68.52,13.46,1
157,55.34,85.19,27.54,30.50,66.66,12.62,1
159,59.26,85.19,28.36,30.97,62.09,12.04,1
161,63.24,87.30,29.09,31.35,63.22,12.24,1
163,66.28,93.93,29.82,31.72,54.99,12.02,1
165,71.05,100.86,30.17,31.60,42.54,10.79,1
167,74.96,106.01,30.98,32.06,44.54,10.42,3
169,70.30,116.88,30.91,31.41,46.54,9.42,3
171,64.45,127.63,30.53,32.39,48.54,10.39,3
173,66.87,132.59,30.05,33.32,50.54,11.30,3
175,70.57,137.11,30.93,34.02,52.54,12.51,3
177,71.52,137.05,30.20,32.66,54.54,12.80,3
179,71.49,137.66,30.74,32.92,56.54,11.79,3
181,73.01,141.33,31.36,33.29,58.54,13.41,3
183,51.68,86.04,31.20,32.62,60.54,14.22,2
185,47.69,95.80,33.07,34.45,62.54,14.46,2
187,50.54,100.08,33.98,35.05,64.54,13.56,2
189,51.40,99.99,35.98,37.05,66.54,10.35,2
191,53.69,100.73,37.43,38.35,66.88,6.71,2
193,55.62,111.58,36.88,37.06,63.97,5.75,2
195,60.51,119.68,38.19,38.45,65.97,6.04,2
197,63.49,124.61,33.96,35.95,67.97,7.84,2
199,64.57,124.46,33.70,36.75,69.97,8.77,2
201,65.09,124.46,34.76,38.16,71.97,9.46,2
203,65.08,124.46,35.50,38.69,73.97,8.53,4
205,65.08,124.46,35.67,38.49,75.97,7.62,4
207,66.52,128.48,37.34,40.20,77.97,6.71,4
209,73.70,141.22,38.60,41.74,79.97,7.98,4
211,75.47,147.30,39.15,42.01,73.99,10.18,4
213,73.08,150.17,40.46,43.27,75.08,11.06,1
215,68.66,150.15,37.72,39.33,74.33,10.93,1
217,69.27,150.14,35.42,35.94,76.33,12.70,1
219,72.26,152.91,37.09,37.65,78.33,15.98,1
221,72.48,155.03,35.79,35.55,76.66,19.44,1
223,66.44,134.88,36.96,36.61,78.98,19.36,1
225,39.82,61.27,37.74,37.93,70.58,19.90,1
227,43.15,67.99,33.54,37.16,61.45,20.72,1
229,34.41,74.12,34.33,37.75,63.45,20.78,1
231,28.75,51.47,33.72,36.53,65.45,17.99,3
233,22.33,35.77,30.95,36.16,67.45,14.76,3
235,25.61,35.77,28.47,32.60,69.45,12.72,3
237,28.40,35.77,30.30,34.52,71.45,10.79,3
239,30.89,37.96,31.82,36.05,73.45,12.30,3
241,29.66,43.24,32.54,36.55,75.45,12.11,3
243,25.03,48.89,31.06,34.21,77.45,12.65,3
245,26.84,49.83,29.80,32.16,79.45,11.60,2
247,29.53,55.53,30.26,32.32,81.45,10.86,2
