time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,43.57,0.00,1
3,0.00,0.00,0.00,0.00,53.10,0.00,1
5,0.00,0.00,0.00,0.00,61.51,0.00,1
7,0.00,0.00,0.00,0.00,62.72,0.00,1
9,0.00,0.00,0.00,0.00,58.48,0.00,1
11,0.00,0.00,0.00,0.00,57.07,0.00,1
13,0.00,0.00,0.00,0.00,51.58,0.00,1
15,0.00,0.00,0.01,0.11,45.47,0.00,1
17,0.38,1.21,0.42,2.11,42.47,0.00,1
19,3.21,7.38,0.92,4.11,39.35,0.00,1
21,4.11,11.02,1.42,6.11,38.29,0.00,3
23,5.58,11.34,2.11,8.11,36.35,1.00,3
25,5.76,12.06,2.93,10.11,33.42,1.00,3
27,5.76,12.06,3.79,12.11,32.67,2.00,3
29,5.76,12.06,4.55,14.11,29.59,2.00,3
31,6.66,14.23,4.76,16.11,29.63,1.00,3
33,9.08,18.74,5.40,18.11,29.41,0.00,3
35,9.04,18.67,6.17,20.11,26.35,1.00,3
37,9.41,18.67,7.06,22.11,24.91,0.00,3
39,11.48,18.67,8.27,24.11,24.34,0.00,3
41,13.04,18.67,9.66,26.11,25.39,2.00,3
43,13.13,18.67,10.56,28.11,24.28,0.00,2
45,13.13,18.67,11.72,30.11,20.27,0.00,2
47,15.32,23.48,13.06,32.11,21.39,0.00,2
49,17.26,29.57,14.56,34.11,23.58,2.00,2
51,15.75,29.30,14.81,35.84,24.99,2.00,2
53,12.55,16.61,12.68,37.84,24.45,2.00,2
55,14.51,23.03,10.66,39.84,23.79,1.00,4
57,17.76,23.86,12.02,41.84,20.68,2.00,4
59,17.64,23.71,12.26,43.84,21.16,1.00,4
61,17.63,23.71,13.25,45.84,22.49,2.00,4
63,14.62,25.55,12.43,34.10,21.50,2.00,1
65,12.57,33.99,11.93,29.79,18.85,2.00,1
67,13.92,36.30,11.87,31.79,18.89,0.00,1
69,17.08,42.72,13.21,33.79,18.66,2.00,1
71,20.85,48.63,12.34,34.17,16.09,2.00,1
73,21.35,48.57,10.83,27.55,13.54,1.00,1
75,23.36,48.57,9.61,29.55,12.80,1.00,3
77,24.90,48.57,10.05,31.55,12.83,2.00,3
79,25.62,48.57,10.88,33.55,11.37,1.00,3
81,25.61,48.57,11.82,35.55,11.00,2.00,3
83,22.40,48.57,11.58,31.84,13.98,2.00,3
85,22.70,48.57,12.11,33.61,18.24,2.00,3
87,22.61,48.48,11.89,33.55,23.39,1.00,3
89,17.24,28.15,12.06,34.24,25.91,1.00,3
91,19.04,35.35,12.91,36.24,27.81,1.00,3
93,19.65,37.78,13.65,38.24,26.78,1.00,3
95,19.65,37.77,14.52,40.24,23.28,1.00,2
97,19.72,37.77,13.45,42.24,21.15,0.00,2
99,22.52,43.41,14.71,44.24,22.21,0.00,2
101,25.78,50.21,16.21,46.24,23.06,2.00,2
103,27.10,50.60,16.94,48.24,24.10,2.00,2
105,28.98,50.60,15.79,50.24,24.09,0.00,4
107,30.41,47.60,17.12,52.24,22.53,1.00,4
109,24.10,41.01,17.19,54.24,20.99,0.00,4
111,27.93,44.35,18.52,56.24,18.97,2.00,4
113,34.03,53.00,17.20,39.84,15.91,2.00,1
115,40.15,63.77,15.62,41.12,12.17,2.00,1
117,44.49,66.42,15.84,43.12,10.27,0.00,1
119,41.24,66.39,17.65,45.12,9.16,2.00,1
121,44.36,71.02,18.07,42.37,9.60,2.00,1
123,46.24,78.44,19.74,43.65,8.17,2.00,1
125,50.05,79.05,21.39,44.69,7.31,2.00,1
127,51.33,79.05,20.84,38.93,7.33,3.00,1
129,54.60,83.03,21.47,40.93,6.91,1.00,3
131,58.22,93.22,22.63,42.93,10.07,0.00,3
133,42.60,95.70,24.30,44.93,11.29,0.00,3
135,43.38,95.68,25.96,46.93,13.43,2.00,3
137,41.73,95.68,25.66,48.93,15.20,2.00,3
139,42.40,95.68,24.95,50.93,16.24,1.00,3
141,42.59,95.68,25.46,52.93,14.35,0.00,3
143,42.59,95.68,27.29,54.93,15.39,2.00,2
145,46.18,103.29,27.15,56.93,14.19,0.00,2
147,50.00,113.71,28.96,58.93,11.06,1.00,2
149,51.58,114.04,30.48,60.93,8.21,2.00,2
