time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.82
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.31
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.59
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.18
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.18
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.29
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.03
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.32
19,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.37,0.22,1.11,22.86
21,7.07,0.00,3.54,7.07,1.68,3.11,0.00,1.59,1.63,3.11,19.52
23,12.41,0.00,6.21,12.41,3.68,5.11,0.00,2.93,3.23,5.11,13.67
25,12.31,0.00,6.16,12.31,5.68,7.11,0.00,4.26,4.83,7.11,7.32
27,12.31,0.00,6.16,12.31,7.68,9.11,0.00,5.59,6.43,9.11,2.13
29,15.07,0.00,7.54,15.07,9.68,11.11,0.00,6.93,8.03,11.11,0.09
31,18.70,0.00,9.35,18.70,11.68,13.11,0.00,8.26,9.63,13.11,0.00
33,18.65,0.00,9.33,18.65,13.68,15.11,0.00,9.59,11.23,15.11,0.00
35,18.65,0.00,9.33,18.65,15.68,17.11,0.00,10.93,12.83,17.11,11.90
37,18.65,0.00,9.33,18.65,17.68,19.11,0.00,12.26,14.43,19.11,14.34
39,18.65,0.00,9.33,18.65,19.68,21.11,0.00,13.59,16.03,21.11,24.53
41,18.65,0.00,9.33,18.65,21.68,23.11,0.00,14.93,17.63,23.11,29.01
43,18.64,0.00,9.32,18.64,23.68,25.11,0.00,16.26,19.23,25.11,35.66
45,8.94,0.00,4.47,8.94,25.68,0.00,0.00,8.56,15.41,25.68,42.42
47,0.00,0.00,0.00,0.00,18.56,0.00,0.00,6.19,11.13,18.56,45.76
49,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.05,0.10,0.16,43.88
51,0.00,0.00,0.00,0.00,2.16,0.00,0.00,0.72,1.30,2.16,48.63
53,0.00,0.00,0.00,0.00,2.08,0.00,0.00,0.69,1.25,2.08,42.88
55,0.00,0.00,0.00,0.00,4.08,0.00,0.00,1.36,2.45,4.08,45.32
57,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.35,0.64,1.06,38.07
59,0.00,0.00,0.00,0.00,3.06,0.00,0.00,1.02,1.84,3.06,46.35
61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.51
63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.68
65,0.00,0.00,0.00,0.00,1.13,0.00,0.00,0.38,0.68,1.13,44.92
67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.63
69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.30
71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.08
73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.05
75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.73
77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.57
79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.05
81,1.64,0.00,0.82,1.64,0.00,1.72,0.00,0.57,0.34,1.72,44.04
83,4.94,0.00,2.47,4.94,0.00,3.72,0.00,1.24,0.74,3.72,43.56
85,4.87,0.00,2.44,4.87,0.00,5.72,0.00,1.91,1.14,5.72,36.11
87,4.87,0.00,2.44,4.87,0.00,7.72,0.45,2.73,1.64,7.72,29.22
89,4.87,4.41,4.64,4.87,0.00,9.72,2.45,4.06,2.44,9.72,23.99
91,4.87,10.87,7.87,10.87,0.00,11.72,4.45,5.39,3.24,11.72,16.72
93,4.87,11.92,8.39,11.92,0.00,13.72,6.45,6.73,4.04,13.72,9.01
95,4.87,11.92,8.39,11.92,0.00,15.72,8.45,8.06,4.84,15.72,2.74
97,10.33,11.92,11.12,11.92,1.02,17.72,10.45,9.73,6.25,17.72,0.17
99,18.23,11.92,15.07,18.23,3.02,19.72,12.45,11.73,8.25,19.72,0.00
101,18.09,11.92,15.00,18.09,5.02,21.72,14.45,13.73,10.25,21.72,0.00
103,18.09,11.92,15.00,18.09,7.02,23.72,16.45,15.73,12.25,23.72,0.00
105,18.09,11.92,15.00,18.09,9.02,25.72,18.45,17.73,14.25,25.72,0.00
107,18.09,11.92,15.00,18.09,11.02,27.72,20.45,19.73,16.25,27.72,0.00
109,18.09,11.92,15.00,18.09,13.02,29.72,22.45,21.73,18.25,29.72,0.00
111,18.09,11.92,15.00,18.09,15.02,31.72,24.45,23.73,20.25,31.72,8.22
113,18.09,11.92,15.00,18.09,17.02,33.72,26.45,25.73,22.25,33.72,9.81
115,18.09,11.92,15.00,18.09,19.02,35.72,28.45,27.73,24.25,35.72,11.20
117,18.09,11.92,15.00,18.09,21.02,37.72,30.45,29.73,26.25,37.72,11.10
119,18.09,11.92,15.00,18.09,23.02,39.72,32.45,31.73,28.25,39.72,8.30
121,18.09,11.92,15.00,18.09,25.02,41.72,34.45,33.73,30.25,41.72,6.69
