time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,43.93,0
3,0.00,0.00,0.00,0.00,0.00,51.32,8
5,0.00,0.00,0.00,0.00,0.00,55.73,8
7,0.00,0.00,0.00,0.00,0.00,56.62,8
9,0.00,0.00,0.00,0.00,0.00,59.97,8
11,0.00,0.00,0.00,0.00,0.00,58.30,8
13,0.00,0.00,0.00,0.00,0.00,52.95,1
15,0.00,0.00,0.04,0.05,0.46,50.62,1
17,0.00,0.00,0.21,0.26,2.46,47.62,1
19,0.07,0.28,0.29,0.37,1.30,39.49,1
21,1.24,4.98,0.52,0.66,3.23,33.65,1
23,2.18,4.75,1.00,1.19,5.23,32.03,2
25,3.10,7.75,1.53,1.73,7.23,34.07,2
27,3.46,13.84,1.66,1.76,8.96,33.90,2
29,2.18,8.73,1.42,1.30,7.22,36.70,2
31,1.83,5.19,1.98,1.78,9.22,37.70,2
33,2.49,5.19,2.07,1.61,11.22,31.65,4
35,4.40,8.09,2.74,2.19,13.22,33.73,4
37,3.61,10.95,3.81,3.28,15.22,32.49,4
39,5.01,10.92,2.50,3.21,12.31,29.21,4
41,6.94,11.66,3.16,4.07,14.31,26.89,4
43,8.87,19.37,3.83,4.92,16.31,24.21,2
45,10.40,25.48,4.50,5.78,18.31,23.24,2
47,11.21,28.74,3.47,4.46,17.86,23.04,2
49,14.15,37.89,3.75,4.82,19.86,17.75,2
51,12.92,25.91,4.13,5.31,21.86,17.57,2
53,10.74,23.94,4.66,5.89,23.86,19.65,1
55,11.65,23.69,5.13,6.35,25.86,25.32,1
57,12.12,23.68,5.99,7.31,27.86,26.75,1
59,8.33,17.68,4.70,5.50,14.47,30.89,1
61,5.68,17.46,4.36,4.90,16.18,31.28,1
63,5.68,17.46,4.06,4.22,18.18,26.47,2
65,5.68,17.46,3.88,3.71,20.18,31.18,2
67,5.15,15.36,4.86,4.68,22.18,34.09,2
69,4.40,8.96,3.50,2.65,17.50,35.42,2
71,5.93,12.79,4.17,3.22,19.50,35.25,2
73,5.92,12.76,3.48,2.04,21.50,35.00,4
75,6.99,12.76,3.98,2.40,23.50,37.92,4
77,6.13,9.91,4.48,2.76,25.50,36.68,4
79,2.28,9.11,2.83,2.40,13.74,34.33,4
81,2.87,11.49,1.84,2.37,15.74,27.63,4
83,5.36,11.47,2.51,3.22,17.74,24.67,2
85,7.86,11.47,3.26,4.19,19.74,24.75,2
87,9.09,11.75,3.99,5.13,21.74,24.48,2
89,4.16,11.47,4.30,5.52,23.74,26.66,2
91,4.16,11.47,4.16,5.35,25.74,22.56,2
93,4.16,11.47,4.51,5.80,27.74,14.34,1
95,5.22,11.47,5.09,6.54,29.74,25.45,1
97,6.20,12.02,5.92,7.61,31.74,36.54,1
99,3.94,10.86,3.27,4.21,21.34,42.17,1
101,1.23,4.91,1.39,1.79,9.78,48.55,1
103,1.23,4.91,1.22,1.57,11.78,50.64,1
105,1.23,4.91,1.15,1.48,13.78,51.44,1
107,1.23,4.91,1.32,1.69,15.78,46.68,1
109,1.23,4.91,1.51,1.94,17.78,41.39,1
111,1.56,4.91,1.99,2.55,19.78,32.62,1
113,2.53,4.91,2.30,2.88,21.78,26.08,2
115,4.13,11.69,2.84,3.43,23.78,28.14,2
117,2.88,11.53,2.82,3.25,25.78,30.15,2
119,3.17,11.53,1.49,1.40,7.13,35.21,2
121,4.18,11.53,1.29,1.00,9.13,38.80,2
123,4.15,11.53,1.40,1.01,11.13,38.97,5
125,4.15,11.53,1.73,1.29,13.13,43.49,5
127,3.22,7.82,2.21,1.76,15.13,41.26,5
129,1.27,5.06,2.54,2.09,16.52,38.29,5
131,2.32,5.06,1.38,1.77,13.68,35.41,5
133,3.08,7.65,1.72,2.21,15.68,30.28,2
135,5.47,11.05,2.19,2.82,17.68,34.72,2
137,5.14,11.01,2.69,3.46,19.68,36.82,2
139,3.74,14.97,2.63,3.36,21.68,38.17,2
141,5.34,17.20,2.65,3.24,23.68,39.11,2
143,5.59,17.19,2.50,2.91,25.68,35.04,1
145,6.28,18.25,2.98,3.38,27.68,31.74,1
147,7.69,25.35,3.64,4.08,29.68,26.60,1
149,8.77,29.90,3.31,3.48,18.60,21.48,1
151,6.39,16.11,3.84,3.86,14.06,19.92,1
153,5.03,10.54,4.45,4.36,14.32,17.72,2
155,7.55,14.34,5.48,5.41,16.32,18.57,2
157,12.66,23.92,5.67,5.36,18.32,21.80,2
159,14.55,24.02,6.63,6.31,20.32,22.99,2
161,9.05,26.31,7.38,6.99,22.32,26.77,2
163,9.81,29.38,7.10,6.35,24.32,27.23,1
165,9.81,29.35,7.36,6.39,26.32,32.53,1
167,9.98,30.06,8.10,7.06,28.32,32.93,1
169,11.41,35.78,7.82,6.41,30.32,31.84,1
171,8.02,21.03,6.89,4.81,32.32,31.04,1
173,5.92,12.92,7.27,4.88,34.32,28.17,8
175,7.00,17.46,8.12,5.53,36.32,25.16,8
177,8.68,24.16,8.01,4.81,38.32,23.38,8
179,11.73,32.11,6.45,4.43,40.32,23.01,8
181,13.77,34.39,6.96,4.66,42.32,24.38,8
183,9.18,17.01,7.63,5.09,44.32,23.92,2
185,9.44,21.77,8.47,5.75,46.32,21.46,2
187,10.76,22.99,9.64,6.68,48.32,24.41,2
