time,value
1,0.02
5,0.02
9,0.01
13,0.05
17,0.02
21,0.03
25,0.06
29,0.06
33,0.05
37,0.03
41,0.05
45,0.06
49,0.02
53,0.04
57,0.08
61,0.10
65,0.05
69,0.06
73,0.05
77,0.06
81,0.09
85,0.11
89,0.08
93,0.05
97,0.10
101,0.09
105,0.07
109,0.08
113,0.06
117,0.09
121,0.04
125,0.05
129,0.05
133,0.03
137,0.10
141,0.09
145,0.04
149,0.03
153,0.07
157,0.05
161,0.09
165,0.14
169,0.06
173,0.12
177,0.10
181,0.14
185,0.08
189,0.13
193,0.25
197,0.21
201,0.20
205,0.12
209,0.08
213,0.11
217,0.14
221,0.08
225,0.08
229,0.07
233,0.05
237,0.09
241,0.06
245,0.08
249,0.05
253,0.10
257,0.08
261,0.08
265,0.05
269,0.12
273,0.06
277,0.09
281,0.07
285,0.03
289,0.06
293,0.04
297,0.07
301,0.04
305,0.05
309,0.07
313,0.05
317,0.09
321,0.06
325,0.03
329,0.10
333,0.05
337,0.07
341,0.07
345,0.04
349,0.16
353,0.04
357,0.09
361,0.05
365,0.05
369,0.05
373,0.04
377,0.06
381,0.04
385,0.04
389,0.05
393,0.06
397,0.07
401,0.03
405,0.03
409,0.03
413,0.04
417,0.14
421,0.08
425,0.06
429,0.09
433,0.07
437,0.08
441,0.06
445,0.07
449,0.05
453,0.08
457,0.07
461,0.04
465,0.07
469,0.04
473,0.09
477,0.03
481,0.06
485,0.09
489,0.05
493,0.19
497,0.06
